"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","protein targeting to lysosome","0.33%","7","1359","27","19478","9.45e-3","6.02e-1","3.72","1.00e+0","5.97e-1","2.04e-3"
"GOTERM_BP_DIRECT","clathrin-coated vesicle cargo loading, AP-3-mediated","0.19%","4","1359","7","19478","9.56e-3","6.02e-1","8.19","1.00e+0","5.97e-1","6.96e-4"
"GOTERM_BP_DIRECT","regulation of cell cycle","1.31%","28","1359","241","19478","1.00e-2","6.23e-1","1.67","1.00e+0","6.18e-1","5.53e-3"
"GOTERM_MF_DIRECT","beta-galactoside (CMP) alpha-2,3-sialyltransferase activity","0.19%","4","1383","7","19253","1.04e-2","2.68e-1","7.95","1.00e+0","2.65e-1","7.78e-4"
"GOTERM_CC_DIRECT","endomembrane system","1.69%","36","1388","349","20795","1.05e-2","1.57e-1","1.55","1.00e+0","1.49e-1","6.15e-3"
"GOTERM_BP_DIRECT","MAPK cascade","0.80%","17","1359","122","19478","1.07e-2","6.53e-1","2.00","1.00e+0","6.48e-1","4.77e-3"
"GOTERM_MF_DIRECT","unfolded protein binding","0.84%","18","1383","129","19253","1.09e-2","2.68e-1","1.94","1.00e+0","2.65e-1","5.00e-3"
"GOTERM_MF_DIRECT","protein serine/threonine kinase activity","1.92%","41","1383","383","19253","1.10e-2","2.68e-1","1.49","1.00e+0","2.65e-1","6.84e-3"
"GOTERM_BP_DIRECT","positive regulation of protein targeting to mitochondrion","0.37%","8","1359","36","19478","1.10e-2","6.64e-1","3.19","1.00e+0","6.59e-1","2.86e-3"
"GOTERM_CC_DIRECT","late endosome","0.94%","20","1388","161","20795","1.10e-2","1.62e-1","1.86","1.00e+0","1.54e-1","5.36e-3"
"GOTERM_BP_DIRECT","regulation of double-strand break repair","0.33%","7","1359","28","19478","1.13e-2","6.73e-1","3.58","1.00e+0","6.68e-1","2.56e-3"
"GOTERM_BP_DIRECT","response to calcium ion","0.47%","10","1359","54","19478","1.17e-2","6.85e-1","2.65","1.00e+0","6.80e-1","3.76e-3"
"GOTERM_CC_DIRECT","lysosomal membrane","1.87%","40","1388","401","20795","1.17e-2","1.69e-1","1.49","1.00e+0","1.60e-1","7.29e-3"
"GOTERM_MF_DIRECT","protein tyrosine phosphatase activity, metal-dependent","0.66%","14","1383","90","19253","1.18e-2","2.68e-1","2.17","1.00e+0","2.65e-1","4.79e-3"
"GOTERM_MF_DIRECT","non-membrane spanning protein tyrosine phosphatase activity","0.66%","14","1383","90","19253","1.18e-2","2.68e-1","2.17","1.00e+0","2.65e-1","4.79e-3"
"GOTERM_MF_DIRECT","ubiquitin binding","0.70%","15","1383","100","19253","1.20e-2","2.68e-1","2.09","1.00e+0","2.65e-1","5.07e-3"
"GOTERM_CC_DIRECT","Golgi cisterna membrane","0.66%","14","1388","97","20795","1.22e-2","1.73e-1","2.16","1.00e+0","1.64e-1","4.98e-3"
"GOTERM_MF_DIRECT","protein tyrosine phosphatase activity","0.61%","13","1383","81","19253","1.26e-2","2.68e-1","2.23","1.00e+0","2.65e-1","4.91e-3"
"GOTERM_CC_DIRECT","nuclear inner membrane","0.47%","10","1388","57","20795","1.26e-2","1.74e-1","2.63","1.00e+0","1.66e-1","4.12e-3"
"GOTERM_BP_DIRECT","in utero embryonic development","1.22%","26","1359","223","19478","1.28e-2","7.11e-1","1.67","1.00e+0","7.06e-1","6.99e-3"
"GOTERM_BP_DIRECT","positive regulation of epithelial cell migration","0.37%","8","1359","37","19478","1.28e-2","7.11e-1","3.10","1.00e+0","7.06e-1","3.43e-3"
"GOTERM_MF_DIRECT","clathrin binding","0.37%","8","1383","36","19253","1.28e-2","2.68e-1","3.09","1.00e+0","2.65e-1","3.43e-3"
"GOTERM_MF_DIRECT","histone H2AT120 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H2AS121 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","eukaryotic translation initiation factor 2alpha kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H3S28 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","3-phosphoinositide-dependent protein kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","ribosomal protein S6 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H3S57 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H2BS36 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H4S1 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","Rho-dependent protein serine/threonine kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H2AS1 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H2AXS139 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H3T3 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H2BS14 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_MF_DIRECT","histone H3S10 kinase activity","1.36%","29","1383","250","19253","1.28e-2","2.68e-1","1.61","1.00e+0","2.65e-1","7.29e-3"
"GOTERM_CC_DIRECT","heteromeric SMAD protein complex","0.19%","4","1388","8","20795","1.29e-2","1.74e-1","7.49","1.00e+0","1.66e-1","1.11e-3"
"GOTERM_MF_DIRECT","histone H2AXY142 phosphatase activity","0.66%","14","1383","91","19253","1.29e-2","2.68e-1","2.14","1.00e+0","2.65e-1","5.29e-3"
"GOTERM_BP_DIRECT","protein localization to synapse","0.28%","6","1359","21","19478","1.30e-2","7.11e-1","4.10","1.00e+0","7.06e-1","2.49e-3"
"GOTERM_BP_DIRECT","regulation of ARF protein signal transduction","0.28%","6","1359","21","19478","1.30e-2","7.11e-1","4.10","1.00e+0","7.06e-1","2.49e-3"
"GOTERM_CC_DIRECT","chromosome","1.41%","30","1388","281","20795","1.30e-2","1.74e-1","1.60","1.00e+0","1.66e-1","7.50e-3"
"GOTERM_MF_DIRECT","DNA clamp loader activity","0.98%","21","1383","163","19253","1.31e-2","2.68e-1","1.79","1.00e+0","2.65e-1","6.57e-3"
"GOTERM_CC_DIRECT","vesicle","0.94%","20","1388","164","20795","1.33e-2","1.74e-1","1.83","1.00e+0","1.66e-1","6.57e-3"
"GOTERM_BP_DIRECT","negative regulation of protein catabolic process","0.42%","9","1359","46","19478","1.33e-2","7.11e-1","2.80","1.00e+0","7.06e-1","4.01e-3"
"GOTERM_CC_DIRECT","telomerase holoenzyme complex","0.28%","6","1388","22","20795","1.33e-2","1.74e-1","4.09","1.00e+0","1.66e-1","2.58e-3"
"GOTERM_BP_DIRECT","regulation of cell fate specification","0.23%","5","1359","14","19478","1.34e-2","7.11e-1","5.12","1.00e+0","7.06e-1","1.93e-3"
"GOTERM_BP_DIRECT","nerve growth factor signaling pathway","0.23%","5","1359","14","19478","1.34e-2","7.11e-1","5.12","1.00e+0","7.06e-1","1.93e-3"
"GOTERM_BP_DIRECT","actin cytoskeleton organization","1.22%","26","1359","224","19478","1.35e-2","7.11e-1","1.66","1.00e+0","7.06e-1","7.40e-3"
"GOTERM_MF_DIRECT","DNA-dependent protein kinase activity","1.36%","29","1383","251","19253","1.35e-2","2.72e-1","1.61","1.00e+0","2.68e-1","7.69e-3"
"GOTERM_MF_DIRECT","Hsp90 protein binding","0.42%","9","1383","45","19253","1.37e-2","2.72e-1","2.78","1.00e+0","2.68e-1","4.16e-3"
"GOTERM_MF_DIRECT","calcium-dependent protein binding","0.61%","13","1383","82","19253","1.38e-2","2.72e-1","2.21","1.00e+0","2.68e-1","5.46e-3"
"GOTERM_BP_DIRECT","mitochondrion organization","0.75%","16","1359","115","19478","1.38e-2","7.20e-1","1.99","1.00e+0","7.14e-1","6.16e-3"
"GOTERM_MF_DIRECT","histone H3T6 kinase activity","1.36%","29","1383","252","19253","1.42e-2","2.72e-1","1.60","1.00e+0","2.69e-1","8.11e-3"
"GOTERM_MF_DIRECT","histone H3T11 kinase activity","1.36%","29","1383","252","19253","1.42e-2","2.72e-1","1.60","1.00e+0","2.69e-1","8.11e-3"
"GOTERM_BP_DIRECT","nuclear pore organization","0.19%","4","1359","8","19478","1.45e-2","7.48e-1","7.17","1.00e+0","7.43e-1","1.31e-3"
"GOTERM_MF_DIRECT","sialyltransferase activity","0.28%","6","1383","21","19253","1.46e-2","2.75e-1","3.98","1.00e+0","2.72e-1","2.88e-3"
"GOTERM_MF_DIRECT","protein-disulfide reductase [NAD(P)H] activity","0.14%","3","1383","3","19253","1.47e-2","2.75e-1","13.92","1.00e+0","2.72e-1","3.70e-4"
"GOTERM_CC_DIRECT","mitochondrial inner membrane","2.25%","48","1388","509","20795","1.49e-2","1.93e-1","1.41","1.00e+0","1.83e-1","9.84e-3"
"GOTERM_BP_DIRECT","mitotic spindle assembly","0.42%","9","1359","47","19478","1.50e-2","7.66e-1","2.74","1.00e+0","7.61e-1","4.65e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol binding","0.75%","16","1383","113","19253","1.51e-2","2.79e-1","1.97","1.00e+0","2.76e-1","6.83e-3"
"GOTERM_BP_DIRECT","cellular response to interferon-beta","0.33%","7","1359","30","19478","1.59e-2","7.89e-1","3.34","1.00e+0","7.83e-1","3.89e-3"
"GOTERM_BP_DIRECT","nucleus organization","0.33%","7","1359","30","19478","1.59e-2","7.89e-1","3.34","1.00e+0","7.83e-1","3.89e-3"
"GOTERM_BP_DIRECT","mitotic spindle organization","0.47%","10","1359","57","19478","1.64e-2","8.07e-1","2.51","1.00e+0","8.02e-1","5.62e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum-Golgi intermediate compartment","0.56%","12","1388","80","20795","1.69e-2","2.15e-1","2.25","1.00e+0","2.04e-1","6.59e-3"
"GOTERM_BP_DIRECT","long-term memory","0.37%","8","1359","39","19478","1.69e-2","8.24e-1","2.94","1.00e+0","8.18e-1","4.84e-3"
"GOTERM_MF_DIRECT","GTPase activator activity","1.50%","32","1383","290","19253","1.71e-2","3.13e-1","1.54","1.00e+0","3.09e-1","1.03e-2"
"GOTERM_BP_DIRECT","regulation of circadian rhythm","0.52%","11","1359","67","19478","1.72e-2","8.24e-1","2.35","1.00e+0","8.18e-1","6.33e-3"
"GOTERM_BP_DIRECT","peptidyl-serine phosphorylation","0.56%","12","1359","77","19478","1.74e-2","8.27e-1","2.23","1.00e+0","8.21e-1","6.82e-3"
"GOTERM_CC_DIRECT","kinetochore","0.89%","19","1388","158","20795","1.83e-2","2.24e-1","1.80","1.00e+0","2.12e-1","9.17e-3"
"GOTERM_CC_DIRECT","zonula adherens","0.19%","4","1388","9","20795","1.83e-2","2.24e-1","6.66","1.00e+0","2.12e-1","1.90e-3"
"GOTERM_CC_DIRECT","TORC2 complex","0.19%","4","1388","9","20795","1.83e-2","2.24e-1","6.66","1.00e+0","2.12e-1","1.90e-3"
"GOTERM_CC_DIRECT","CCR4-NOT complex","0.23%","5","1388","16","20795","1.88e-2","2.24e-1","4.68","1.00e+0","2.12e-1","3.09e-3"
"GOTERM_MF_DIRECT","DNA-binding transcription factor binding","0.98%","21","1383","169","19253","1.88e-2","3.38e-1","1.73","1.00e+0","3.34e-1","9.82e-3"
"GOTERM_CC_DIRECT","synapse","2.30%","49","1388","529","20795","1.88e-2","2.24e-1","1.39","1.00e+0","2.12e-1","1.27e-2"
"GOTERM_MF_DIRECT","identical protein binding","7.08%","151","1383","1777","19253","1.92e-2","3.42e-1","1.18","1.00e+0","3.38e-1","1.59e-2"
"GOTERM_BP_DIRECT","protein K11-linked ubiquitination","0.37%","8","1359","40","19478","1.93e-2","9.09e-1","2.87","1.00e+0","9.03e-1","5.68e-3"
"GOTERM_MF_DIRECT","protein kinase inhibitor activity","0.37%","8","1383","39","19253","1.96e-2","3.45e-1","2.86","1.00e+0","3.40e-1","5.76e-3"
"GOTERM_BP_DIRECT","regulation of small GTPase mediated signal transduction","0.75%","16","1359","120","19478","1.97e-2","9.18e-1","1.91","1.00e+0","9.11e-1","9.23e-3"
"GOTERM_BP_DIRECT","transcription elongation-coupled chromatin remodeling","0.19%","4","1359","9","19478","2.07e-2","9.40e-1","6.37","1.00e+0","9.33e-1","2.24e-3"
"GOTERM_BP_DIRECT","polyamine biosynthetic process","0.19%","4","1359","9","19478","2.07e-2","9.40e-1","6.37","1.00e+0","9.33e-1","2.24e-3"
"GOTERM_BP_DIRECT","positive regulation of macroautophagy","0.33%","7","1359","32","19478","2.15e-2","9.60e-1","3.14","1.00e+0","9.53e-1","5.69e-3"
"GOTERM_BP_DIRECT","negative regulation of calcineurin-NFAT signaling cascade","0.23%","5","1359","16","19478","2.18e-2","9.60e-1","4.48","1.00e+0","9.53e-1","3.74e-3"
"GOTERM_BP_DIRECT","P-body assembly","0.23%","5","1359","16","19478","2.18e-2","9.60e-1","4.48","1.00e+0","9.53e-1","3.74e-3"
"GOTERM_MF_DIRECT","miRNA inhibitor activity via base-pairing","0.19%","4","1383","9","19253","2.23e-2","3.84e-1","6.19","1.00e+0","3.79e-1","2.49e-3"
"GOTERM_MF_DIRECT","transcription coactivator binding","0.42%","9","1383","49","19253","2.23e-2","3.84e-1","2.56","1.00e+0","3.79e-1","7.46e-3"
"GOTERM_BP_DIRECT","bone development","0.47%","10","1359","60","19478","2.24e-2","9.79e-1","2.39","1.00e+0","9.72e-1","8.12e-3"
"GOTERM_BP_DIRECT","membrane protein ectodomain proteolysis","0.28%","6","1359","24","19478","2.28e-2","9.86e-1","3.58","1.00e+0","9.79e-1","5.16e-3"
"GOTERM_BP_DIRECT","axon guidance","1.03%","22","1359","189","19478","2.31e-2","9.89e-1","1.67","1.00e+0","9.82e-1","1.26e-2"
"GOTERM_CC_DIRECT","perinuclear endoplasmic reticulum","0.23%","5","1388","17","20795","2.33e-2","2.67e-1","4.41","1.00e+0","2.54e-1","4.13e-3"
"GOTERM_CC_DIRECT","cell cortex","0.94%","20","1388","174","20795","2.34e-2","2.67e-1","1.72","1.00e+0","2.54e-1","1.23e-2"
"GOTERM_CC_DIRECT","rough endoplasmic reticulum","0.33%","7","1388","34","20795","2.34e-2","2.67e-1","3.08","1.00e+0","2.54e-1","6.35e-3"
"GOTERM_MF_DIRECT","ubiquitin-ubiquitin ligase activity","0.23%","5","1383","16","19253","2.40e-2","4.02e-1","4.35","1.00e+0","3.97e-1","4.25e-3"
"GOTERM_MF_DIRECT","translation initiation factor activity","0.47%","10","1383","59","19253","2.40e-2","4.02e-1","2.36","1.00e+0","3.97e-1","8.78e-3"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase regulator activity","0.33%","7","1383","32","19253","2.44e-2","4.05e-1","3.05","1.00e+0","4.00e-1","6.66e-3"
"GOTERM_BP_DIRECT","positive regulation of protein catabolic process","0.56%","12","1359","81","19478","2.46e-2","1.00e+0","2.12","1.00e+0","9.93e-1","1.02e-2"
"GOTERM_CC_DIRECT","microtubule cytoskeleton","1.22%","26","1388","247","20795","2.47e-2","2.74e-1","1.58","1.00e+0","2.60e-1","1.44e-2"
"GOTERM_BP_DIRECT","platelet-derived growth factor receptor signaling pathway","0.33%","7","1359","33","19478","2.48e-2","1.00e+0","3.04","1.00e+0","9.93e-1","6.79e-3"
"GOTERM_BP_DIRECT","Golgi to plasma membrane protein transport","0.33%","7","1359","33","19478","2.48e-2","1.00e+0","3.04","1.00e+0","9.93e-1","6.79e-3"
"GOTERM_CC_DIRECT","clathrin adaptor complex","0.19%","4","1388","10","20795","2.49e-2","2.74e-1","5.99","1.00e+0","2.60e-1","3.00e-3"
"GOTERM_CC_DIRECT","nuclear pore outer ring","0.19%","4","1388","10","20795","2.49e-2","2.74e-1","5.99","1.00e+0","2.60e-1","3.00e-3"
"GOTERM_CC_DIRECT","euchromatin","0.47%","10","1388","64","20795","2.55e-2","2.77e-1","2.34","1.00e+0","2.63e-1","9.48e-3"
"GOTERM_MF_DIRECT","translation regulator activity","0.28%","6","1383","24","19253","2.55e-2","4.19e-1","3.48","1.00e+0","4.13e-1","5.94e-3"
"GOTERM_BP_DIRECT","clathrin coat disassembly","0.14%","3","1359","4","19478","2.65e-2","1.00e+0","10.75","1.00e+0","9.93e-1","1.28e-3"
"GOTERM_BP_DIRECT","ribosomal subunit export from nucleus","0.14%","3","1359","4","19478","2.65e-2","1.00e+0","10.75","1.00e+0","9.93e-1","1.28e-3"
"GOTERM_BP_DIRECT","positive regulation of sodium:proton antiporter activity","0.14%","3","1359","4","19478","2.65e-2","1.00e+0","10.75","1.00e+0","9.93e-1","1.28e-3"
"GOTERM_BP_DIRECT","regulation of branching involved in mammary gland duct morphogenesis","0.14%","3","1359","4","19478","2.65e-2","1.00e+0","10.75","1.00e+0","9.93e-1","1.28e-3"
"GOTERM_BP_DIRECT","protein sialylation","0.14%","3","1359","4","19478","2.65e-2","1.00e+0","10.75","1.00e+0","9.93e-1","1.28e-3"
"GOTERM_BP_DIRECT","exosomal secretion","0.14%","3","1359","4","19478","2.65e-2","1.00e+0","10.75","1.00e+0","9.93e-1","1.28e-3"
"GOTERM_BP_DIRECT","G2/M transition of mitotic cell cycle","0.42%","9","1359","52","19478","2.65e-2","1.00e+0","2.48","1.00e+0","9.93e-1","9.20e-3"
"GOTERM_BP_DIRECT","mitochondrial fission","0.23%","5","1359","17","19478","2.69e-2","1.00e+0","4.22","1.00e+0","9.93e-1","5.00e-3"
"GOTERM_BP_DIRECT","protein K6-linked ubiquitination","0.23%","5","1359","17","19478","2.69e-2","1.00e+0","4.22","1.00e+0","9.93e-1","5.00e-3"
"GOTERM_MF_DIRECT","p53 binding","0.52%","11","1383","70","19253","2.72e-2","4.41e-1","2.19","1.00e+0","4.35e-1","1.08e-2"
"GOTERM_BP_DIRECT","mitochondrion-endoplasmic reticulum membrane tethering","0.19%","4","1359","10","19478","2.80e-2","1.00e+0","5.73","1.00e+0","9.93e-1","3.52e-3"
"GOTERM_BP_DIRECT","heart valve development","0.19%","4","1359","10","19478","2.80e-2","1.00e+0","5.73","1.00e+0","9.93e-1","3.52e-3"
"GOTERM_MF_DIRECT","histone H2AK119 ubiquitin ligase activity","0.14%","3","1383","4","19253","2.80e-2","4.44e-1","10.44","1.00e+0","4.39e-1","1.40e-3"
"GOTERM_MF_DIRECT","voltage-gated calcium channel activity involved in cardiac muscle cell action potential","0.14%","3","1383","4","19253","2.80e-2","4.44e-1","10.44","1.00e+0","4.39e-1","1.40e-3"
"GOTERM_CC_DIRECT","transcription factor TFTC complex","0.23%","5","1388","18","20795","2.84e-2","3.01e-1","4.16","1.00e+0","2.86e-1","5.41e-3"
"GOTERM_CC_DIRECT","NuRD complex","0.23%","5","1388","18","20795","2.84e-2","3.01e-1","4.16","1.00e+0","2.86e-1","5.41e-3"
"GOTERM_BP_DIRECT","regulation of cell shape","0.80%","17","1359","137","19478","2.92e-2","1.00e+0","1.78","1.00e+0","9.93e-1","1.47e-2"
"GOTERM_BP_DIRECT","negative regulation of signal transduction","0.42%","9","1359","53","19478","2.94e-2","1.00e+0","2.43","1.00e+0","9.93e-1","1.04e-2"
"GOTERM_BP_DIRECT","positive regulation of stress fiber assembly","0.42%","9","1359","53","19478","2.94e-2","1.00e+0","2.43","1.00e+0","9.93e-1","1.04e-2"
"GOTERM_MF_DIRECT","protein kinase activity","1.50%","32","1383","303","19253","2.95e-2","4.46e-1","1.47","1.00e+0","4.41e-1","1.85e-2"
"GOTERM_BP_DIRECT","autophagosome assembly","0.52%","11","1359","73","19478","2.96e-2","1.00e+0","2.16","1.00e+0","9.93e-1","1.20e-2"
"GOTERM_MF_DIRECT","I-SMAD binding","0.23%","5","1383","17","19253","2.96e-2","4.46e-1","4.09","1.00e+0","4.41e-1","5.66e-3"
"GOTERM_MF_DIRECT","catalytic activity","0.56%","12","1383","81","19253","2.96e-2","4.46e-1","2.06","1.00e+0","4.41e-1","1.26e-2"
"GOTERM_MF_DIRECT","manganese ion binding","0.52%","11","1383","71","19253","2.97e-2","4.46e-1","2.16","1.00e+0","4.41e-1","1.20e-2"
"GOTERM_MF_DIRECT","enzyme activator activity","0.52%","11","1383","71","19253","2.97e-2","4.46e-1","2.16","1.00e+0","4.41e-1","1.20e-2"
"GOTERM_MF_DIRECT","retromer complex binding","0.19%","4","1383","10","19253","3.02e-2","4.50e-1","5.57","1.00e+0","4.44e-1","3.92e-3"
"GOTERM_CC_DIRECT","SAGA complex","0.28%","6","1388","27","20795","3.09e-2","3.24e-1","3.33","1.00e+0","3.08e-1","7.69e-3"
"GOTERM_BP_DIRECT","cell motility","0.37%","8","1359","44","19478","3.13e-2","1.00e+0","2.61","1.00e+0","9.93e-1","1.02e-2"
"GOTERM_BP_DIRECT","ribosome biogenesis","0.37%","8","1359","44","19478","3.13e-2","1.00e+0","2.61","1.00e+0","9.93e-1","1.02e-2"
"GOTERM_BP_DIRECT","positive regulation of cell-matrix adhesion","0.28%","6","1359","26","19478","3.15e-2","1.00e+0","3.31","1.00e+0","9.93e-1","7.83e-3"
"GOTERM_BP_DIRECT","negative regulation of Rho protein signal transduction","0.28%","6","1359","26","19478","3.15e-2","1.00e+0","3.31","1.00e+0","9.93e-1","7.83e-3"
"GOTERM_CC_DIRECT","ruffle","0.61%","13","1388","99","20795","3.18e-2","3.29e-1","1.97","1.00e+0","3.13e-1","1.44e-2"
"GOTERM_MF_DIRECT","signaling receptor complex adaptor activity","0.33%","7","1383","34","19253","3.21e-2","4.74e-1","2.87","1.00e+0","4.68e-1","9.39e-3"
"GOTERM_BP_DIRECT","DNA-templated transcription","0.61%","13","1359","95","19478","3.23e-2","1.00e+0","1.96","1.00e+0","9.93e-1","1.46e-2"
"GOTERM_BP_DIRECT","mitotic sister chromatid segregation","0.33%","7","1359","35","19478","3.23e-2","1.00e+0","2.87","1.00e+0","9.93e-1","9.47e-3"
"GOTERM_BP_DIRECT","regulation of heart rate","0.33%","7","1359","35","19478","3.23e-2","1.00e+0","2.87","1.00e+0","9.93e-1","9.47e-3"
"GOTERM_BP_DIRECT","epithelial to mesenchymal transition","0.42%","9","1359","54","19478","3.25e-2","1.00e+0","2.39","1.00e+0","9.93e-1","1.17e-2"
"GOTERM_BP_DIRECT","translational initiation","0.42%","9","1359","54","19478","3.25e-2","1.00e+0","2.39","1.00e+0","9.93e-1","1.17e-2"
"GOTERM_CC_DIRECT","paraspeckles","0.19%","4","1388","11","20795","3.26e-2","3.29e-1","5.45","1.00e+0","3.13e-1","4.46e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum chaperone complex","0.19%","4","1388","11","20795","3.26e-2","3.29e-1","5.45","1.00e+0","3.13e-1","4.46e-3"
"GOTERM_BP_DIRECT","N-glycan processing","0.23%","5","1359","18","19478","3.28e-2","1.00e+0","3.98","1.00e+0","9.93e-1","6.53e-3"
"GOTERM_CC_DIRECT","PML body","0.66%","14","1388","111","20795","3.35e-2","3.35e-1","1.89","1.00e+0","3.18e-1","1.58e-2"
"GOTERM_CC_DIRECT","endosome membrane","1.36%","29","1388","292","20795","3.41e-2","3.36e-1","1.49","1.00e+0","3.19e-1","2.11e-2"
"GOTERM_MF_DIRECT","structural constituent of nuclear pore","0.28%","6","1383","26","19253","3.51e-2","4.92e-1","3.21","1.00e+0","4.86e-1","8.99e-3"
"GOTERM_MF_DIRECT","R-SMAD binding","0.28%","6","1383","26","19253","3.51e-2","4.92e-1","3.21","1.00e+0","4.86e-1","8.99e-3"
"GOTERM_CC_DIRECT","calcium channel complex","0.28%","6","1388","28","20795","3.57e-2","3.48e-1","3.21","1.00e+0","3.31e-1","9.24e-3"
"GOTERM_MF_DIRECT","tau protein binding","0.37%","8","1383","44","19253","3.59e-2","4.92e-1","2.53","1.00e+0","4.86e-1","1.21e-2"
"GOTERM_MF_DIRECT","deubiquitinase activity","0.23%","5","1383","18","19253","3.60e-2","4.92e-1","3.87","1.00e+0","4.86e-1","7.38e-3"
"GOTERM_BP_DIRECT","regulation of nucleotide-excision repair","0.28%","6","1359","27","19478","3.65e-2","1.00e+0","3.19","1.00e+0","9.93e-1","9.48e-3"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway by p53 class mediator","0.28%","6","1359","27","19478","3.65e-2","1.00e+0","3.19","1.00e+0","9.93e-1","9.48e-3"
"GOTERM_BP_DIRECT","regulation of translational initiation","0.33%","7","1359","36","19478","3.65e-2","1.00e+0","2.79","1.00e+0","9.93e-1","1.11e-2"
"GOTERM_BP_DIRECT","lamellipodium assembly","0.33%","7","1359","36","19478","3.65e-2","1.00e+0","2.79","1.00e+0","9.93e-1","1.11e-2"
"GOTERM_BP_DIRECT","astral microtubule organization","0.19%","4","1359","11","19478","3.66e-2","1.00e+0","5.21","1.00e+0","9.93e-1","5.23e-3"
"GOTERM_BP_DIRECT","protein folding in endoplasmic reticulum","0.19%","4","1359","11","19478","3.66e-2","1.00e+0","5.21","1.00e+0","9.93e-1","5.23e-3"
"GOTERM_BP_DIRECT","positive regulation of macromolecule biosynthetic process","0.19%","4","1359","11","19478","3.66e-2","1.00e+0","5.21","1.00e+0","9.93e-1","5.23e-3"
"GOTERM_BP_DIRECT","monoubiquitinated protein deubiquitination","0.19%","4","1359","11","19478","3.66e-2","1.00e+0","5.21","1.00e+0","9.93e-1","5.23e-3"
"GOTERM_BP_DIRECT","cotranslational protein targeting to membrane","0.19%","4","1359","11","19478","3.66e-2","1.00e+0","5.21","1.00e+0","9.93e-1","5.23e-3"
"GOTERM_BP_DIRECT","lncRNA-mediated post-transcriptional gene silencing","0.19%","4","1359","11","19478","3.66e-2","1.00e+0","5.21","1.00e+0","9.93e-1","5.23e-3"
"GOTERM_BP_DIRECT","excitatory synapse assembly","0.19%","4","1359","11","19478","3.66e-2","1.00e+0","5.21","1.00e+0","9.93e-1","5.23e-3"
"GOTERM_CC_DIRECT","cytoplasmic ribonucleoprotein granule","0.56%","12","1388","90","20795","3.68e-2","3.56e-1","2.00","1.00e+0","3.38e-1","1.63e-2"
"GOTERM_MF_DIRECT","RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity","0.56%","12","1383","84","19253","3.74e-2","4.92e-1","1.99","1.00e+0","4.86e-1","1.66e-2"
"GOTERM_MF_DIRECT","MAP kinase serine/threonine phosphatase activity","0.56%","12","1383","84","19253","3.74e-2","4.92e-1","1.99","1.00e+0","4.86e-1","1.66e-2"
"GOTERM_MF_DIRECT","RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity","0.56%","12","1383","84","19253","3.74e-2","4.92e-1","1.99","1.00e+0","4.86e-1","1.66e-2"
