"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","random inactivation of X chromosome","0.18%","6","1683","14","19478","4.92e-3","3.41e-1","4.96","1.00e+0","3.39e-1","6.74e-4"
"GOTERM_BP_DIRECT","circadian regulation of gene expression","0.42%","14","1683","68","19478","4.96e-3","3.41e-1","2.38","1.00e+0","3.39e-1","1.77e-3"
"GOTERM_MF_DIRECT","translation initiation factor activity","0.39%","13","1709","59","19253","5.03e-3","1.85e-1","2.48","1.00e+0","1.82e-1","1.70e-3"
"GOTERM_CC_DIRECT","glutamatergic synapse","2.03%","68","1728","588","20795","5.07e-3","8.05e-2","1.39","9.92e-1","7.54e-2","3.38e-3"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","0.30%","10","1683","39","19478","5.13e-3","3.48e-1","2.97","1.00e+0","3.46e-1","1.40e-3"
"GOTERM_CC_DIRECT","SAGA complex","0.24%","8","1728","27","20795","5.43e-3","8.49e-2","3.57","9.94e-1","7.94e-2","1.18e-3"
"GOTERM_MF_DIRECT","cohesin loader activity","0.74%","25","1709","156","19253","5.49e-3","1.98e-1","1.81","1.00e+0","1.94e-1","2.71e-3"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA poly(A) tail shortening","0.21%","7","1683","20","19478","5.52e-3","3.69e-1","4.05","1.00e+0","3.67e-1","1.00e-3"
"GOTERM_MF_DIRECT","AMP-activated protein kinase activity","1.07%","36","1709","253","19253","5.62e-3","1.98e-1","1.60","1.00e+0","1.95e-1","3.20e-3"
"GOTERM_BP_DIRECT","organelle localization by membrane tethering","0.12%","4","1683","5","19478","5.63e-3","3.71e-1","9.26","1.00e+0","3.69e-1","2.59e-4"
"GOTERM_CC_DIRECT","rough endoplasmic reticulum","0.27%","9","1728","34","20795","5.71e-3","8.79e-2","3.19","9.96e-1","8.23e-2","1.43e-3"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase regulator activity","0.27%","9","1709","32","19253","5.74e-3","1.98e-1","3.17","1.00e+0","1.95e-1","1.43e-3"
"GOTERM_BP_DIRECT","translational initiation","0.36%","12","1683","54","19478","5.74e-3","3.71e-1","2.57","1.00e+0","3.69e-1","1.86e-3"
"GOTERM_BP_DIRECT","peptidyl-serine phosphorylation","0.45%","15","1683","77","19478","5.78e-3","3.71e-1","2.25","1.00e+0","3.69e-1","2.20e-3"
"GOTERM_CC_DIRECT","endomembrane system","1.31%","44","1728","349","20795","6.00e-3","9.08e-2","1.52","9.97e-1","8.50e-2","3.63e-3"
"GOTERM_MF_DIRECT","protein kinase inhibitor activity","0.30%","10","1709","39","19253","6.11e-3","2.07e-1","2.89","1.00e+0","2.03e-1","1.71e-3"
"GOTERM_BP_DIRECT","protein K11-linked ubiquitination","0.30%","10","1683","40","19478","6.12e-3","3.83e-1","2.89","1.00e+0","3.80e-1","1.72e-3"
"GOTERM_BP_DIRECT","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","0.30%","10","1683","40","19478","6.12e-3","3.83e-1","2.89","1.00e+0","3.80e-1","1.72e-3"
"GOTERM_BP_DIRECT","transforming growth factor beta receptor signaling pathway","0.54%","18","1683","102","19478","6.28e-3","3.88e-1","2.04","1.00e+0","3.85e-1","2.69e-3"
"GOTERM_MF_DIRECT","molecular adaptor activity","0.86%","29","1709","193","19253","6.57e-3","2.17e-1","1.69","1.00e+0","2.13e-1","3.50e-3"
"GOTERM_MF_DIRECT","ubiquitin binding","0.54%","18","1709","100","19253","6.68e-3","2.17e-1","2.03","1.00e+0","2.13e-1","2.88e-3"
"GOTERM_BP_DIRECT","regulation of nucleotide-excision repair","0.24%","8","1683","27","19478","6.71e-3","4.09e-1","3.43","1.00e+0","4.07e-1","1.52e-3"
"GOTERM_CC_DIRECT","cytoplasmic ribonucleoprotein granule","0.48%","16","1728","90","20795","7.01e-3","1.04e-1","2.14","9.99e-1","9.78e-2","2.85e-3"
"GOTERM_BP_DIRECT","neuron projection morphogenesis","0.39%","13","1683","63","19478","7.01e-3","4.22e-1","2.39","1.00e+0","4.20e-1","2.49e-3"
"GOTERM_BP_DIRECT","negative regulation of mRNA splicing, via spliceosome","0.21%","7","1683","21","19478","7.17e-3","4.26e-1","3.86","1.00e+0","4.24e-1","1.39e-3"
"GOTERM_BP_DIRECT","protein dephosphorylation","0.45%","15","1683","79","19478","7.28e-3","4.28e-1","2.20","1.00e+0","4.25e-1","2.85e-3"
"GOTERM_CC_DIRECT","late endosome","0.71%","24","1728","161","20795","7.31e-3","1.07e-1","1.79","9.99e-1","1.00e-1","3.66e-3"
"GOTERM_CC_DIRECT","telomerase holoenzyme complex","0.21%","7","1728","22","20795","7.59e-3","1.10e-1","3.83","9.99e-1","1.03e-1","1.51e-3"
"GOTERM_BP_DIRECT","deadenylation-dependent decapping of nuclear-transcribed mRNA","0.15%","5","1683","10","19478","7.61e-3","4.36e-1","5.79","1.00e+0","4.34e-1","8.33e-4"
"GOTERM_BP_DIRECT","mitochondrion-endoplasmic reticulum membrane tethering","0.15%","5","1683","10","19478","7.61e-3","4.36e-1","5.79","1.00e+0","4.34e-1","8.33e-4"
"GOTERM_MF_DIRECT","transmembrane transporter binding","0.68%","23","1709","144","19253","8.26e-3","2.61e-1","1.80","1.00e+0","2.57e-1","4.09e-3"
"GOTERM_MF_DIRECT","guanylate kinase activity","0.15%","5","1709","10","19253","8.37e-3","2.61e-1","5.63","1.00e+0","2.57e-1","9.43e-4"
"GOTERM_CC_DIRECT","small-subunit processome","0.42%","14","1728","75","20795","8.38e-3","1.19e-1","2.25","1.00e+0","1.12e-1","3.21e-3"
"GOTERM_BP_DIRECT","positive regulation of protein binding","0.30%","10","1683","42","19478","8.54e-3","4.84e-1","2.76","1.00e+0","4.81e-1","2.55e-3"
"GOTERM_MF_DIRECT","histone H3T45 kinase activity","1.04%","35","1709","251","19253","8.62e-3","2.64e-1","1.57","1.00e+0","2.59e-1","5.01e-3"
"GOTERM_BP_DIRECT","mitotic spindle organization","0.36%","12","1683","57","19478","8.72e-3","4.88e-1","2.44","1.00e+0","4.85e-1","3.02e-3"
"GOTERM_BP_DIRECT","autophagosome assembly","0.42%","14","1683","73","19478","9.13e-3","5.05e-1","2.22","1.00e+0","5.02e-1","3.53e-3"
"GOTERM_BP_DIRECT","P-body assembly","0.18%","6","1683","16","19478","9.28e-3","5.08e-1","4.34","1.00e+0","5.05e-1","1.54e-3"
"GOTERM_MF_DIRECT","DNA clamp loader activity","0.74%","25","1709","163","19253","9.43e-3","2.83e-1","1.73","1.00e+0","2.78e-1","4.89e-3"
"GOTERM_CC_DIRECT","collagen type IV trimer","0.12%","4","1728","6","20795","9.44e-3","1.29e-1","8.02","1.00e+0","1.20e-1","6.22e-4"
"GOTERM_CC_DIRECT","pICln-Sm protein complex","0.12%","4","1728","6","20795","9.44e-3","1.29e-1","8.02","1.00e+0","1.20e-1","6.22e-4"
"GOTERM_CC_DIRECT","X chromosome","0.12%","4","1728","6","20795","9.44e-3","1.29e-1","8.02","1.00e+0","1.20e-1","6.22e-4"
"GOTERM_MF_DIRECT","unfolded protein binding","0.63%","21","1709","129","19253","9.76e-3","2.88e-1","1.83","1.00e+0","2.83e-1","4.72e-3"
"GOTERM_BP_DIRECT","G1/S transition of mitotic cell cycle","0.45%","15","1683","82","19478","1.01e-2","5.45e-1","2.12","1.00e+0","5.42e-1","4.14e-3"
"GOTERM_MF_DIRECT","protein phosphatase binding","0.48%","16","1709","88","19253","1.02e-2","2.90e-1","2.05","1.00e+0","2.85e-1","4.32e-3"
"GOTERM_BP_DIRECT","lamellipodium assembly","0.27%","9","1683","36","19478","1.03e-2","5.45e-1","2.89","1.00e+0","5.42e-1","2.89e-3"
"GOTERM_BP_DIRECT","regulation of translational initiation","0.27%","9","1683","36","19478","1.03e-2","5.45e-1","2.89","1.00e+0","5.42e-1","2.89e-3"
"GOTERM_CC_DIRECT","perinuclear endoplasmic reticulum","0.18%","6","1728","17","20795","1.04e-2","1.40e-1","4.25","1.00e+0","1.31e-1","1.81e-3"
"GOTERM_BP_DIRECT","cell-cell adhesion","0.83%","28","1683","196","19478","1.04e-2","5.46e-1","1.65","1.00e+0","5.43e-1","5.71e-3"
"GOTERM_MF_DIRECT","kinase activity","0.95%","32","1709","227","19253","1.05e-2","2.90e-1","1.59","1.00e+0","2.85e-1","6.01e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol binding","0.57%","19","1709","113","19253","1.05e-2","2.90e-1","1.89","1.00e+0","2.85e-1","4.89e-3"
"GOTERM_BP_DIRECT","monoubiquitinated protein deubiquitination","0.15%","5","1683","11","19478","1.11e-2","5.77e-1","5.26","1.00e+0","5.74e-1","1.42e-3"
"GOTERM_MF_DIRECT","histone H2A deubiquitinase activity","0.12%","4","1709","6","19253","1.14e-2","2.90e-1","7.51","1.00e+0","2.85e-1","8.02e-4"
"GOTERM_CC_DIRECT","kinetochore","0.68%","23","1728","158","20795","1.14e-2","1.52e-1","1.75","1.00e+0","1.42e-1","5.87e-3"
"GOTERM_MF_DIRECT","actin binding","1.34%","45","1709","349","19253","1.15e-2","2.90e-1","1.45","1.00e+0","2.85e-1","7.08e-3"
"GOTERM_BP_DIRECT","SMAD protein signal transduction","0.21%","7","1683","23","19478","1.15e-2","5.89e-1","3.52","1.00e+0","5.86e-1","2.52e-3"
"GOTERM_BP_DIRECT","ribosome biogenesis","0.30%","10","1683","44","19478","1.16e-2","5.89e-1","2.63","1.00e+0","5.86e-1","3.66e-3"
"GOTERM_MF_DIRECT","nuclear receptor binding","0.30%","10","1709","43","19253","1.18e-2","2.90e-1","2.62","1.00e+0","2.85e-1","3.73e-3"
"GOTERM_CC_DIRECT","intracellular membraneless organelle","0.21%","7","1728","24","20795","1.19e-2","1.55e-1","3.51","1.00e+0","1.45e-1","2.64e-3"
"GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex","0.30%","10","1728","46","20795","1.22e-2","1.57e-1","2.62","1.00e+0","1.47e-1","3.90e-3"
"GOTERM_BP_DIRECT","mitochondrial fission","0.18%","6","1683","17","19478","1.22e-2","5.96e-1","4.08","1.00e+0","5.93e-1","2.21e-3"
"GOTERM_BP_DIRECT","stress granule assembly","0.24%","8","1683","30","19478","1.23e-2","5.96e-1","3.09","1.00e+0","5.93e-1","3.18e-3"
"GOTERM_BP_DIRECT","positive regulation of viral genome replication","0.24%","8","1683","30","19478","1.23e-2","5.96e-1","3.09","1.00e+0","5.93e-1","3.18e-3"
"GOTERM_BP_DIRECT","anterograde axonal transport","0.24%","8","1683","30","19478","1.23e-2","5.96e-1","3.09","1.00e+0","5.93e-1","3.18e-3"
"GOTERM_MF_DIRECT","protein homodimerization activity","2.56%","86","1709","753","19253","1.24e-2","2.90e-1","1.29","1.00e+0","2.85e-1","8.91e-3"
"GOTERM_BP_DIRECT","chromosome segregation","0.51%","17","1683","101","19478","1.27e-2","6.06e-1","1.95","1.00e+0","6.03e-1","5.71e-3"
"GOTERM_BP_DIRECT","intracellular signal transduction","1.67%","56","1683","470","19478","1.27e-2","6.06e-1","1.38","1.00e+0","6.03e-1","8.71e-3"
"GOTERM_BP_DIRECT","protein localization to plasma membrane","0.68%","23","1683","154","19478","1.31e-2","6.19e-1","1.73","1.00e+0","6.15e-1","6.80e-3"
"GOTERM_CC_DIRECT","transcription factor TFTC complex","0.18%","6","1728","18","20795","1.35e-2","1.71e-1","4.01","1.00e+0","1.60e-1","2.53e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum-plasma membrane contact site","0.15%","5","1728","12","20795","1.36e-2","1.71e-1","5.01","1.00e+0","1.60e-1","1.90e-3"
"GOTERM_MF_DIRECT","histone H2AT120 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H3S10 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H2BS36 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H2BS14 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","Rho-dependent protein serine/threonine kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H3S57 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H3T3 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","3-phosphoinositide-dependent protein kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H2AXS139 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H2AS121 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","eukaryotic translation initiation factor 2alpha kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H4S1 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","ribosomal protein S6 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H3S28 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_MF_DIRECT","histone H2AS1 kinase activity","1.01%","34","1709","250","19253","1.37e-2","2.90e-1","1.53","1.00e+0","2.85e-1","8.19e-3"
"GOTERM_CC_DIRECT","Golgi cisterna membrane","0.48%","16","1728","97","20795","1.38e-2","1.71e-1","1.99","1.00e+0","1.60e-1","6.09e-3"
"GOTERM_BP_DIRECT","regulation of cell shape","0.63%","21","1683","137","19478","1.40e-2","6.53e-1","1.77","1.00e+0","6.49e-1","7.02e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum-Golgi intermediate compartment","0.42%","14","1728","80","20795","1.42e-2","1.74e-1","2.11","1.00e+0","1.63e-1","5.86e-3"
"GOTERM_BP_DIRECT","regulation of stem cell differentiation","0.21%","7","1683","24","19478","1.42e-2","6.59e-1","3.38","1.00e+0","6.55e-1","3.30e-3"
"GOTERM_BP_DIRECT","negative regulation of DNA-binding transcription factor activity","0.36%","12","1683","61","19478","1.44e-2","6.60e-1","2.28","1.00e+0","6.57e-1","5.39e-3"
"GOTERM_MF_DIRECT","DNA-dependent protein kinase activity","1.01%","34","1709","251","19253","1.45e-2","3.02e-1","1.53","1.00e+0","2.97e-1","8.69e-3"
"GOTERM_BP_DIRECT","regulation of small GTPase mediated signal transduction","0.57%","19","1683","120","19478","1.47e-2","6.61e-1","1.83","1.00e+0","6.57e-1","7.10e-3"
"GOTERM_BP_DIRECT","positive regulation of canonical Wnt signaling pathway","0.57%","19","1683","120","19478","1.47e-2","6.61e-1","1.83","1.00e+0","6.57e-1","7.10e-3"
"GOTERM_CC_DIRECT","nuclear body","1.34%","45","1728","379","20795","1.50e-2","1.81e-1","1.43","1.00e+0","1.70e-1","9.67e-3"
"GOTERM_MF_DIRECT","histone H3T11 kinase activity","1.01%","34","1709","252","19253","1.53e-2","3.11e-1","1.52","1.00e+0","3.05e-1","9.22e-3"
"GOTERM_MF_DIRECT","histone H3T6 kinase activity","1.01%","34","1709","252","19253","1.53e-2","3.11e-1","1.52","1.00e+0","3.05e-1","9.22e-3"
"GOTERM_BP_DIRECT","negative regulation of protein catabolic process","0.30%","10","1683","46","19478","1.55e-2","6.72e-1","2.52","1.00e+0","6.68e-1","5.14e-3"
"GOTERM_CC_DIRECT","SMAD protein complex","0.12%","4","1728","7","20795","1.55e-2","1.85e-1","6.88","1.00e+0","1.73e-1","1.35e-3"
"GOTERM_BP_DIRECT","postreplication repair","0.15%","5","1683","12","19478","1.56e-2","6.72e-1","4.82","1.00e+0","6.68e-1","2.26e-3"
"GOTERM_BP_DIRECT","regulation of mRNA splicing, via spliceosome","0.18%","6","1683","18","19478","1.58e-2","6.72e-1","3.86","1.00e+0","6.68e-1","3.08e-3"
"GOTERM_BP_DIRECT","viral release from host cell","0.18%","6","1683","18","19478","1.58e-2","6.72e-1","3.86","1.00e+0","6.68e-1","3.08e-3"
"GOTERM_BP_DIRECT","regulation of double-strand break repair via homologous recombination","0.18%","6","1683","18","19478","1.58e-2","6.72e-1","3.86","1.00e+0","6.68e-1","3.08e-3"
"GOTERM_MF_DIRECT","GTPase activator activity","1.13%","38","1709","290","19253","1.58e-2","3.17e-1","1.48","1.00e+0","3.11e-1","9.84e-3"
"GOTERM_BP_DIRECT","DNA-templated transcription","0.48%","16","1683","95","19478","1.59e-2","6.72e-1","1.95","1.00e+0","6.68e-1","7.16e-3"
"GOTERM_BP_DIRECT","epithelial to mesenchymal transition","0.33%","11","1683","54","19478","1.60e-2","6.72e-1","2.36","1.00e+0","6.68e-1","5.76e-3"
"GOTERM_BP_DIRECT","response to calcium ion","0.33%","11","1683","54","19478","1.60e-2","6.72e-1","2.36","1.00e+0","6.68e-1","5.76e-3"
"GOTERM_BP_DIRECT","positive regulation of trophoblast cell migration","0.12%","4","1683","7","19478","1.73e-2","7.10e-1","6.61","1.00e+0","7.06e-1","1.57e-3"
"GOTERM_BP_DIRECT","clathrin-coated vesicle cargo loading, AP-3-mediated","0.12%","4","1683","7","19478","1.73e-2","7.10e-1","6.61","1.00e+0","7.06e-1","1.57e-3"
"GOTERM_BP_DIRECT","protein localization to cell surface","0.24%","8","1683","32","19478","1.74e-2","7.11e-1","2.89","1.00e+0","7.07e-1","4.89e-3"
"GOTERM_MF_DIRECT","ubiquitin-specific protease binding","0.18%","6","1709","18","19253","1.76e-2","3.43e-1","3.76","1.00e+0","3.37e-1","3.53e-3"
"GOTERM_MF_DIRECT","chromatin-protein adaptor activity","0.18%","6","1709","18","19253","1.76e-2","3.43e-1","3.76","1.00e+0","3.37e-1","3.53e-3"
"GOTERM_BP_DIRECT","mitotic spindle assembly","0.30%","10","1683","47","19478","1.77e-2","7.16e-1","2.46","1.00e+0","7.12e-1","6.04e-3"
"GOTERM_CC_DIRECT","cell cortex","0.71%","24","1728","174","20795","1.77e-2","2.07e-1","1.66","1.00e+0","1.93e-1","9.63e-3"
"GOTERM_CC_DIRECT","cell leading edge","0.33%","11","1728","57","20795","1.79e-2","2.07e-1","2.32","1.00e+0","1.93e-1","6.59e-3"
"GOTERM_CC_DIRECT","endosome membrane","1.07%","36","1728","292","20795","1.80e-2","2.07e-1","1.48","1.00e+0","1.93e-1","1.11e-2"
"GOTERM_MF_DIRECT","protein kinase binding","1.76%","59","1709","495","19253","1.80e-2","3.47e-1","1.34","1.00e+0","3.41e-1","1.21e-2"
"GOTERM_CC_DIRECT","mitochondrial inner membrane","1.70%","57","1728","509","20795","1.84e-2","2.07e-1","1.35","1.00e+0","1.94e-1","1.29e-2"
"GOTERM_CC_DIRECT","beta-catenin-TCF complex","0.15%","5","1728","13","20795","1.84e-2","2.07e-1","4.63","1.00e+0","1.94e-1","2.87e-3"
"GOTERM_MF_DIRECT","promoter-enhancer loop anchoring activity","0.12%","4","1709","7","19253","1.86e-2","3.50e-1","6.44","1.00e+0","3.43e-1","1.74e-3"
"GOTERM_MF_DIRECT","beta-galactoside (CMP) alpha-2,3-sialyltransferase activity","0.12%","4","1709","7","19253","1.86e-2","3.50e-1","6.44","1.00e+0","3.43e-1","1.74e-3"
"GOTERM_BP_DIRECT","Golgi organization","0.57%","19","1683","123","19478","1.86e-2","7.45e-1","1.79","1.00e+0","7.41e-1","9.23e-3"
"GOTERM_MF_DIRECT","ATPase binding","0.45%","15","1709","86","19253","1.87e-2","3.50e-1","1.96","1.00e+0","3.43e-1","8.31e-3"
"GOTERM_BP_DIRECT","O-glycan processing","0.27%","9","1683","40","19478","1.93e-2","7.67e-1","2.60","1.00e+0","7.63e-1","6.14e-3"
"GOTERM_MF_DIRECT","p53 binding","0.39%","13","1709","70","19253","1.94e-2","3.58e-1","2.09","1.00e+0","3.52e-1","8.00e-3"
"GOTERM_CC_DIRECT","Flemming body","0.24%","8","1728","34","20795","1.98e-2","2.19e-1","2.83","1.00e+0","2.05e-1","5.73e-3"
"GOTERM_BP_DIRECT","mitochondrion organization","0.54%","18","1683","115","19478","1.99e-2","7.79e-1","1.81","1.00e+0","7.74e-1","9.71e-3"
"GOTERM_BP_DIRECT","protein branched polyubiquitination","0.18%","6","1683","19","19478","1.99e-2","7.79e-1","3.65","1.00e+0","7.74e-1","4.18e-3"
"GOTERM_BP_DIRECT","embryonic organ development","0.24%","8","1683","33","19478","2.05e-2","7.86e-1","2.81","1.00e+0","7.82e-1","5.98e-3"
"GOTERM_BP_DIRECT","endoplasmic reticulum tubular network organization","0.15%","5","1683","13","19478","2.10e-2","7.86e-1","4.45","1.00e+0","7.82e-1","3.41e-3"
"GOTERM_BP_DIRECT","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","0.15%","5","1683","13","19478","2.10e-2","7.86e-1","4.45","1.00e+0","7.82e-1","3.41e-3"
"GOTERM_CC_DIRECT","microtubule organizing center","0.45%","15","1728","93","20795","2.10e-2","2.31e-1","1.94","1.00e+0","2.16e-1","9.52e-3"
"GOTERM_BP_DIRECT","regulation of protein localization to centrosome","0.09%","3","1683","3","19478","2.11e-2","7.86e-1","11.57","1.00e+0","7.82e-1","6.44e-4"
"GOTERM_BP_DIRECT","spinal cord ventral commissure morphogenesis","0.09%","3","1683","3","19478","2.11e-2","7.86e-1","11.57","1.00e+0","7.82e-1","6.44e-4"
"GOTERM_BP_DIRECT","osteoblast fate commitment","0.09%","3","1683","3","19478","2.11e-2","7.86e-1","11.57","1.00e+0","7.82e-1","6.44e-4"
"GOTERM_MF_DIRECT","metal ion binding","8.58%","288","1709","2904","19253","2.14e-2","3.90e-1","1.12","1.00e+0","3.83e-1","1.86e-2"
"GOTERM_BP_DIRECT","phosphatidylinositol phosphate biosynthetic process","0.27%","9","1683","41","19478","2.22e-2","8.22e-1","2.54","1.00e+0","8.17e-1","7.28e-3"
"GOTERM_MF_DIRECT","protein-disulfide reductase [NAD(P)H] activity","0.09%","3","1709","3","19253","2.22e-2","4.00e-1","11.27","1.00e+0","3.93e-1","6.98e-4"
"GOTERM_MF_DIRECT","protein-macromolecule adaptor activity","0.77%","26","1709","185","19253","2.25e-2","4.01e-1","1.58","1.00e+0","3.94e-1","1.28e-2"
"GOTERM_BP_DIRECT","mitotic cytokinesis","0.36%","12","1683","65","19478","2.25e-2","8.28e-1","2.14","1.00e+0","8.23e-1","9.06e-3"
"GOTERM_BP_DIRECT","cell morphogenesis","0.51%","17","1683","108","19478","2.29e-2","8.36e-1","1.82","1.00e+0","8.32e-1","1.11e-2"
"GOTERM_BP_DIRECT","angiogenesis","1.01%","34","1683","267","19478","2.32e-2","8.41e-1","1.47","1.00e+0","8.36e-1","1.44e-2"
"GOTERM_CC_DIRECT","heteromeric SMAD protein complex","0.12%","4","1728","8","20795","2.33e-2","2.53e-1","6.02","1.00e+0","2.36e-1","2.53e-3"
"GOTERM_CC_DIRECT","lysosomal membrane","1.37%","46","1728","401","20795","2.37e-2","2.54e-1","1.38","1.00e+0","2.38e-1","1.59e-2"
"GOTERM_BP_DIRECT","membrane fusion","0.24%","8","1683","34","19478","2.40e-2","8.61e-1","2.72","1.00e+0","8.56e-1","7.23e-3"
"GOTERM_CC_DIRECT","Cul4A-RING E3 ubiquitin ligase complex","0.15%","5","1728","14","20795","2.41e-2","2.56e-1","4.30","1.00e+0","2.39e-1","4.17e-3"
"GOTERM_BP_DIRECT","protein targeting to lysosome","0.21%","7","1683","27","19478","2.51e-2","8.94e-1","3.00","1.00e+0","8.89e-1","6.73e-3"
"GOTERM_MF_DIRECT","protein tyrosine phosphatase activity","0.42%","14","1709","81","19253","2.55e-2","4.51e-1","1.95","1.00e+0","4.43e-1","1.14e-2"
"GOTERM_BP_DIRECT","viral budding","0.12%","4","1683","8","19478","2.59e-2","9.02e-1","5.79","1.00e+0","8.97e-1","2.93e-3"
"GOTERM_BP_DIRECT","nuclear pore organization","0.12%","4","1683","8","19478","2.59e-2","9.02e-1","5.79","1.00e+0","8.97e-1","2.93e-3"
"GOTERM_BP_DIRECT","GDP metabolic process","0.12%","4","1683","8","19478","2.59e-2","9.02e-1","5.79","1.00e+0","8.97e-1","2.93e-3"
"GOTERM_BP_DIRECT","positive regulation of cold-induced thermogenesis","0.48%","16","1683","101","19478","2.65e-2","9.18e-1","1.83","1.00e+0","9.13e-1","1.27e-2"
"GOTERM_MF_DIRECT","non-membrane spanning protein tyrosine phosphatase activity","0.45%","15","1709","90","19253","2.69e-2","4.64e-1","1.88","1.00e+0","4.56e-1","1.25e-2"
"GOTERM_MF_DIRECT","protein tyrosine phosphatase activity, metal-dependent","0.45%","15","1709","90","19253","2.69e-2","4.64e-1","1.88","1.00e+0","4.56e-1","1.25e-2"
"GOTERM_CC_DIRECT","cytoplasmic vesicle","1.07%","36","1728","301","20795","2.70e-2","2.83e-1","1.44","1.00e+0","2.65e-1","1.72e-2"
"GOTERM_MF_DIRECT","signaling receptor complex adaptor activity","0.24%","8","1709","34","19253","2.73e-2","4.67e-1","2.65","1.00e+0","4.59e-1","8.48e-3"
"GOTERM_BP_DIRECT","regulation of cell fate specification","0.15%","5","1683","14","19478","2.74e-2","9.37e-1","4.13","1.00e+0","9.32e-1","4.93e-3"
"GOTERM_BP_DIRECT","nerve growth factor signaling pathway","0.15%","5","1683","14","19478","2.74e-2","9.37e-1","4.13","1.00e+0","9.32e-1","4.93e-3"
"GOTERM_CC_DIRECT","membrane raft","0.80%","27","1728","211","20795","2.76e-2","2.86e-1","1.54","1.00e+0","2.68e-1","1.63e-2"
"GOTERM_BP_DIRECT","mitotic sister chromatid segregation","0.24%","8","1683","35","19478","2.78e-2","9.42e-1","2.65","1.00e+0","9.37e-1","8.68e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum membrane","3.51%","118","1728","1186","20795","2.79e-2","2.86e-1","1.20","1.00e+0","2.68e-1","2.13e-2"
"GOTERM_BP_DIRECT","positive regulation of cell population proliferation","1.73%","58","1683","512","19478","2.82e-2","9.50e-1","1.31","1.00e+0","9.45e-1","1.97e-2"
"GOTERM_BP_DIRECT","Wnt signaling pathway","0.80%","27","1683","204","19478","2.90e-2","9.66e-1","1.53","1.00e+0","9.60e-1","1.72e-2"
"GOTERM_BP_DIRECT","positive regulation of protein ubiquitination","0.39%","13","1683","76","19478","2.91e-2","9.66e-1","1.98","1.00e+0","9.60e-1","1.28e-2"
"GOTERM_MF_DIRECT","protein tyrosine kinase activity","0.54%","18","1709","117","19253","2.91e-2","4.89e-1","1.73","1.00e+0","4.81e-1","1.49e-2"
"GOTERM_MF_DIRECT","histone H2AXY142 phosphatase activity","0.45%","15","1709","91","19253","2.93e-2","4.89e-1","1.86","1.00e+0","4.81e-1","1.38e-2"
