"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","small GTPase-mediated signal transduction","0.85%","19","2079","108","29712","4.87e-4","4.24e-2","2.51","9.15e-1","4.17e-2","1.68e-4"
"GOTERM_MF_DIRECT","ubiquitin-protein transferase activity","1.47%","33","2060","241","28924","4.95e-4","1.33e-2","1.92","5.31e-1","1.26e-2","2.34e-4"
"GOTERM_BP_DIRECT","positive regulation of protein localization to plasma membrane","0.58%","13","2079","58","29712","5.77e-4","4.94e-2","3.20","9.46e-1","4.87e-2","1.49e-4"
"GOTERM_CC_DIRECT","early endosome","1.87%","42","2079","344","29722","5.98e-4","9.35e-3","1.75","4.19e-1","8.54e-3","3.20e-4"
"GOTERM_BP_DIRECT","positive regulation of apoptotic process","2.10%","47","2079","399","29712","6.02e-4","5.07e-2","1.68","9.52e-1","4.99e-2","3.35e-4"
"GOTERM_CC_DIRECT","nuclear body","2.05%","46","2079","391","29722","7.16e-4","1.09e-2","1.68","4.78e-1","9.93e-3","3.92e-4"
"GOTERM_CC_DIRECT","clathrin-coated vesicle","0.67%","15","2079","76","29722","7.20e-4","1.09e-2","2.82","4.80e-1","9.93e-3","2.17e-4"
"GOTERM_BP_DIRECT","negative regulation of DNA-templated transcription","3.26%","73","2079","702","29712","7.31e-4","5.98e-2","1.49","9.75e-1","5.88e-2","4.71e-4"
"GOTERM_BP_DIRECT","cerebellar Purkinje cell layer development","0.31%","7","2079","17","29712","7.34e-4","5.98e-2","5.88","9.75e-1","5.88e-2","8.45e-5"
"GOTERM_BP_DIRECT","protein-containing complex assembly","0.94%","21","2079","131","29712","7.82e-4","6.27e-2","2.29","9.81e-1","6.17e-2","3.01e-4"
"GOTERM_MF_DIRECT","ATPase-coupled intramembrane lipid transporter activity","0.31%","7","2060","17","28924","8.06e-4","2.12e-2","5.78","7.08e-1","2.01e-2","9.46e-5"
"GOTERM_CC_DIRECT","dendrite cytoplasm","0.45%","10","2079","37","29722","8.12e-4","1.21e-2","3.86","5.21e-1","1.10e-2","1.66e-4"
"GOTERM_BP_DIRECT","positive regulation of peptidyl-serine phosphorylation","0.67%","15","2079","77","29712","8.27e-4","6.52e-2","2.78","9.85e-1","6.42e-2","2.53e-4"
"GOTERM_BP_DIRECT","regulation of postsynaptic membrane neurotransmitter receptor levels","0.49%","11","2079","45","29712","9.09e-4","7.07e-2","3.49","9.90e-1","6.96e-2","2.11e-4"
"GOTERM_MF_DIRECT","cholesterol binding","0.54%","12","2060","52","28924","9.21e-4","2.38e-2","3.24","7.55e-1","2.26e-2","2.34e-4"
"GOTERM_BP_DIRECT","thymus development","0.58%","13","2079","61","29712","9.29e-4","7.11e-2","3.05","9.91e-1","7.00e-2","2.55e-4"
"GOTERM_BP_DIRECT","lamellipodium assembly","0.45%","10","2079","38","29712","1.00e-3","7.55e-2","3.76","9.94e-1","7.43e-2","2.12e-4"
"GOTERM_BP_DIRECT","cellular response to interleukin-7","0.31%","7","2079","18","29712","1.04e-3","7.58e-2","5.56","9.95e-1","7.46e-2","1.30e-4"
"GOTERM_BP_DIRECT","random inactivation of X chromosome","0.31%","7","2079","18","29712","1.04e-3","7.58e-2","5.56","9.95e-1","7.46e-2","1.30e-4"
"GOTERM_BP_DIRECT","positive regulation of blood vessel endothelial cell migration","0.49%","11","2079","46","29712","1.09e-3","7.87e-2","3.42","9.96e-1","7.74e-2","2.60e-4"
"GOTERM_MF_DIRECT","metal ion binding","10.57%","237","2060","2748","28924","1.13e-3","2.88e-2","1.21","8.22e-1","2.73e-2","9.62e-4"
"GOTERM_BP_DIRECT","positive regulation of neuron projection development","1.16%","26","2079","185","29712","1.18e-3","8.41e-2","2.01","9.97e-1","8.28e-2","5.30e-4"
"GOTERM_BP_DIRECT","positive regulation of excitatory postsynaptic potential","0.45%","10","2079","39","29712","1.22e-3","8.55e-2","3.66","9.98e-1","8.42e-2","2.67e-4"
"GOTERM_MF_DIRECT","transcription cis-regulatory region binding","1.56%","35","2060","275","28924","1.23e-3","3.07e-2","1.79","8.47e-1","2.91e-2","6.23e-4"
"GOTERM_BP_DIRECT","neuron projection morphogenesis","0.71%","16","2079","89","29712","1.24e-3","8.55e-2","2.57","9.98e-1","8.42e-2","4.16e-4"
"GOTERM_MF_DIRECT","extracellular matrix structural constituent conferring tensile strength","0.49%","11","2060","46","28924","1.25e-3","3.07e-2","3.36","8.51e-1","2.91e-2","3.03e-4"
"GOTERM_CC_DIRECT","late endosome","1.12%","25","2079","176","29722","1.29e-3","1.87e-2","2.03","6.89e-1","1.70e-2","5.70e-4"
"GOTERM_CC_DIRECT","trans-Golgi network membrane","0.54%","12","2079","55","29722","1.30e-3","1.87e-2","3.12","6.92e-1","1.70e-2","3.46e-4"
"GOTERM_BP_DIRECT","positive regulation of long-term synaptic potentiation","0.40%","9","2079","32","29712","1.30e-3","8.83e-2","4.02","9.99e-1","8.69e-2","2.53e-4"
"GOTERM_MF_DIRECT","protein tyrosine kinase activity","0.76%","17","2060","97","28924","1.32e-3","3.20e-2","2.46","8.67e-1","3.03e-2","4.66e-4"
"GOTERM_BP_DIRECT","NMDA selective glutamate receptor signaling pathway","0.22%","5","2079","8","29712","1.33e-3","8.83e-2","8.93","9.99e-1","8.69e-2","7.81e-5"
"GOTERM_BP_DIRECT","vocal learning","0.22%","5","2079","8","29712","1.33e-3","8.83e-2","8.93","9.99e-1","8.69e-2","7.81e-5"
"GOTERM_CC_DIRECT","phospholipid-translocating ATPase complex","0.27%","6","2079","13","29722","1.33e-3","1.88e-2","6.60","7.01e-1","1.72e-2","1.30e-4"
"GOTERM_CC_DIRECT","endosome","1.78%","40","2079","337","29722","1.40e-3","1.95e-2","1.70","7.18e-1","1.78e-2","7.75e-4"
"GOTERM_MF_DIRECT","JUN kinase kinase activity","0.22%","5","2060","8","28924","1.42e-3","3.34e-2","8.78","8.86e-1","3.16e-2","8.51e-5"
"GOTERM_BP_DIRECT","negative regulation of smooth muscle cell migration","0.31%","7","2079","19","29712","1.42e-3","9.35e-2","5.27","9.99e-1","9.20e-2","1.93e-4"
"GOTERM_MF_DIRECT","MAP-kinase scaffold activity","0.27%","6","2060","13","28924","1.44e-3","3.34e-2","6.48","8.90e-1","3.16e-2","1.44e-4"
"GOTERM_MF_DIRECT","MAP kinase kinase activity","0.27%","6","2060","13","28924","1.44e-3","3.34e-2","6.48","8.90e-1","3.16e-2","1.44e-4"
"GOTERM_CC_DIRECT","mitochondrial membrane","1.29%","29","2079","219","29722","1.47e-3","2.00e-2","1.89","7.36e-1","1.82e-2","7.04e-4"
"GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex","0.45%","10","2079","40","29722","1.48e-3","2.00e-2","3.57","7.38e-1","1.82e-2","3.33e-4"
"GOTERM_MF_DIRECT","molecular condensate scaffold activity","0.49%","11","2060","47","28924","1.48e-3","3.38e-2","3.29","8.96e-1","3.21e-2","3.70e-4"
"GOTERM_CC_DIRECT","presynaptic active zone membrane","0.62%","14","2079","73","29722","1.52e-3","2.00e-2","2.74","7.48e-1","1.83e-2","4.74e-4"
"GOTERM_CC_DIRECT","melanosome","0.76%","17","2079","100","29722","1.52e-3","2.00e-2","2.43","7.49e-1","1.83e-2","5.46e-4"
"GOTERM_BP_DIRECT","cell-cell adhesion","1.20%","27","2079","199","29712","1.56e-3","1.00e-1","1.94","1.00e+0","9.86e-2","7.30e-4"
"GOTERM_BP_DIRECT","protein transport","2.41%","54","2079","498","29712","1.57e-3","1.00e-1","1.55","1.00e+0","9.86e-2","9.52e-4"
"GOTERM_CC_DIRECT","cell junction","1.29%","29","2079","220","29722","1.57e-3","2.04e-2","1.88","7.60e-1","1.86e-2","7.57e-4"
"GOTERM_BP_DIRECT","regulation of neuronal synaptic plasticity","0.40%","9","2079","33","29712","1.61e-3","1.02e-1","3.90","1.00e+0","1.00e-1","3.27e-4"
"GOTERM_CC_DIRECT","ruffle","0.80%","18","2079","110","29722","1.63e-3","2.08e-2","2.34","7.72e-1","1.90e-2","6.11e-4"
"GOTERM_BP_DIRECT","response to endoplasmic reticulum stress","0.80%","18","2079","110","29712","1.63e-3","1.02e-1","2.34","1.00e+0","1.00e-1","6.14e-4"
"GOTERM_CC_DIRECT","recycling endosome","0.98%","22","2079","149","29722","1.66e-3","2.09e-2","2.11","7.78e-1","1.91e-2","7.01e-4"
"GOTERM_MF_DIRECT","mRNA binding","1.56%","35","2060","280","28924","1.67e-3","3.71e-2","1.76","9.22e-1","3.51e-2","8.64e-4"
"GOTERM_MF_DIRECT","clathrin binding","0.45%","10","2060","40","28924","1.67e-3","3.71e-2","3.51","9.23e-1","3.51e-2","3.85e-4"
"GOTERM_BP_DIRECT","negative regulation of cell population proliferation","2.01%","45","2079","397","29712","1.72e-3","1.06e-1","1.62","1.00e+0","1.04e-1","9.97e-4"
"GOTERM_CC_DIRECT","postsynaptic density membrane","0.98%","22","2079","150","29722","1.80e-3","2.24e-2","2.10","8.05e-1","2.04e-2","7.68e-4"
"GOTERM_BP_DIRECT","regulation of protein localization","0.80%","18","2079","111","29712","1.81e-3","1.10e-1","2.32","1.00e+0","1.08e-1","6.85e-4"
"GOTERM_MF_DIRECT","lysine-acetylated histone binding","0.36%","8","2060","26","28924","1.81e-3","3.89e-2","4.32","9.37e-1","3.69e-2","3.19e-4"
"GOTERM_MF_DIRECT","mitogen-activated protein kinase kinase kinase binding","0.36%","8","2060","26","28924","1.81e-3","3.89e-2","4.32","9.37e-1","3.69e-2","3.19e-4"
"GOTERM_CC_DIRECT","cortical cytoskeleton","0.40%","9","2079","34","29722","1.98e-3","2.43e-2","3.78","8.34e-1","2.21e-2","4.16e-4"
"GOTERM_BP_DIRECT","endothelial cell proliferation","0.40%","9","2079","34","29712","1.98e-3","1.19e-1","3.78","1.00e+0","1.17e-1","4.17e-4"
"GOTERM_BP_DIRECT","positive regulation of microtubule polymerization","0.36%","8","2079","27","29712","2.07e-3","1.22e-1","4.23","1.00e+0","1.20e-1","3.77e-4"
"GOTERM_BP_DIRECT","negative regulation of cellular senescence","0.36%","8","2079","27","29712","2.07e-3","1.22e-1","4.23","1.00e+0","1.20e-1","3.77e-4"
"GOTERM_MF_DIRECT","clathrin adaptor activity","0.31%","7","2060","20","28924","2.10e-3","4.45e-2","4.91","9.59e-1","4.22e-2","3.12e-4"
"GOTERM_BP_DIRECT","lung development","0.94%","21","2079","142","29712","2.13e-3","1.24e-1","2.11","1.00e+0","1.22e-1","9.01e-4"
"GOTERM_BP_DIRECT","MAPK cascade","0.85%","19","2079","123","29712","2.27e-3","1.30e-1","2.21","1.00e+0","1.28e-1","9.09e-4"
"GOTERM_CC_DIRECT","ruffle membrane","0.76%","17","2079","104","29722","2.31e-3","2.79e-2","2.34","8.77e-1","2.55e-2","8.66e-4"
"GOTERM_BP_DIRECT","neural tube closure","0.76%","17","2079","104","29712","2.31e-3","1.31e-1","2.34","1.00e+0","1.29e-1","8.69e-4"
"GOTERM_MF_DIRECT","magnesium ion binding","1.38%","31","2060","243","28924","2.32e-3","4.85e-2","1.79","9.71e-1","4.59e-2","1.18e-3"
"GOTERM_BP_DIRECT","collagen-activated tyrosine kinase receptor signaling pathway","0.54%","12","2079","59","29712","2.35e-3","1.32e-1","2.91","1.00e+0","1.30e-1","6.82e-4"
"GOTERM_BP_DIRECT","cardiac muscle cell proliferation","0.40%","9","2079","35","29712","2.42e-3","1.34e-1","3.67","1.00e+0","1.32e-1","5.26e-4"
"GOTERM_BP_DIRECT","phosphatidylinositol 3-kinase/protein kinase B signal transduction","0.67%","15","2079","86","29712","2.48e-3","1.36e-1","2.49","1.00e+0","1.34e-1","8.63e-4"
"GOTERM_BP_DIRECT","endothelial cell migration","0.45%","10","2079","43","29712","2.53e-3","1.37e-1","3.32","1.00e+0","1.35e-1","6.23e-4"
"GOTERM_MF_DIRECT","signaling adaptor activity","0.62%","14","2060","76","28924","2.59e-3","5.31e-2","2.59","9.81e-1","5.04e-2","8.62e-4"
"GOTERM_MF_DIRECT","histone binding","1.07%","24","2060","172","28924","2.61e-3","5.31e-2","1.96","9.81e-1","5.04e-2","1.20e-3"
"GOTERM_BP_DIRECT","cell differentiation","2.99%","67","2079","665","29712","2.65e-3","1.42e-1","1.44","1.00e+0","1.40e-1","1.76e-3"
"GOTERM_CC_DIRECT","perikaryon","1.29%","29","2079","228","29722","2.66e-3","3.17e-2","1.82","9.11e-1","2.90e-2","1.33e-3"
"GOTERM_BP_DIRECT","cell growth involved in cardiac muscle cell development","0.27%","6","2079","15","29712","2.76e-3","1.47e-1","5.72","1.00e+0","1.45e-1","3.36e-4"
"GOTERM_CC_DIRECT","phagocytic vesicle","0.67%","15","2079","87","29722","2.76e-3","3.25e-2","2.46","9.19e-1","2.97e-2","9.74e-4"
"GOTERM_CC_DIRECT","endoplasmic reticulum membrane","4.59%","103","2079","1110","29722","2.85e-3","3.31e-2","1.33","9.25e-1","3.03e-2","2.06e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol binding","0.80%","18","2060","114","28924","2.90e-3","5.83e-2","2.22","9.88e-1","5.53e-2","1.15e-3"
"GOTERM_BP_DIRECT","positive regulation of dendritic spine development","0.40%","9","2079","36","29712","2.92e-3","1.54e-1","3.57","1.00e+0","1.51e-1","6.59e-4"
"GOTERM_BP_DIRECT","response to wounding","0.85%","19","2079","126","29712","2.97e-3","1.54e-1","2.16","1.00e+0","1.52e-1","1.22e-3"
"GOTERM_BP_DIRECT","regulation of cAMP/PKA signal transduction","0.18%","4","2079","5","29712","3.07e-3","1.58e-1","11.43","1.00e+0","1.56e-1","1.13e-4"
"GOTERM_BP_DIRECT","post-embryonic development","0.80%","18","2079","117","29712","3.19e-3","1.63e-1","2.20","1.00e+0","1.60e-1","1.28e-3"
"GOTERM_CC_DIRECT","spindle midzone","0.36%","8","2079","29","29722","3.21e-3","3.69e-2","3.94","9.46e-1","3.37e-2","6.42e-4"
"GOTERM_BP_DIRECT","cell morphogenesis","0.94%","21","2079","147","29712","3.22e-3","1.63e-1","2.04","1.00e+0","1.60e-1","1.41e-3"
"GOTERM_MF_DIRECT","lipid binding","1.29%","29","2060","228","28924","3.42e-3","6.66e-2","1.79","9.95e-1","6.32e-2","1.75e-3"
"GOTERM_MF_DIRECT","RNA binding","3.57%","80","2060","816","28924","3.45e-3","6.66e-2","1.38","9.95e-1","6.32e-2","2.34e-3"
"GOTERM_MF_DIRECT","histone H2AXY142 kinase activity","0.80%","18","2060","116","28924","3.49e-3","6.66e-2","2.18","9.95e-1","6.32e-2","1.42e-3"
"GOTERM_MF_DIRECT","histone H3Y41 kinase activity","0.80%","18","2060","116","28924","3.49e-3","6.66e-2","2.18","9.95e-1","6.32e-2","1.42e-3"
"GOTERM_CC_DIRECT","calyx of Held","0.40%","9","2079","37","29722","3.49e-3","3.96e-2","3.48","9.58e-1","3.61e-2","8.15e-4"
"GOTERM_MF_DIRECT","fatty-acyl-CoA binding","0.31%","7","2060","22","28924","3.57e-3","6.74e-2","4.47","9.96e-1","6.38e-2","6.05e-4"
"GOTERM_CC_DIRECT","early endosome membrane","1.12%","25","2079","190","29722","3.59e-3","4.02e-2","1.88","9.62e-1","3.67e-2","1.73e-3"
"GOTERM_MF_DIRECT","tubulin binding","0.58%","13","2060","70","28924","3.66e-3","6.82e-2","2.61","9.96e-1","6.46e-2","1.20e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol transfer activity","0.22%","5","2060","10","28924","3.79e-3","6.98e-2","7.02","9.97e-1","6.62e-2","3.39e-4"
"GOTERM_BP_DIRECT","positive regulation of focal adhesion assembly","0.36%","8","2079","30","29712","3.95e-3","1.98e-1","3.81","1.00e+0","1.94e-1","8.24e-4"
"GOTERM_BP_DIRECT","circadian regulation of gene expression","0.58%","13","2079","72","29712","4.03e-3","1.99e-1","2.58","1.00e+0","1.96e-1","1.34e-3"
"GOTERM_BP_DIRECT","negative regulation of signal transduction","0.45%","10","2079","46","29712","4.09e-3","2.00e-1","3.11","1.00e+0","1.97e-1","1.09e-3"
"GOTERM_BP_DIRECT","glial cell proliferation","0.31%","7","2079","23","29712","4.16e-3","2.02e-1","4.35","1.00e+0","1.99e-1","7.34e-4"
"GOTERM_MF_DIRECT","kinesin binding","0.49%","11","2060","54","28924","4.36e-3","7.93e-2","2.86","9.99e-1","7.51e-2","1.28e-3"
"GOTERM_BP_DIRECT","negative regulation of Wnt signaling pathway","0.49%","11","2079","55","29712","4.41e-3","2.12e-1","2.86","1.00e+0","2.09e-1","1.30e-3"
"GOTERM_BP_DIRECT","proteasome-mediated ubiquitin-dependent protein catabolic process","1.69%","38","2079","337","29712","4.45e-3","2.12e-1","1.61","1.00e+0","2.09e-1","2.59e-3"
"GOTERM_BP_DIRECT","positive regulation of endothelial cell migration","0.54%","12","2079","64","29712","4.54e-3","2.14e-1","2.68","1.00e+0","2.11e-1","1.45e-3"
"GOTERM_MF_DIRECT","SH2 domain binding","0.45%","10","2060","46","28924","4.59e-3","8.25e-2","3.05","9.99e-1","7.82e-2","1.25e-3"
"GOTERM_BP_DIRECT","DNA damage response","1.69%","38","2079","338","29712","4.66e-3","2.18e-1","1.61","1.00e+0","2.15e-1","2.71e-3"
"GOTERM_CC_DIRECT","postsynaptic cytosol","0.45%","10","2079","47","29722","4.74e-3","5.24e-2","3.04","9.87e-1","4.78e-2","1.30e-3"
"GOTERM_MF_DIRECT","integrin binding","0.98%","22","2060","160","28924","4.86e-3","8.63e-2","1.93","9.99e-1","8.17e-2","2.26e-3"
"GOTERM_BP_DIRECT","regulation of postsynaptic membrane potential","0.40%","9","2079","39","29712","4.92e-3","2.27e-1","3.30","1.00e+0","2.23e-1","1.23e-3"
"GOTERM_BP_DIRECT","axonogenesis","0.80%","18","2079","122","29712","4.93e-3","2.27e-1","2.11","1.00e+0","2.23e-1","2.08e-3"
"GOTERM_BP_DIRECT","neuron development","0.58%","13","2079","74","29712","5.06e-3","2.30e-1","2.51","1.00e+0","2.27e-1","1.74e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum-Golgi intermediate compartment","0.67%","15","2079","93","29722","5.13e-3","5.56e-2","2.31","9.91e-1","5.08e-2","1.95e-3"
"GOTERM_CC_DIRECT","nuclear envelope","1.25%","28","2079","228","29722","5.15e-3","5.56e-2","1.76","9.91e-1","5.08e-2","2.68e-3"
"GOTERM_CC_DIRECT","microtubule plus-end","0.31%","7","2079","24","29722","5.22e-3","5.57e-2","4.17","9.91e-1","5.08e-2","9.72e-4"
"GOTERM_BP_DIRECT","negative regulation of hippo signaling","0.31%","7","2079","24","29712","5.23e-3","2.32e-1","4.17","1.00e+0","2.28e-1","9.74e-4"
"GOTERM_BP_DIRECT","regulation of growth","0.31%","7","2079","24","29712","5.23e-3","2.32e-1","4.17","1.00e+0","2.28e-1","9.74e-4"
"GOTERM_BP_DIRECT","regulation of dendritic spine morphogenesis","0.31%","7","2079","24","29712","5.23e-3","2.32e-1","4.17","1.00e+0","2.28e-1","9.74e-4"
"GOTERM_BP_DIRECT","regulation of translation","0.76%","17","2079","113","29712","5.36e-3","2.35e-1","2.15","1.00e+0","2.32e-1","2.21e-3"
"GOTERM_MF_DIRECT","small GTPase binding","1.56%","35","2060","301","28924","5.39e-3","9.46e-2","1.63","1.00e+0","8.97e-2","3.01e-3"
"GOTERM_MF_DIRECT","neuropilin binding","0.27%","6","2060","17","28924","5.46e-3","9.47e-2","4.96","1.00e+0","8.98e-2","8.08e-4"
"GOTERM_BP_DIRECT","positive regulation of protein serine/threonine kinase activity","0.36%","8","2079","32","29712","5.78e-3","2.49e-1","3.57","1.00e+0","2.45e-1","1.31e-3"
"GOTERM_BP_DIRECT","postsynaptic density organization","0.18%","4","2079","6","29712","5.82e-3","2.49e-1","9.53","1.00e+0","2.45e-1","3.20e-4"
"GOTERM_BP_DIRECT","angiogenesis involved in coronary vascular morphogenesis","0.18%","4","2079","6","29712","5.82e-3","2.49e-1","9.53","1.00e+0","2.45e-1","3.20e-4"
"GOTERM_MF_DIRECT","protein homodimerization activity","3.57%","80","2060","834","28924","6.01e-3","1.03e-1","1.35","1.00e+0","9.77e-2","4.20e-3"
"GOTERM_BP_DIRECT","associative learning","0.45%","10","2079","49","29712","6.31e-3","2.68e-1","2.92","1.00e+0","2.64e-1","1.82e-3"
"GOTERM_BP_DIRECT","monoatomic anion transmembrane transport","0.31%","7","2079","25","29712","6.48e-3","2.70e-1","4.00","1.00e+0","2.66e-1","1.27e-3"
"GOTERM_BP_DIRECT","basement membrane organization","0.31%","7","2079","25","29712","6.48e-3","2.70e-1","4.00","1.00e+0","2.66e-1","1.27e-3"
"GOTERM_MF_DIRECT","SMAD binding","0.49%","11","2060","57","28924","6.48e-3","1.10e-1","2.71","1.00e+0","1.04e-1","2.03e-3"
"GOTERM_CC_DIRECT","sarcolemma","0.89%","20","2079","146","29722","6.49e-3","6.85e-2","1.96","9.97e-1","6.25e-2","2.97e-3"
"GOTERM_BP_DIRECT","protein-containing complex localization","0.27%","6","2079","18","29712","6.61e-3","2.70e-1","4.76","1.00e+0","2.66e-1","1.04e-3"
"GOTERM_BP_DIRECT","suckling behavior","0.27%","6","2079","18","29712","6.61e-3","2.70e-1","4.76","1.00e+0","2.66e-1","1.04e-3"
"GOTERM_BP_DIRECT","learning or memory","0.62%","14","2079","86","29712","6.63e-3","2.70e-1","2.33","1.00e+0","2.66e-1","2.49e-3"
"GOTERM_CC_DIRECT","ribonucleoprotein complex","1.61%","36","2079","323","29722","6.74e-3","7.02e-2","1.59","9.98e-1","6.41e-2","3.92e-3"
"GOTERM_CC_DIRECT","Flemming body","0.36%","8","2079","33","29722","6.89e-3","7.10e-2","3.47","9.98e-1","6.48e-2","1.62e-3"
"GOTERM_BP_DIRECT","brain development","1.25%","28","2079","233","29712","6.89e-3","2.74e-1","1.72","1.00e+0","2.70e-1","3.67e-3"
"GOTERM_BP_DIRECT","endodermal cell differentiation","0.36%","8","2079","33","29712","6.90e-3","2.74e-1","3.46","1.00e+0","2.70e-1","1.62e-3"
"GOTERM_BP_DIRECT","membrane organization","0.36%","8","2079","33","29712","6.90e-3","2.74e-1","3.46","1.00e+0","2.70e-1","1.62e-3"
"GOTERM_MF_DIRECT","lamin binding","0.27%","6","2060","18","28924","7.12e-3","1.20e-1","4.68","1.00e+0","1.13e-1","1.14e-3"
"GOTERM_MF_DIRECT","cell adhesion molecule binding","0.58%","13","2060","76","28924","7.21e-3","1.20e-1","2.40","1.00e+0","1.13e-1","2.60e-3"
"GOTERM_BP_DIRECT","positive regulation of stem cell proliferation","0.45%","10","2079","50","29712","7.23e-3","2.85e-1","2.86","1.00e+0","2.81e-1","2.14e-3"
"GOTERM_CC_DIRECT","PML body","0.76%","17","2079","117","29722","7.47e-3","7.61e-2","2.08","9.99e-1","6.95e-2","3.20e-3"
"GOTERM_BP_DIRECT","lipid translocation","0.22%","5","2079","12","29712","7.49e-3","2.91e-1","5.95","1.00e+0","2.86e-1","8.71e-4"
"GOTERM_BP_DIRECT","reelin-mediated signaling pathway","0.22%","5","2079","12","29712","7.49e-3","2.91e-1","5.95","1.00e+0","2.86e-1","8.71e-4"
"GOTERM_MF_DIRECT","ATP hydrolysis activity","2.01%","45","2060","423","28924","7.69e-3","1.26e-1","1.49","1.00e+0","1.20e-1","4.72e-3"
"GOTERM_CC_DIRECT","nuclear matrix","0.85%","19","2079","138","29722","7.74e-3","7.80e-2","1.97","9.99e-1","7.12e-2","3.52e-3"
"GOTERM_BP_DIRECT","protein ubiquitination","2.05%","46","2079","443","29712","7.76e-3","2.97e-1","1.48","1.00e+0","2.92e-1","4.90e-3"
"GOTERM_BP_DIRECT","cAMP-mediated signaling","0.40%","9","2079","42","29712","7.84e-3","2.97e-1","3.06","1.00e+0","2.92e-1","2.13e-3"
"GOTERM_BP_DIRECT","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","0.31%","7","2079","26","29712","7.93e-3","2.97e-1","3.85","1.00e+0","2.92e-1","1.64e-3"
"GOTERM_BP_DIRECT","myelination in peripheral nervous system","0.31%","7","2079","26","29712","7.93e-3","2.97e-1","3.85","1.00e+0","2.92e-1","1.64e-3"
"GOTERM_BP_DIRECT","apoptotic mitochondrial changes","0.31%","7","2079","26","29712","7.93e-3","2.97e-1","3.85","1.00e+0","2.92e-1","1.64e-3"
"GOTERM_BP_DIRECT","Wnt signaling pathway","1.20%","27","2079","225","29712","8.18e-3","3.02e-1","1.71","1.00e+0","2.97e-1","4.36e-3"
"GOTERM_BP_DIRECT","regulation of synaptic vesicle exocytosis","0.45%","10","2079","51","29712","8.25e-3","3.02e-1","2.80","1.00e+0","2.97e-1","2.49e-3"
"GOTERM_BP_DIRECT","dendrite morphogenesis","0.45%","10","2079","51","29712","8.25e-3","3.02e-1","2.80","1.00e+0","2.97e-1","2.49e-3"
"GOTERM_MF_DIRECT","lipid transporter activity","0.31%","7","2060","26","28924","8.63e-3","1.39e-1","3.78","1.00e+0","1.32e-1","1.81e-3"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","1.69%","38","2060","345","28924","8.64e-3","1.39e-1","1.55","1.00e+0","1.32e-1","5.12e-3"
"GOTERM_CC_DIRECT","brush border","0.62%","14","2079","89","29722","8.81e-3","8.78e-2","2.25","1.00e+0","8.01e-2","3.44e-3"
"GOTERM_MF_DIRECT","protein domain specific binding","1.65%","37","2060","334","28924","8.81e-3","1.40e-1","1.56","1.00e+0","1.33e-1","5.19e-3"
"GOTERM_BP_DIRECT","synapse assembly","0.54%","12","2079","70","29712","9.01e-3","3.25e-1","2.45","1.00e+0","3.19e-1","3.18e-3"
"GOTERM_BP_DIRECT","chondrocyte differentiation","0.54%","12","2079","70","29712","9.01e-3","3.25e-1","2.45","1.00e+0","3.19e-1","3.18e-3"
"GOTERM_BP_DIRECT","G2/M transition of mitotic cell cycle","0.40%","9","2079","43","29712","9.06e-3","3.25e-1","2.99","1.00e+0","3.19e-1","2.53e-3"
"GOTERM_MF_DIRECT","glutamate receptor binding","0.27%","6","2060","19","28924","9.10e-3","1.43e-1","4.43","1.00e+0","1.36e-1","1.57e-3"
"GOTERM_CC_DIRECT","membrane raft","1.25%","28","2079","239","29722","9.50e-3","9.31e-2","1.67","1.00e+0","8.50e-2","5.19e-3"
"GOTERM_CC_DIRECT","filamentous actin","0.36%","8","2079","35","29722","9.60e-3","9.31e-2","3.27","1.00e+0","8.50e-2","2.42e-3"
"GOTERM_BP_DIRECT","SMAD protein signal transduction","0.31%","7","2079","27","29712","9.61e-3","3.36e-1","3.71","1.00e+0","3.31e-1","2.08e-3"
"GOTERM_BP_DIRECT","neurotransmitter receptor localization to postsynaptic specialization membrane","0.31%","7","2079","27","29712","9.61e-3","3.36e-1","3.71","1.00e+0","3.31e-1","2.08e-3"
"GOTERM_BP_DIRECT","positive regulation of DNA binding","0.31%","7","2079","27","29712","9.61e-3","3.36e-1","3.71","1.00e+0","3.31e-1","2.08e-3"
"GOTERM_CC_DIRECT","dendritic branch","0.18%","4","2079","7","29722","9.64e-3","9.31e-2","8.17","1.00e+0","8.50e-2","7.04e-4"
"GOTERM_BP_DIRECT","positive regulation of epithelial cell proliferation involved in lung morphogenesis","0.18%","4","2079","7","29712","9.65e-3","3.36e-1","8.17","1.00e+0","3.31e-1","7.04e-4"
"GOTERM_BP_DIRECT","apoptotic process","2.54%","57","2079","583","29712","1.01e-2","3.48e-1","1.40","1.00e+0","3.43e-1","6.86e-3"
"GOTERM_MF_DIRECT","phosphatidylcholine transfer activity","0.18%","4","2060","7","28924","1.01e-2","1.58e-1","8.02","1.00e+0","1.50e-1","7.54e-4"
