"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_MF_DIRECT","ATP-dependent H2AZ histone chaperone activity","0.91%","32","3181","145","28924","2.09e-4","5.79e-3","2.01","3.29e-1","5.52e-3","8.96e-5"
"GOTERM_MF_DIRECT","ATP-dependent H3-H4 histone complex chaperone activity","0.91%","32","3181","145","28924","2.09e-4","5.79e-3","2.01","3.29e-1","5.52e-3","8.96e-5"
"GOTERM_MF_DIRECT","chromatin extrusion motor activity","0.91%","32","3181","145","28924","2.09e-4","5.79e-3","2.01","3.29e-1","5.52e-3","8.96e-5"
"GOTERM_MF_DIRECT","phosphatidylinositol binding","0.77%","27","3181","114","28924","2.25e-4","6.15e-3","2.15","3.50e-1","5.86e-3","8.82e-5"
"GOTERM_BP_DIRECT","receptor localization to synapse","0.20%","7","3218","10","29712","2.29e-4","2.54e-2","6.46","7.59e-1","2.50e-2","1.55e-5"
"GOTERM_BP_DIRECT","subtelomeric heterochromatin formation","0.20%","7","3218","10","29712","2.29e-4","2.54e-2","6.46","7.59e-1","2.50e-2","1.55e-5"
"GOTERM_BP_DIRECT","ubiquitin-dependent protein catabolic process","1.29%","45","3218","236","29712","2.33e-4","2.54e-2","1.76","7.66e-1","2.50e-2","1.18e-4"
"GOTERM_CC_DIRECT","mitotic spindle","0.89%","31","3218","142","29722","2.49e-4","5.20e-3","2.02","2.37e-1","4.74e-3","1.06e-4"
"GOTERM_MF_DIRECT","phosphatidylinositol transfer activity","0.20%","7","3181","10","28924","2.49e-4","6.70e-3","6.36","3.78e-1","6.39e-3","1.72e-5"
"GOTERM_CC_DIRECT","endosome","1.69%","59","3218","337","29722","2.52e-4","5.20e-3","1.62","2.40e-1","4.74e-3","1.42e-4"
"GOTERM_CC_DIRECT","ruffle membrane","0.71%","25","3218","104","29722","2.54e-4","5.20e-3","2.22","2.41e-1","4.74e-3","9.57e-5"
"GOTERM_MF_DIRECT","mitogen-activated protein kinase kinase kinase binding","0.31%","11","3181","26","28924","2.56e-4","6.78e-3","3.85","3.86e-1","6.46e-3","4.46e-5"
"GOTERM_BP_DIRECT","phosphatidylinositol 3-kinase/protein kinase B signal transduction","0.63%","22","3218","86","29712","2.66e-4","2.84e-2","2.36","8.10e-1","2.79e-2","9.29e-5"
"GOTERM_BP_DIRECT","protein localization to synapse","0.29%","10","3218","22","29712","2.69e-4","2.84e-2","4.20","8.13e-1","2.79e-2","4.13e-5"
"GOTERM_MF_DIRECT","cohesin loader activity","0.91%","32","3181","147","28924","2.70e-4","7.07e-3","1.98","4.03e-1","6.74e-3","1.18e-4"
"GOTERM_CC_DIRECT","PML body","0.77%","27","3218","117","29722","2.73e-4","5.48e-3","2.13","2.56e-1","4.99e-3","1.08e-4"
"GOTERM_BP_DIRECT","DNA damage response","1.69%","59","3218","338","29712","2.75e-4","2.85e-2","1.61","8.20e-1","2.80e-2","1.55e-4"
"GOTERM_CC_DIRECT","endoplasmic reticulum membrane","4.52%","158","3218","1110","29722","2.77e-4","5.48e-3","1.31","2.60e-1","4.99e-3","2.03e-4"
"GOTERM_MF_DIRECT","DNA clamp loader activity","0.94%","33","3181","154","28924","2.88e-4","7.43e-3","1.95","4.23e-1","7.08e-3","1.28e-4"
"GOTERM_CC_DIRECT","early endosome membrane","1.09%","38","3218","190","29722","2.91e-4","5.66e-3","1.85","2.72e-1","5.16e-3","1.39e-4"
"GOTERM_CC_DIRECT","postsynaptic density membrane","0.91%","32","3218","150","29722","2.99e-4","5.70e-3","1.97","2.77e-1","5.20e-3","1.31e-4"
"GOTERM_MF_DIRECT","protein domain specific binding","1.69%","59","3181","334","28924","3.03e-4","7.71e-3","1.61","4.39e-1","7.35e-3","1.69e-4"
"GOTERM_CC_DIRECT","axonal growth cone","0.43%","15","3218","47","29722","3.15e-4","5.89e-3","2.95","2.90e-1","5.37e-3","8.15e-5"
"GOTERM_CC_DIRECT","postsynaptic membrane","1.46%","51","3218","282","29722","3.20e-4","5.89e-3","1.67","2.93e-1","5.37e-3","1.72e-4"
"GOTERM_MF_DIRECT","actin binding","1.80%","63","3181","364","28924","3.29e-4","8.26e-3","1.57","4.66e-1","7.87e-3","1.87e-4"
"GOTERM_MF_DIRECT","PDZ domain binding","0.80%","28","3181","123","28924","3.34e-4","8.27e-3","2.07","4.71e-1","7.88e-3","1.37e-4"
"GOTERM_BP_DIRECT","neuromuscular junction development","0.40%","14","3218","42","29712","3.38e-4","3.45e-2","3.08","8.78e-1","3.39e-2","8.25e-5"
"GOTERM_CC_DIRECT","mitochondrial membrane","1.20%","42","3218","219","29722","3.39e-4","6.13e-3","1.77","3.08e-1","5.59e-3","1.70e-4"
"GOTERM_CC_DIRECT","microtubule","1.69%","59","3218","343","29722","4.01e-4","7.15e-3","1.59","3.53e-1","6.52e-3","2.30e-4"
"GOTERM_CC_DIRECT","heterochromatin","0.51%","18","3218","65","29722","4.21e-4","7.38e-3","2.56","3.67e-1","6.73e-3","1.32e-4"
"GOTERM_CC_DIRECT","early endosome","1.69%","59","3218","344","29722","4.31e-4","7.44e-3","1.58","3.74e-1","6.78e-3","2.49e-4"
"GOTERM_BP_DIRECT","cell motility","0.40%","14","3218","43","29712","4.37e-4","4.38e-2","3.01","9.34e-1","4.31e-2","1.10e-4"
"GOTERM_MF_DIRECT","protein homodimerization activity","3.54%","124","3181","834","28924","4.40e-4","1.07e-2","1.35","5.68e-1","1.02e-2","3.03e-4"
"GOTERM_MF_DIRECT","ubiquitin binding","0.69%","24","3181","100","28924","4.44e-4","1.07e-2","2.18","5.72e-1","1.02e-2","1.71e-4"
"GOTERM_MF_DIRECT","nuclear receptor binding","0.43%","15","3181","48","28924","4.70e-4","1.12e-2","2.84","5.92e-1","1.07e-2","1.27e-4"
"GOTERM_BP_DIRECT","negative regulation of smooth muscle cell migration","0.26%","9","3218","19","29712","4.70e-4","4.65e-2","4.37","9.47e-1","4.56e-2","6.78e-5"
"GOTERM_BP_DIRECT","regulation of cell population proliferation","1.06%","37","3218","188","29712","4.90e-4","4.76e-2","1.82","9.53e-1","4.68e-2","2.37e-4"
"GOTERM_BP_DIRECT","circadian regulation of gene expression","0.54%","19","3218","72","29712","5.25e-4","5.03e-2","2.44","9.62e-1","4.94e-2","1.76e-4"
"GOTERM_CC_DIRECT","presynaptic membrane","1.11%","39","3218","203","29722","5.47e-4","9.15e-3","1.77","4.48e-1","8.35e-3","2.73e-4"
"GOTERM_CC_DIRECT","intracellular membrane-bounded organelle","4.06%","142","3218","997","29722","5.47e-4","9.15e-3","1.32","4.49e-1","8.35e-3","3.97e-4"
"GOTERM_BP_DIRECT","neuron differentiation","1.31%","46","3218","253","29712","5.80e-4","5.44e-2","1.68","9.73e-1","5.34e-2","3.10e-4"
"GOTERM_CC_DIRECT","late endosome","1.00%","35","3218","176","29722","5.83e-4","9.59e-3","1.84","4.69e-1","8.75e-3","2.79e-4"
"GOTERM_CC_DIRECT","nuclear membrane","1.40%","49","3218","275","29722","5.96e-4","9.67e-3","1.65","4.77e-1","8.81e-3","3.26e-4"
"GOTERM_BP_DIRECT","thymus development","0.49%","17","3218","61","29712","5.96e-4","5.44e-2","2.57","9.76e-1","5.34e-2","1.86e-4"
"GOTERM_BP_DIRECT","ERAD pathway","0.63%","22","3218","91","29712","6.02e-4","5.44e-2","2.23","9.76e-1","5.34e-2","2.26e-4"
"GOTERM_BP_DIRECT","protein K11-linked ubiquitination","0.37%","13","3218","39","29712","6.03e-4","5.44e-2","3.08","9.77e-1","5.34e-2","1.47e-4"
"GOTERM_CC_DIRECT","presynaptic active zone membrane","0.54%","19","3218","73","29722","6.25e-4","9.99e-3","2.40","4.93e-1","9.11e-3","2.13e-4"
"GOTERM_BP_DIRECT","vocal learning","0.17%","6","3218","8","29712","6.26e-4","5.57e-2","6.92","9.80e-1","5.47e-2","3.71e-5"
"GOTERM_CC_DIRECT","GABA-ergic synapse","1.00%","35","3218","177","29722","6.47e-4","1.02e-2","1.83","5.05e-1","9.30e-3","3.12e-4"
"GOTERM_MF_DIRECT","JUN kinase kinase activity","0.17%","6","3181","8","28924","6.73e-4","1.59e-2","6.82","7.24e-1","1.51e-2","4.05e-5"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","1.69%","59","3181","345","28924","6.99e-4","1.63e-2","1.55","7.37e-1","1.55e-2","4.04e-4"
"GOTERM_BP_DIRECT","regulation of neuron projection development","0.40%","14","3218","45","29712","7.09e-4","6.06e-2","2.87","9.88e-1","5.96e-2","1.90e-4"
"GOTERM_BP_DIRECT","hippo signaling","0.26%","9","3218","20","29712","7.10e-4","6.06e-2","4.15","9.88e-1","5.96e-2","1.11e-4"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","2.86%","100","3218","666","29712","7.11e-4","6.06e-2","1.39","9.88e-1","5.96e-2","4.77e-4"
"GOTERM_BP_DIRECT","negative regulation of protein kinase activity","0.49%","17","3218","62","29712","7.24e-4","6.09e-2","2.53","9.89e-1","5.98e-2","2.30e-4"
"GOTERM_CC_DIRECT","cell junction","1.17%","41","3218","220","29722","7.25e-4","1.13e-2","1.72","5.46e-1","1.03e-2","3.76e-4"
"GOTERM_MF_DIRECT","kinase binding","0.80%","28","3181","129","28924","7.33e-4","1.69e-2","1.97","7.53e-1","1.61e-2","3.20e-4"
"GOTERM_BP_DIRECT","protein import into nucleus","0.74%","26","3218","118","29712","7.54e-4","6.26e-2","2.03","9.91e-1","6.14e-2","3.17e-4"
"GOTERM_CC_DIRECT","mediator complex","0.37%","13","3218","40","29722","7.75e-4","1.19e-2","3.00","5.69e-1","1.08e-2","1.96e-4"
"GOTERM_BP_DIRECT","cerebral cortex radially oriented cell migration","0.23%","8","3218","16","29712","8.17e-4","6.66e-2","4.62","9.94e-1","6.54e-2","1.08e-4"
"GOTERM_BP_DIRECT","negative regulation of gene expression","1.86%","65","3218","398","29712","8.24e-4","6.66e-2","1.51","9.94e-1","6.54e-2","5.01e-4"
"GOTERM_CC_DIRECT","endoplasmic reticulum chaperone complex","0.20%","7","3218","12","29722","8.28e-4","1.25e-2","5.39","5.94e-1","1.14e-2","8.37e-5"
"GOTERM_BP_DIRECT","positive regulation of translation","0.60%","21","3218","87","29712","8.46e-4","6.69e-2","2.23","9.95e-1","6.57e-2","3.17e-4"
"GOTERM_BP_DIRECT","positive regulation of focal adhesion assembly","0.31%","11","3218","30","29712","8.49e-4","6.69e-2","3.39","9.95e-1","6.57e-2","1.81e-4"
"GOTERM_MF_DIRECT","syntaxin binding","0.49%","17","3181","62","28924","8.55e-4","1.94e-2","2.49","8.05e-1","1.85e-2","2.76e-4"
"GOTERM_CC_DIRECT","cell leading edge","0.54%","19","3218","75","29722","8.81e-4","1.31e-2","2.34","6.16e-1","1.20e-2","3.10e-4"
"GOTERM_BP_DIRECT","regulation of embryonic development","0.40%","14","3218","46","29712","8.91e-4","6.94e-2","2.81","9.96e-1","6.81e-2","2.47e-4"
"GOTERM_MF_DIRECT","ATP-dependent protein folding chaperone","0.31%","11","3181","30","28924","9.57e-4","2.15e-2","3.33","8.39e-1","2.05e-2","2.08e-4"
"GOTERM_BP_DIRECT","positive regulation of protein localization to plasma membrane","0.46%","16","3218","58","29712","1.02e-3","7.87e-2","2.55","9.98e-1","7.73e-2","3.23e-4"
"GOTERM_BP_DIRECT","learning","0.54%","19","3218","76","29712","1.04e-3","7.92e-2","2.31","9.98e-1","7.78e-2","3.74e-4"
"GOTERM_MF_DIRECT","lipid binding","1.20%","42","3181","228","28924","1.07e-3","2.37e-2","1.67","8.70e-1","2.26e-2","5.69e-4"
"GOTERM_BP_DIRECT","phospholipid biosynthetic process","0.40%","14","3218","47","29712","1.11e-3","8.34e-2","2.75","9.99e-1","8.19e-2","3.17e-4"
"GOTERM_MF_DIRECT","cholesterol binding","0.43%","15","3181","52","28924","1.13e-3","2.48e-2","2.62","8.85e-1","2.36e-2","3.42e-4"
"GOTERM_BP_DIRECT","myelination in peripheral nervous system","0.29%","10","3218","26","29712","1.13e-3","8.38e-2","3.55","9.99e-1","8.23e-2","2.26e-4"
"GOTERM_MF_DIRECT","mitogen-activated protein kinase kinase binding","0.26%","9","3181","21","28924","1.15e-3","2.49e-2","3.90","8.89e-1","2.38e-2","1.98e-4"
"GOTERM_MF_DIRECT","RNA polymerase II-specific DNA-binding transcription factor binding","1.09%","38","3181","201","28924","1.18e-3","2.53e-2","1.72","8.94e-1","2.41e-2","6.09e-4"
"GOTERM_BP_DIRECT","collagen-activated tyrosine kinase receptor signaling pathway","0.46%","16","3218","59","29712","1.24e-3","8.92e-2","2.50","1.00e+0","8.76e-2","3.99e-4"
"GOTERM_BP_DIRECT","regulation of alternative mRNA splicing, via spliceosome","0.49%","17","3218","65","29712","1.25e-3","8.92e-2","2.41","1.00e+0","8.76e-2","4.24e-4"
"GOTERM_CC_DIRECT","recycling endosome","0.86%","30","3218","149","29722","1.26e-3","1.82e-2","1.86","7.45e-1","1.66e-2","5.90e-4"
"GOTERM_CC_DIRECT","spliceosomal complex","0.86%","30","3218","149","29722","1.26e-3","1.82e-2","1.86","7.45e-1","1.66e-2","5.90e-4"
"GOTERM_BP_DIRECT","cerebellar Purkinje cell layer development","0.23%","8","3218","17","29712","1.26e-3","8.92e-2","4.34","1.00e+0","8.76e-2","1.85e-4"
"GOTERM_BP_DIRECT","protein autophosphorylation","0.86%","30","3218","149","29712","1.26e-3","8.92e-2","1.86","1.00e+0","8.76e-2","5.93e-4"
"GOTERM_MF_DIRECT","molecular condensate scaffold activity","0.40%","14","3181","47","28924","1.28e-3","2.72e-2","2.71","9.13e-1","2.59e-2","3.71e-4"
"GOTERM_BP_DIRECT","cAMP catabolic process","0.17%","6","3218","9","29712","1.28e-3","8.98e-2","6.16","1.00e+0","8.82e-2","1.01e-4"
"GOTERM_BP_DIRECT","positive regulation of canonical Wnt signaling pathway","0.71%","25","3218","116","29712","1.34e-3","9.30e-2","1.99","1.00e+0","9.13e-2","5.81e-4"
"GOTERM_BP_DIRECT","positive regulation of JUN kinase activity","0.40%","14","3218","48","29712","1.38e-3","9.32e-2","2.69","1.00e+0","9.15e-2","4.03e-4"
"GOTERM_CC_DIRECT","dendrite cytoplasm","0.34%","12","3218","37","29722","1.38e-3","1.98e-2","3.00","7.77e-1","1.80e-2","3.51e-4"
"GOTERM_BP_DIRECT","positive regulation of protein catabolic process","0.57%","20","3218","84","29712","1.38e-3","9.32e-2","2.20","1.00e+0","9.15e-2","5.27e-4"
"GOTERM_BP_DIRECT","mitotic G1 DNA damage checkpoint signaling","0.20%","7","3218","13","29712","1.40e-3","9.32e-2","4.97","1.00e+0","9.15e-2","1.65e-4"
"GOTERM_BP_DIRECT","MAPK cascade","0.74%","26","3218","123","29712","1.41e-3","9.32e-2","1.95","1.00e+0","9.15e-2","6.23e-4"
"GOTERM_BP_DIRECT","cell-cell adhesion","1.06%","37","3218","199","29712","1.43e-3","9.36e-2","1.72","1.00e+0","9.19e-2","7.41e-4"
"GOTERM_MF_DIRECT","enzyme inhibitor activity","0.37%","13","3181","42","28924","1.43e-3","3.01e-2","2.81","9.35e-1","2.86e-2","3.94e-4"
"GOTERM_CC_DIRECT","ruffle","0.69%","24","3218","110","29722","1.44e-3","2.03e-2","2.02","7.91e-1","1.85e-2","6.12e-4"
"GOTERM_CC_DIRECT","perikaryon","1.17%","41","3218","228","29722","1.47e-3","2.04e-2","1.66","7.97e-1","1.86e-2","7.92e-4"
"GOTERM_BP_DIRECT","regulation of endocytosis","0.31%","11","3218","32","29712","1.49e-3","9.39e-2","3.17","1.00e+0","9.22e-2","3.49e-4"
"GOTERM_BP_DIRECT","positive regulation of protein serine/threonine kinase activity","0.31%","11","3218","32","29712","1.49e-3","9.39e-2","3.17","1.00e+0","9.22e-2","3.49e-4"
"GOTERM_BP_DIRECT","positive regulation of long-term synaptic potentiation","0.31%","11","3218","32","29712","1.49e-3","9.39e-2","3.17","1.00e+0","9.22e-2","3.49e-4"
"GOTERM_MF_DIRECT","MAP-kinase scaffold activity","0.20%","7","3181","13","28924","1.52e-3","3.15e-2","4.90","9.45e-1","3.00e-2","1.82e-4"
"GOTERM_BP_DIRECT","SMAD protein signal transduction","0.29%","10","3218","27","29712","1.53e-3","9.39e-2","3.42","1.00e+0","9.22e-2","3.24e-4"
"GOTERM_BP_DIRECT","negative regulation of cellular senescence","0.29%","10","3218","27","29712","1.53e-3","9.39e-2","3.42","1.00e+0","9.22e-2","3.24e-4"
"GOTERM_BP_DIRECT","positive regulation of cardiac muscle cell apoptotic process","0.29%","10","3218","27","29712","1.53e-3","9.39e-2","3.42","1.00e+0","9.22e-2","3.24e-4"
"GOTERM_BP_DIRECT","neural tube closure","0.66%","23","3218","104","29712","1.55e-3","9.39e-2","2.04","1.00e+0","9.22e-2","6.47e-4"
"GOTERM_BP_DIRECT","positive regulation of substrate adhesion-dependent cell spreading","0.37%","13","3218","43","29712","1.57e-3","9.39e-2","2.79","1.00e+0","9.22e-2","4.38e-4"
"GOTERM_BP_DIRECT","macroautophagy","0.37%","13","3218","43","29712","1.57e-3","9.39e-2","2.79","1.00e+0","9.22e-2","4.38e-4"
"GOTERM_MF_DIRECT","syntaxin-1 binding","0.26%","9","3181","22","28924","1.63e-3","3.35e-2","3.72","9.56e-1","3.20e-2","3.03e-4"
"GOTERM_CC_DIRECT","chromosome, telomeric region","0.80%","28","3218","138","29722","1.67e-3","2.29e-2","1.87","8.38e-1","2.09e-2","7.78e-4"
"GOTERM_MF_DIRECT","kinesin binding","0.43%","15","3181","54","28924","1.68e-3","3.41e-2","2.53","9.60e-1","3.25e-2","5.34e-4"
"GOTERM_CC_DIRECT","presynaptic cytosol","0.40%","14","3218","49","29722","1.68e-3","2.29e-2","2.64","8.40e-1","2.09e-2","5.07e-4"
"GOTERM_BP_DIRECT","protein polyubiquitination","0.83%","29","3218","145","29712","1.71e-3","1.01e-1","1.85","1.00e+0","9.91e-2","8.11e-4"
"GOTERM_BP_DIRECT","vesicle transport along actin filament","0.14%","5","3218","6","29712","1.72e-3","1.01e-1","7.69","1.00e+0","9.91e-2","8.11e-5"
"GOTERM_CC_DIRECT","Z disc","0.86%","30","3218","152","29722","1.73e-3","2.32e-2","1.82","8.47e-1","2.11e-2","8.31e-4"
"GOTERM_BP_DIRECT","lamellipodium assembly","0.34%","12","3218","38","29712","1.76e-3","1.02e-1","2.92","1.00e+0","1.01e-1","4.64e-4"
"GOTERM_BP_DIRECT","cellular response to interleukin-7","0.23%","8","3218","18","29712","1.87e-3","1.08e-1","4.10","1.00e+0","1.06e-1","3.01e-4"
"GOTERM_BP_DIRECT","transforming growth factor beta receptor signaling pathway","0.63%","22","3218","99","29712","1.89e-3","1.08e-1","2.05","1.00e+0","1.06e-1","7.84e-4"
"GOTERM_BP_DIRECT","membrane organization","0.31%","11","3218","33","29712","1.93e-3","1.09e-1","3.08","1.00e+0","1.07e-1","4.73e-4"
"GOTERM_MF_DIRECT","transcription coregulator binding","0.40%","14","3181","49","28924","1.94e-3","3.90e-2","2.60","9.75e-1","3.72e-2","5.94e-4"
"GOTERM_CC_DIRECT","transcription regulator complex","1.43%","50","3218","298","29722","1.97e-3","2.62e-2","1.55","8.83e-1","2.38e-2","1.16e-3"
"GOTERM_BP_DIRECT","negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","0.51%","18","3218","74","29712","2.02e-3","1.13e-1","2.25","1.00e+0","1.11e-1","7.49e-4"
"GOTERM_CC_DIRECT","intracellular membraneless organelle","0.29%","10","3218","28","29722","2.04e-3","2.67e-2","3.30","8.92e-1","2.44e-2","4.54e-4"
"GOTERM_BP_DIRECT","positive regulation of stem cell proliferation","0.40%","14","3218","50","29712","2.06e-3","1.14e-1","2.59","1.00e+0","1.12e-1","6.36e-4"
"GOTERM_BP_DIRECT","cellular response to reactive oxygen species","0.43%","15","3218","56","29712","2.11e-3","1.14e-1","2.47","1.00e+0","1.12e-1","6.91e-4"
"GOTERM_BP_DIRECT","cell morphogenesis","0.83%","29","3218","147","29712","2.11e-3","1.14e-1","1.82","1.00e+0","1.12e-1","1.02e-3"
"GOTERM_BP_DIRECT","lung alveolus development","0.46%","16","3218","62","29712","2.11e-3","1.14e-1","2.38","1.00e+0","1.12e-1","7.26e-4"
"GOTERM_BP_DIRECT","chaperone-mediated protein folding","0.34%","12","3218","39","29712","2.22e-3","1.18e-1","2.84","1.00e+0","1.16e-1","6.04e-4"
"GOTERM_BP_DIRECT","regulation of fatty acid metabolic process","0.20%","7","3218","14","29712","2.23e-3","1.18e-1","4.62","1.00e+0","1.16e-1","2.99e-4"
"GOTERM_BP_DIRECT","regulation of mitophagy","0.17%","6","3218","10","29712","2.34e-3","1.22e-1","5.54","1.00e+0","1.20e-1","2.29e-4"
"GOTERM_BP_DIRECT","maintenance of postsynaptic density structure","0.17%","6","3218","10","29712","2.34e-3","1.22e-1","5.54","1.00e+0","1.20e-1","2.29e-4"
"GOTERM_BP_DIRECT","activation of GTPase activity","0.37%","13","3218","45","29712","2.40e-3","1.24e-1","2.67","1.00e+0","1.22e-1","7.11e-4"
"GOTERM_CC_DIRECT","P-body","0.63%","22","3218","101","29722","2.43e-3","3.15e-2","2.01","9.29e-1","2.87e-2","1.03e-3"
"GOTERM_BP_DIRECT","endothelial cell proliferation","0.31%","11","3218","34","29712","2.47e-3","1.27e-1","2.99","1.00e+0","1.25e-1","6.31e-4"
"GOTERM_MF_DIRECT","L-aspartate transmembrane transporter activity","0.17%","6","3181","10","28924","2.51e-3","4.99e-2","5.46","9.92e-1","4.75e-2","2.50e-4"
"GOTERM_CC_DIRECT","trans-Golgi network","1.11%","39","3218","220","29722","2.51e-3","3.21e-2","1.64","9.35e-1","2.93e-2","1.38e-3"
"GOTERM_BP_DIRECT","negative regulation of neuron differentiation","0.54%","19","3218","82","29712","2.60e-3","1.33e-1","2.14","1.00e+0","1.30e-1","1.02e-3"
"GOTERM_BP_DIRECT","protein branched polyubiquitination","0.23%","8","3218","19","29712","2.69e-3","1.35e-1","3.89","1.00e+0","1.32e-1","4.71e-4"
"GOTERM_BP_DIRECT","negative regulation of intrinsic apoptotic signaling pathway","0.29%","10","3218","29","29712","2.69e-3","1.35e-1","3.18","1.00e+0","1.32e-1","6.28e-4"
"GOTERM_CC_DIRECT","mitochondrial inner membrane","2.31%","81","3218","543","29722","2.70e-3","3.40e-2","1.38","9.47e-1","3.10e-2","1.83e-3"
"GOTERM_CC_DIRECT","clathrin-coated vesicle","0.51%","18","3218","76","29722","2.72e-3","3.40e-2","2.19","9.48e-1","3.10e-2","1.04e-3"
"GOTERM_BP_DIRECT","regulation of growth","0.26%","9","3218","24","29712","2.79e-3","1.39e-1","3.46","1.00e+0","1.36e-1","5.80e-4"
"GOTERM_CC_DIRECT","vesicle","0.86%","30","3218","157","29722","2.85e-3","3.52e-2","1.76","9.55e-1","3.21e-2","1.42e-3"
"GOTERM_BP_DIRECT","Ras protein signal transduction","0.49%","17","3218","70","29712","2.85e-3","1.41e-1","2.24","1.00e+0","1.38e-1","1.06e-3"
"GOTERM_BP_DIRECT","positive regulation of GTPase activity","0.66%","23","3218","109","29712","2.89e-3","1.41e-1","1.95","1.00e+0","1.39e-1","1.28e-3"
"GOTERM_MF_DIRECT","GTPase activity","1.49%","52","3181","314","28924","2.92e-3","5.72e-2","1.51","9.96e-1","5.45e-2","1.77e-3"
"GOTERM_BP_DIRECT","neural precursor cell proliferation","0.37%","13","3218","46","29712","2.93e-3","1.41e-1","2.61","1.00e+0","1.39e-1","8.94e-4"
"GOTERM_MF_DIRECT","ubiquitin-specific protease binding","0.23%","8","3181","19","28924","2.93e-3","5.72e-2","3.83","9.96e-1","5.45e-2","5.23e-4"
"GOTERM_BP_DIRECT","positive regulation of endothelial cell migration","0.46%","16","3218","64","29712","2.95e-3","1.41e-1","2.31","1.00e+0","1.39e-1","1.05e-3"
"GOTERM_BP_DIRECT","translation at presynapse","0.46%","16","3218","64","29712","2.95e-3","1.41e-1","2.31","1.00e+0","1.39e-1","1.05e-3"
"GOTERM_BP_DIRECT","axon guidance","1.00%","35","3218","193","29712","2.98e-3","1.41e-1","1.67","1.00e+0","1.39e-1","1.59e-3"
"GOTERM_MF_DIRECT","protein serine/threonine/tyrosine kinase activity","0.29%","10","3181","29","28924","2.98e-3","5.76e-2","3.14","9.97e-1","5.49e-2","7.09e-4"
"GOTERM_MF_DIRECT","clathrin binding","0.34%","12","3181","40","28924","3.12e-3","5.95e-2","2.73","9.97e-1","5.67e-2","8.94e-4"
"GOTERM_BP_DIRECT","vesicle-mediated transport","1.20%","42","3218","245","29712","3.19e-3","1.50e-1","1.58","1.00e+0","1.48e-1","1.82e-3"
"GOTERM_BP_DIRECT","negative regulation of cell population proliferation","1.77%","62","3218","397","29712","3.22e-3","1.50e-1","1.44","1.00e+0","1.48e-1","2.06e-3"
"GOTERM_BP_DIRECT","cytoplasmic translation","0.66%","23","3218","110","29712","3.25e-3","1.51e-1","1.93","1.00e+0","1.48e-1","1.45e-3"
"GOTERM_MF_DIRECT","SH2 domain binding","0.37%","13","3181","46","28924","3.33e-3","6.29e-2","2.57","9.98e-1","6.00e-2","1.03e-3"
"GOTERM_CC_DIRECT","cell-cell junction","1.14%","40","3218","231","29722","3.36e-3","4.10e-2","1.60","9.74e-1","3.74e-2","1.89e-3"
"GOTERM_BP_DIRECT","signal peptide processing","0.20%","7","3218","15","29712","3.37e-3","1.54e-1","4.31","1.00e+0","1.52e-1","5.08e-4"
"GOTERM_BP_DIRECT","positive regulation of exosomal secretion","0.20%","7","3218","15","29712","3.37e-3","1.54e-1","4.31","1.00e+0","1.52e-1","5.08e-4"
"GOTERM_MF_DIRECT","protein heterodimerization activity","1.74%","61","3181","384","28924","3.39e-3","6.34e-2","1.44","9.98e-1","6.04e-2","2.13e-3"
"GOTERM_CC_DIRECT","transcription repressor complex","0.46%","16","3218","65","29722","3.44e-3","4.16e-2","2.27","9.76e-1","3.79e-2","1.25e-3"
"GOTERM_BP_DIRECT","translation at postsynapse","0.46%","16","3218","65","29712","3.45e-3","1.54e-1","2.27","1.00e+0","1.52e-1","1.26e-3"
"GOTERM_BP_DIRECT","negative regulation of axon extension","0.29%","10","3218","30","29712","3.47e-3","1.54e-1","3.08","1.00e+0","1.52e-1","8.51e-4"
"GOTERM_BP_DIRECT","regulation of neuron migration","0.29%","10","3218","30","29712","3.47e-3","1.54e-1","3.08","1.00e+0","1.52e-1","8.51e-4"
"GOTERM_BP_DIRECT","regulation of long-term neuronal synaptic plasticity","0.29%","10","3218","30","29712","3.47e-3","1.54e-1","3.08","1.00e+0","1.52e-1","8.51e-4"
"GOTERM_CC_DIRECT","stress fiber","0.63%","22","3218","104","29722","3.51e-3","4.20e-2","1.95","9.78e-1","3.83e-2","1.55e-3"
"GOTERM_BP_DIRECT","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","0.51%","18","3218","78","29712","3.64e-3","1.61e-1","2.13","1.00e+0","1.58e-1","1.44e-3"
"GOTERM_BP_DIRECT","monoatomic anion transmembrane transport","0.26%","9","3218","25","29712","3.72e-3","1.62e-1","3.32","1.00e+0","1.59e-1","8.19e-4"
"GOTERM_BP_DIRECT","protein localization to chromatin","0.26%","9","3218","25","29712","3.72e-3","1.62e-1","3.32","1.00e+0","1.59e-1","8.19e-4"
"GOTERM_BP_DIRECT","positive regulation of ERAD pathway","0.23%","8","3218","20","29712","3.75e-3","1.62e-1","3.69","1.00e+0","1.59e-1","7.11e-4"
"GOTERM_CC_DIRECT","synaptic vesicle membrane","0.86%","30","3218","160","29722","3.79e-3","4.48e-2","1.73","9.84e-1","4.08e-2","1.93e-3"
