lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONHSAG026435,chr19,53066691,53109899,+,NONHSAG026435,NONHSAG026435
lNONHSAG026440,chr19,53139827,53165821,+,NONHSAG026440,NONHSAG026440
lNONHSAG026447,chr19,53223908,53224879,+,NONHSAG026447,NONHSAG026447
lNONHSAG026453,chr19,53267869,53270932,-,NONHSAG026453,CTD-2245F17.9
lNONHSAG026459,chr19,53397941,53427321,+,NONHSAG026459,ZNF765
lNONHSAG026461,chr19,53445009,53446336,+,NONHSAG026461,ZNF761
lNONHSAG026462,chr19,53433722,53442149,+,NONHSAG026462,NONHSAG026462
lNONHSAG026463,chr19,53442522,53480304,-,NONHSAG026463,NONHSAG026463
lNONHSAG026464,chr19,53455059,53457413,-,NONHSAG026464,NONHSAG026464
lNONHSAG026468,chr19,53538160,53576817,+,NONHSAG026468,ZNF331
lNONHSAG026479,chr19,53864755,53866141,+,NONHSAG026479,AC008440.10
lNONHSAG026480,chr19,53851428,53876050,-,NONHSAG026480,AC008440.5;AC008753.6
lNONHSAG026482,chr19,53963116,53982183,+,NONHSAG026482,NONHSAG026482
lNONHSAG026483,chr19,53987486,53990214,+,NONHSAG026483,NONHSAG026483
lNONHSAG026484,chr19,53991148,54012666,+,NONHSAG026484,NONHSAG026484
lNONHSAG026488,chr19,54113705,54114214,-,NONHSAG026488,NONHSAG026488
lNONHSAG026490,chr19,54119510,54125343,-,NONHSAG026490,AC012314.8
lNONHSAG026500,chr19,54201572,54207514,+,NONHSAG026500,NONHSAG026500
lNONHSAG026505,chr19,54230526,54234129,-,NONHSAG026505,NONHSAG026505
lNONHSAG026516,chr19,54354674,54356373,-,NONHSAG026516,LAIR1
lNONHSAG026520,chr19,54430653,54434699,-,NONHSAG026520,AC008746.3
lNONHSAG026521,chr19,54434182,54434665,+,NONHSAG026521,CTD-2587H19.2
lNONHSAG026523,chr19,54437729,54449045,-,NONHSAG026523,LENG8-AS1
lNONHSAG026525,chr19,54449611,54452263,-,NONHSAG026525,NONHSAG026525
lNONHSAG026526,chr19,54461307,54461528,+,NONHSAG026526,NONHSAG026526
lNONHSAG026543,chr19,54885416,54889778,+,NONHSAG026543,NONHSAG026543
lNONHSAG026550,chr19,55006192,55048086,+,NONHSAG026550,CTC-550B14.7
lNONHSAG026556,chr19,55085844,55087919,+,NONHSAG026556,EPS8L1
lNONHSAG026564,chr19,55158938,55184002,+,NONHSAG026564,CTD-2587H24.5
lNONHSAG026569,chr19,55216659,55221617,+,NONHSAG026569,CTD-2587H24.10
lNONHSAG026570,chr19,55227218,55236805,-,NONHSAG026570,TMEM86B
lNONHSAG026572,chr19,55262223,55280383,-,NONHSAG026572,NONHSAG026572
lNONHSAG026575,chr19,55312028,55312495,-,NONHSAG026575,CTD-2105E13.14
lNONHSAG026578,chr19,55377578,55378125,-,NONHSAG026578,CTD-2105E13.15
lNONHSAG026579,chr19,55399744,55400419,-,NONHSAG026579,CTD-2105E13.13
lNONHSAG026581,chr19,55407919,55426536,+,NONHSAG026581,NONHSAG026581
lNONHSAG026588,chr19,55519100,55527261,-,NONHSAG026588,NONHSAG026588
lNONHSAG026596,chr19,55649047,55651428,+,NONHSAG026596,CCDC106
lNONHSAG026597,chr19,55654131,55655019,+,NONHSAG026597,NONHSAG026597
lNONHSAG026599,chr19,55661900,55674715,-,NONHSAG026599,CTD-2537I9.12
lNONHSAG026604,chr19,55696224,55705130,+,NONHSAG026604,AC010525.6
lNONHSAG026605,chr19,55696314,55697429,+,NONHSAG026605,AC010525.7
lNONHSAG026606,chr19,55700048,55701219,+,NONHSAG026606,AC010525.7
lNONHSAG026612,chr19,56066683,56078801,+,NONHSAG026612,CTD-2621I17.6
lNONHSAG026622,chr19,56342431,56343419,-,NONHSAG026622,AC006116.13
lNONHSAG026623,chr19,56346769,56368053,-,NONHSAG026623,AC006116.15
lNONHSAG026624,chr19,56368120,56379827,+,NONHSAG026624,ZNF542
lNONHSAG026625,chr19,56376703,56377792,-,NONHSAG026625,AC006116.24
lNONHSAG026636,chr19,56544927,56567464,-,NONHSAG026636,AC007228.11
lNONHSAG026643,chr19,56671888,56702389,+,NONHSAG026643,AC007228.5
lNONHSAG026644,chr19,56672573,56673901,-,NONHSAG026644,AC007228.9
lNONHSAG026645,chr19,56690685,56799646,+,NONHSAG026645,AC006115.3;ZIM2-AS1
lNONHSAG026657,chr19,57263972,57280334,-,NONHSAG026657,CTC-444N24.6
lNONHSAG026659,chr19,57297551,57300364,+,NONHSAG026659,NONHSAG026659
lNONHSAG026662,chr19,57350418,57352012,-,NONHSAG026662,CTC-444N24.13
lNONHSAG026674,chr19,57599884,57612719,+,NONHSAG026674,NONHSAG026674
lNONHSAG026684,chr19,57825298,57827462,-,NONHSAG026684,AC010522.1
lNONHSAG026690,chr19,57854734,57870243,-,NONHSAG026690,CTD-2583A14.8
lNONHSAG026693,chr19,57922263,57935394,-,NONHSAG026693,ZNF418
lNONHSAG026697,chr19,58002060,58011232,+,NONHSAG026697,CTD-2368P22.1
lNONHSAG026699,chr19,58034841,58055354,-,NONHSAG026699,NONHSAG026699
lNONHSAG026703,chr19,58126334,58155110,-,NONHSAG026703,NONHSAG026703
lNONHSAG026705,chr19,58155742,58177537,+,NONHSAG026705,NONHSAG026705
lNONHSAG026712,chr19,58243283,58278811,-,NONHSAG026712,CTD-3138B18.5
lNONHSAG026713,chr19,58266634,58267685,+,NONHSAG026713,CTD-3138B18.6
lNONHSAG026714,chr19,58229464,58278072,+,NONHSAG026714,NONHSAG026714
lNONHSAG026718,chr19,58319276,58320489,+,NONHSAG026718,AC010642.2
lNONHSAG026720,chr19,58353020,58356083,-,NONHSAG026720,CTD-2619J13.8
lNONHSAG026721,chr19,58347202,58361730,+,NONHSAG026721,CTD-2619J13.9;A1BG-AS1
lNONHSAG026722,chr19,58362584,58366591,+,NONHSAG026722,CTD-2619J13.3
lNONHSAG026727,chr19,58401935,58409340,-,NONHSAG026727,CTD-2619J13.14
lNONHSAG026729,chr19,58427515,58431148,-,NONHSAG026729,CTD-2619J13.17
lNONHSAG026730,chr19,58440447,58445849,+,NONHSAG026730,CTD-2619J13.19
lNONHSAG026732,chr19,58468154,58476001,-,NONHSAG026732,CTD-2619J13.23
lNONHSAG026734,chr19,58479400,58481467,-,NONHSAG026734,NONHSAG026734
lNONHSAG026737,chr19,58499490,58512413,+,NONHSAG026737,NONHSAG026737
lNONHSAG026739,chr19,58513531,58519821,-,NONHSAG026739,NONHSAG026739
lNONHSAG026743,chr19,58559126,58581646,+,NONHSAG026743,AC016629.8
lNONHSAG026744,chr19,58575540,58589495,+,NONHSAG026744,RPL23AP79
lNONHSAG026745,chr19,58582023,58582609,+,NONHSAG026745,MGC2752
lNONHSAG026752,chr2,197568,211224,+,NONHSAG026752,AC079779.7
lNONHSAG026757,chr2,264953,278270,+,NONHSAG026757,ACP1
lNONHSAG026758,chr2,285857,301516,+,NONHSAG026758,AC079779.4
lNONHSAG026759,chr2,279580,288704,-,NONHSAG026759,FAM150B
lNONHSAG026779,chr2,663813,667014,+,NONHSAG026779,NONHSAG026779
lNONHSAG026781,chr2,677185,699331,+,NONHSAG026781,AC092159.2
lNONHSAG026784,chr2,697152,731225,-,NONHSAG026784,AC116609.1
lNONHSAG026790,chr2,740303,748673,-,NONHSAG026790,NONHSAG026790
lNONHSAG026795,chr2,910925,921125,-,NONHSAG026795,AC113607.3
lNONHSAG026803,chr2,1496698,1543667,+,NONHSAG026803,TPO
lNONHSAG026810,chr2,1572553,1580311,-,NONHSAG026810,AC141930.2
lNONHSAG026813,chr2,1633184,1643508,-,NONHSAG026813,PXDN
lNONHSAG026815,chr2,1744982,1753952,+,NONHSAG026815,NONHSAG026815
lNONHSAG026838,chr2,2895047,3126026,-,NONHSAG026838,AC019118.2;LINC01250
lNONHSAG026842,chr2,3131580,3145780,-,NONHSAG026842,AC019118.3
lNONHSAG026846,chr2,3177077,3181397,+,NONHSAG026846,NONHSAG026846
lNONHSAG026849,chr2,3298340,3301466,-,NONHSAG026849,TSSC1-IT1
lNONHSAG026851,chr2,3451017,3453932,+,NONHSAG026851,NONHSAG026851
lNONHSAG026853,chr2,3519259,3524367,+,NONHSAG026853,AC142528.1
lNONHSAG026854,chr2,3531812,3536980,-,NONHSAG026854,AC108488.4
lNONHSAG026856,chr2,3558095,3571313,+,NONHSAG026856,AC108488.3;RNASEH1-AS1
lNONHSAG026857,chr2,3561288,3575109,-,NONHSAG026857,NONHSAG026857
lNONHSAG026858,chr2,3575262,3580918,+,NONHSAG026858,RPS7
lNONHSAG026864,chr2,3697303,3704154,-,NONHSAG026864,AC010907.5
lNONHSAG026874,chr2,4136643,4140732,-,NONHSAG026874,AC012445.1
lNONHSAG026877,chr2,5273752,5294519,+,NONHSAG026877,NONHSAG026877
lNONHSAG026886,chr2,5726448,5732183,+,NONHSAG026886,AC010729.2
lNONHSAG026896,chr2,6496002,6503807,+,NONHSAG026896,AC021021.2
lNONHSAG026920,chr2,7824493,7869309,-,NONHSAG026920,NONHSAG026920
lNONHSAG026925,chr2,8007770,8383621,-,NONHSAG026925,LINC00299
lNONHSAG026930,chr2,8383633,8442250,-,NONHSAG026930,NONHSAG026930
lNONHSAG026934,chr2,8542225,8583810,-,NONHSAG026934,AC011747.4;AC011747.3;LINC01814
lNONHSAG026939,chr2,8665803,8683728,-,NONHSAG026939,AC011747.7;ID2-AS1
lNONHSAG026945,chr2,8858127,8873204,-,NONHSAG026945,MBOAT2
lNONHSAG026947,chr2,9004072,9024716,+,NONHSAG026947,NONHSAG026947
lNONHSAG026960,chr2,9406040,9423250,-,NONHSAG026960,ITGB1BP1
lNONHSAG026962,chr2,9473099,9474535,-,NONHSAG026962,NONHSAG026962
lNONHSAG026963,chr2,9481435,9488619,+,NONHSAG026963,IAH1
lNONHSAG026971,chr2,9929326,9939590,+,NONHSAG026971,RP11-95D17.1
lNONHSAG026972,chr2,10003157,10009863,-,NONHSAG026972,AC010969.1
lNONHSAG026974,chr2,10029346,10043160,+,NONHSAG026974,NONHSAG026974
lNONHSAG026984,chr2,10448693,10457629,+,NONHSAG026984,RP11-320M2.1
lNONHSAG026985,chr2,10562291,10569633,+,NONHSAG026985,NONHSAG026985
lNONHSAG026995,chr2,11098999,11132821,-,NONHSAG026995,AC062028.1
lNONHSAG027004,chr2,11344975,11349287,+,NONHSAG027004,NONHSAG027004
lNONHSAG027005,chr2,11357223,11365637,-,NONHSAG027005,AC099344.2
lNONHSAG027006,chr2,11366595,11371210,-,NONHSAG027006,NONHSAG027006
lNONHSAG027009,chr2,11405627,11421268,+,NONHSAG027009,NONHSAG027009
lNONHSAG027011,chr2,11444374,11466177,-,NONHSAG027011,E2F6
lNONHSAG027013,chr2,11584772,11585050,+,NONHSAG027013,RN7SL674P
lNONHSAG027017,chr2,11681436,11683329,+,NONHSAG027017,AC106875.1
lNONHSAG027019,chr2,11724375,11824898,+,NONHSAG027019,LPIN1
lNONHSAG027034,chr2,12535735,12665472,-,NONHSAG027034,NONHSAG027034
lNONHSAG027035,chr2,12598986,12605146,+,NONHSAG027035,AC096559.2
lNONHSAG027038,chr2,12736890,12926678,-,NONHSAG027038,NONHSAG027038
lNONHSAG027039,chr2,12966403,13007014,-,NONHSAG027039,AC064875.2
lNONHSAG027044,chr2,13537672,13609169,+,NONHSAG027044,AC092635.1
lNONHSAG027050,chr2,13723047,13758152,+,NONHSAG027050,AC016730.1
lNONHSAG027053,chr2,14616427,14630193,+,NONHSAG027053,AC011897.2
lNONHSAG027067,chr2,15668683,15680485,-,NONHSAG027067,AC008278.3
lNONHSAG027075,chr2,15920771,15942249,-,NONHSAG027075,mycnos;MYCNOS
lNONHSAG027081,chr2,16060999,16105860,-,NONHSAG027081,AC142119.1
lNONHSAG027100,chr2,16970033,16974498,+,NONHSAG027100,AC080094.1
lNONHSAG027112,chr2,17947012,18018022,-,NONHSAG027112,NONHSAG027112
lNONHSAG027117,chr2,18550771,18553219,+,NONHSAG027117,NONHSAG027117
lNONHSAG027119,chr2,18560390,18943890,+,NONHSAG027119,NONHSAG027119
lNONHSAG027123,chr2,18910759,18924622,+,NONHSAG027123,NONHSAG027123
lNONHSAG027134,chr2,19458219,19468962,-,NONHSAG027134,AC010096.1
lNONHSAG027144,chr2,19990203,20004823,+,NONHSAG027144,AC079145.4
lNONHSAG027148,chr2,20063855,20106830,-,NONHSAG027148,AC098828.2
lNONHSAG027149,chr2,20115012,20126052,+,NONHSAG027149,NONHSAG027149
lNONHSAG027154,chr2,20202256,20223388,-,NONHSAG027154,SDC1
lNONHSAG027164,chr2,20524981,20540177,-,NONHSAG027164,NONHSAG027164
lNONHSAG027165,chr2,20529383,20601205,+,NONHSAG027165,NONHSAG027165
lNONHSAG027195,chr2,21933335,22531105,-,NONHSAG027195,AC068490.2
lNONHSAG027213,chr2,23357515,23360377,-,NONHSAG027213,AC012506.3
lNONHSAG027214,chr2,23374806,23381299,-,NONHSAG027214,AC012506.4
lNONHSAG027217,chr2,23734424,23735606,-,NONHSAG027217,RPI002_006545
lNONHSAG027225,chr2,24060809,24063676,+,NONHSAG027225,FKBP1B
lNONHSAG027226,chr2,24067590,24076418,-,NONHSAG027226,SF3B14
lNONHSAG027227,chr2,24076016,24169638,+,NONHSAG027227,FAM228B
lNONHSAG027229,chr2,24115598,24123342,-,NONHSAG027229,PFN4
lNONHSAG027231,chr2,24199838,24201698,-,NONHSAG027231,AC008073.9
lNONHSAG027232,chr2,24214380,24221517,+,NONHSAG027232,AC009228.1
lNONHSAG027247,chr2,24971361,25039759,+,NONHSAG027247,DNAJC27-AS1
lNONHSAG027255,chr2,25342591,25345555,+,NONHSAG027255,NONHSAG027255
lNONHSAG027256,chr2,25369135,25375846,-,NONHSAG027256,AC012074.2
lNONHSAG027260,chr2,25418010,25440600,+,NONHSAG027260,AC104699.1
lNONHSAG027264,chr2,25685503,25722103,-,NONHSAG027264,NONHSAG027264
lNONHSAG027265,chr2,25733759,25736588,-,NONHSAG027265,NONHSAG027265
lNONHSAG027270,chr2,26034122,26110338,+,NONHSAG027270,RAB10
lNONHSAG027276,chr2,26194218,26196447,+,NONHSAG027276,NONHSAG027276
lNONHSAG027286,chr2,26457982,26460708,-,NONHSAG027286,NONHSAG027286
lNONHSAG027288,chr2,26671253,26674465,-,NONHSAG027288,AC015977.6
lNONHSAG027290,chr2,26705545,26708680,+,NONHSAG027290,NONHSAG027290
lNONHSAG027291,chr2,26786013,26801064,+,NONHSAG027291,CENPA
lNONHSAG027294,chr2,26984468,27014612,-,NONHSAG027294,AC013472.3
lNONHSAG027296,chr2,27019030,27032874,-,NONHSAG027296,NONHSAG027296
lNONHSAG027301,chr2,27070475,27071699,-,NONHSAG027301,NONHSAG027301
lNONHSAG027302,chr2,27084749,27086574,-,NONHSAG027302,NONHSAG027302
lNONHSAG027309,chr2,27207570,27211952,-,NONHSAG027309,NONHSAG027309
lNONHSAG027310,chr2,27212363,27217150,+,NONHSAG027310,ATRAID
lNONHSAG027316,chr2,27275420,27281431,+,NONHSAG027316,SLC30A3
lNONHSAG027319,chr2,27309495,27323080,-,NONHSAG027319,MPV17
lNONHSAG027323,chr2,27356245,27367622,+,NONHSAG027323,AC074117.10
lNONHSAG027342,chr2,27889455,27891114,-,NONHSAG027342,NONHSAG027342
lNONHSAG027351,chr2,28383026,28412029,-,NONHSAG027351,AC104695.3
lNONHSAG027352,chr2,28390716,28391909,+,NONHSAG027352,NONHSAG027352
lNONHSAG027362,chr2,28708867,28751499,-,NONHSAG027362,AC097724.3
lNONHSAG027363,chr2,28713301,28726000,+,NONHSAG027363,NONHSAG027363
lNONHSAG027364,chr2,28751875,28799899,+,NONHSAG027364,PPP1CB
lNONHSAG027365,chr2,28810875,28840807,+,NONHSAG027365,SPDYA
lNONHSAG027370,chr2,29115622,29132879,+,NONHSAG027370,CLIP4
lNONHSAG027374,chr2,29319321,29327492,+,NONHSAG027374,NONHSAG027374
lNONHSAG027383,chr2,30146960,30158781,+,NONHSAG027383,YPEL5
lNONHSAG027387,chr2,30258326,30260027,+,NONHSAG027387,AC104698.1
lNONHSAG027390,chr2,30332549,30361619,+,NONHSAG027390,AC109642.1
lNONHSAG027391,chr2,30343235,30404135,-,NONHSAG027391,NONHSAG027391
lNONHSAG027393,chr2,30689067,30697523,+,NONHSAG027393,NONHSAG027393
lNONHSAG027397,chr2,30823589,30860216,+,NONHSAG027397,NONHSAG027397
lNONHSAG027398,chr2,31124638,31138083,-,NONHSAG027398,GALNT14
lNONHSAG027400,chr2,31271862,31275974,+,NONHSAG027400,NONHSAG027400
lNONHSAG027413,chr2,31867826,32039793,-,NONHSAG027413,MEMO1
lNONHSAG027415,chr2,32013060,32013368,+,NONHSAG027415,CTC-336P14.1
lNONHSAG027417,chr2,32201599,32203999,+,NONHSAG027417,DDX50P1
lNONHSAG027437,chr2,33555046,33565268,-,NONHSAG027437,AC020594.5
lNONHSAG027443,chr2,33706885,34635340,+,NONHSAG027443,AC009499.1
lNONHSAG027449,chr2,34562588,34599545,-,NONHSAG027449,NONHSAG027449
lNONHSAG027452,chr2,34799849,35185689,+,NONHSAG027452,AC012593.1
lNONHSAG027469,chr2,36839002,36846143,-,NONHSAG027469,NONHSAG027469
lNONHSAG027476,chr2,37196491,37204743,+,NONHSAG027476,AC007390.5
lNONHSAG027482,chr2,37324895,37339716,+,NONHSAG027482,AC007391.2
lNONHSAG027485,chr2,37489495,37537254,+,NONHSAG027485,NONHSAG027485
lNONHSAG027489,chr2,37671767,37673149,+,NONHSAG027489,NONHSAG027489
lNONHSAG027499,chr2,37949910,38039327,-,NONHSAG027499,RMDN2-AS1
lNONHSAG027504,chr2,38073446,38231651,+,NONHSAG027504,CYP1B1-AS1
lNONHSAG027513,chr2,38403829,38515741,-,NONHSAG027513,AC016995.3
lNONHSAG027515,chr2,38431251,38447494,+,NONHSAG027515,AC093822.1
lNONHSAG027520,chr2,38563517,38585654,-,NONHSAG027520,HNRNPLL
lNONHSAG027522,chr2,38601597,38602178,+,NONHSAG027522,AC011247.3
lNONHSAG027524,chr2,38744893,38751340,-,NONHSAG027524,SRSF7
lNONHSAG027527,chr2,38810756,38820770,+,NONHSAG027527,NONHSAG027527
lNONHSAG027529,chr2,38861231,38863134,+,NONHSAG027529,AC018693.6
lNONHSAG027530,chr2,38935655,38953429,-,NONHSAG027530,NONHSAG027530
lNONHSAG027533,chr2,38959287,38960344,-,NONHSAG027533,NONHSAG027533
lNONHSAG027534,chr2,38985433,38997302,-,NONHSAG027534,SOS1
lNONHSAG027540,chr2,39244913,39246194,-,NONHSAG027540,NONHSAG027540
lNONHSAG027545,chr2,39494959,39558046,-,NONHSAG027545,NONHSAG027545
lNONHSAG027546,chr2,39588448,39601121,-,NONHSAG027546,NONHSAG027546
lNONHSAG027549,chr2,39776353,40255209,+,NONHSAG027549,SLC8A1-AS1
lNONHSAG027565,chr2,41987267,42025303,-,NONHSAG027565,AC013480.2
lNONHSAG027570,chr2,42142363,42170336,-,NONHSAG027570,AC083949.1
lNONHSAG027576,chr2,42335812,42345902,+,NONHSAG027576,NONHSAG027576
lNONHSAG027578,chr2,42365670,42425089,-,NONHSAG027578,COX7A2L
lNONHSAG027579,chr2,42394796,42399278,+,NONHSAG027579,NONHSAG027579
lNONHSAG027587,chr2,42792335,42827593,+,NONHSAG027587,NONHSAG027587
lNONHSAG027588,chr2,42801426,42811828,-,NONHSAG027588,NONHSAG027588
lNONHSAG027589,chr2,42810201,42811834,+,NONHSAG027589,NONHSAG027589
lNONHSAG027590,chr2,42827693,42953836,+,NONHSAG027590,NONHSAG027590
lNONHSAG027592,chr2,42862895,42936114,+,NONHSAG027592,NONHSAG027592
lNONHSAG027602,chr2,43092177,43094322,+,NONHSAG027602,NONHSAG027602
lNONHSAG027603,chr2,43070403,43143114,-,NONHSAG027603,AC093609.1
lNONHSAG027604,chr2,43097745,43171788,+,NONHSAG027604,NONHSAG027604
lNONHSAG027605,chr2,43129664,43131508,+,NONHSAG027605,NONHSAG027605
lNONHSAG027606,chr2,43171478,43221939,-,NONHSAG027606,NONHSAG027606
lNONHSAG027608,chr2,43227209,43228855,+,NONHSAG027608,NONHSAG027608
lNONHSAG027609,chr2,43229572,43233456,+,NONHSAG027609,AC010883.5
lNONHSAG027612,chr2,43680464,43681622,-,NONHSAG027612,AC011242.5
lNONHSAG027615,chr2,43803396,43805548,+,NONHSAG027615,DYNC2LI1
lNONHSAG027616,chr2,43890847,43893643,-,NONHSAG027616,NONHSAG027616
lNONHSAG027636,chr2,44944710,44968762,+,NONHSAG027636,AC012354.6
lNONHSAG027643,chr2,45323527,45333411,+,NONHSAG027643,NONHSAG027643
lNONHSAG027647,chr2,45645253,45651149,-,NONHSAG027647,NONHSAG027647
lNONHSAG027649,chr2,45677020,45742337,+,NONHSAG027649,PRKCE
lNONHSAG027650,chr2,45674700,45675477,-,NONHSAG027650,U51244.2
lNONHSAG027653,chr2,46166788,46167978,-,NONHSAG027653,AC017006.3
lNONHSAG027656,chr2,46282000,46295336,+,NONHSAG027656,EPAS1
lNONHSAG027659,chr2,46429119,46469043,+,NONHSAG027659,TMEM247
lNONHSAG027661,chr2,46527878,46541583,-,NONHSAG027661,ATP6V1E2
lNONHSAG027664,chr2,46535695,46541470,+,NONHSAG027664,NONHSAG027664
lNONHSAG027668,chr2,46581274,46617112,-,NONHSAG027668,PIGF
lNONHSAG027674,chr2,46777782,46780245,+,NONHSAG027674,RP11-333I13.1
lNONHSAG027679,chr2,46899274,46908678,+,NONHSAG027679,AC016722.4
lNONHSAG027680,chr2,46908443,46915809,-,NONHSAG027680,MCFD2
lNONHSAG027682,chr2,47067452,47198470,-,NONHSAG027682,CALM2
lNONHSAG027684,chr2,47067821,47071205,+,NONHSAG027684,AC073283.7
lNONHSAG027686,chr2,47192404,47345157,-,NONHSAG027686,AC073283.4
lNONHSAG027694,chr2,47412532,47429883,+,NONHSAG027694,NONHSAG027694
lNONHSAG027696,chr2,47486013,47501869,-,NONHSAG027696,AC138655.6
lNONHSAG027697,chr2,47512851,47519394,-,NONHSAG027697,NONHSAG027697
lNONHSAG027705,chr2,47806921,47834863,-,NONHSAG027705,FBXO11
lNONHSAG027709,chr2,47905501,47914793,+,NONHSAG027709,AC079807.2
lNONHSAG027712,chr2,48047503,48090449,+,NONHSAG027712,NONHSAG027712
lNONHSAG027714,chr2,48112974,48118245,+,NONHSAG027714,NONHSAG027714
lNONHSAG027722,chr2,48524810,48560139,+,NONHSAG027722,STON1
lNONHSAG027740,chr2,52071354,52077197,+,NONHSAG027740,ZNF863P
lNONHSAG027757,chr2,53700268,53714582,+,NONHSAG027757,NONHSAG027757
lNONHSAG027765,chr2,53970841,54305140,+,NONHSAG027765,ACYP2
lNONHSAG027769,chr2,54021419,54085068,-,NONHSAG027769,AC008280.3
lNONHSAG027775,chr2,54330895,54360547,+,NONHSAG027775,C2orf73
lNONHSAG027782,chr2,54659169,54660131,+,NONHSAG027782,NONHSAG027782
lNONHSAG027783,chr2,54661010,54680045,-,NONHSAG027783,AC093110.3
lNONHSAG027791,chr2,55049761,55050300,+,NONHSAG027791,NONHSAG027791
lNONHSAG027794,chr2,55223813,55232247,-,NONHSAG027794,CLHC1
lNONHSAG027796,chr2,55224279,55225908,+,NONHSAG027796,AC012358.4
lNONHSAG027798,chr2,55254677,55269213,-,NONHSAG027798,MTIF2
lNONHSAG027799,chr2,55282349,55346049,+,NONHSAG027799,AC012358.8
lNONHSAG027801,chr2,55363331,55419820,-,NONHSAG027801,CCDC88A
lNONHSAG027805,chr2,55512381,55517749,+,NONHSAG027805,NONHSAG027805
lNONHSAG027810,chr2,55624937,55631438,-,NONHSAG027810,NONHSAG027810
lNONHSAG027811,chr2,55616878,55638707,+,NONHSAG027811,NONHSAG027811
lNONHSAG027819,chr2,55952157,56386171,+,NONHSAG027819,NONHSAG027819
lNONHSAG027822,chr2,56173392,56185778,-,NONHSAG027822,AC007743.1
lNONHSAG027823,chr2,56523143,56589496,+,NONHSAG027823,NONHSAG027823
lNONHSAG027831,chr2,57755427,57765210,+,NONHSAG027831,CTD-2026C7.1
lNONHSAG027838,chr2,58250881,58252675,-,NONHSAG027838,NONHSAG027838
lNONHSAG027849,chr2,59770910,59792071,+,NONHSAG027849,NONHSAG027849
lNONHSAG027852,chr2,60339606,60412134,-,NONHSAG027852,AC007381.3
lNONHSAG027859,chr2,60495685,60499964,+,NONHSAG027859,AC009970.1
lNONHSAG027864,chr2,60822936,60881422,-,NONHSAG027864,AC010733.4;LINC01185
lNONHSAG027866,chr2,60834530,60834951,-,NONHSAG027866,NONHSAG027866
lNONHSAG027868,chr2,60925908,60943753,+,NONHSAG027868,RP11-373L24.1
lNONHSAG027873,chr2,61140657,61145107,-,NONHSAG027873,AC016747.3
lNONHSAG027874,chr2,61151430,61162606,-,NONHSAG027874,NONHSAG027874
lNONHSAG027876,chr2,61177448,61188925,+,NONHSAG027876,AHSA2
lNONHSAG027882,chr2,61471003,61486343,+,NONHSAG027882,RP11-355B11.2
lNONHSAG027891,chr2,61703244,61764911,-,NONHSAG027891,NONHSAG027891
lNONHSAG027902,chr2,62275938,62464070,-,NONHSAG027902,NONHSAG027902
lNONHSAG027909,chr2,62415193,62464071,+,NONHSAG027909,AC093159.1
lNONHSAG027929,chr2,63117850,63119542,-,NONHSAG027929,DBIL5P2
lNONHSAG027933,chr2,63589652,63840796,-,NONHSAG027933,WDPCP
lNONHSAG027957,chr2,64273884,64323807,+,NONHSAG027957,NONHSAG027957
lNONHSAG027959,chr2,64303586,64341647,-,NONHSAG027959,AC114752.3
lNONHSAG027969,chr2,64606974,64616483,+,NONHSAG027969,AC007365.1
lNONHSAG027983,chr2,64985472,64987580,-,NONHSAG027983,NONHSAG027983
lNONHSAG027984,chr2,65030726,65053017,-,NONHSAG027984,AC007386.4
lNONHSAG027985,chr2,64762117,65056196,-,NONHSAG027985,NONHSAG027985;AC007880.1;AC007386.2;LINC01800;LINC02245
lNONHSAG027986,chr2,65056499,65071597,+,NONHSAG027986,CEP68
lNONHSAG027987,chr2,65069570,65071982,-,NONHSAG027987,NONHSAG027987
lNONHSAG027988,chr2,65086854,65130301,-,NONHSAG027988,RAB1A
lNONHSAG027991,chr2,65166406,65228398,-,NONHSAG027991,NONHSAG027991
lNONHSAG028000,chr2,65450352,65456528,+,NONHSAG028000,NONHSAG028000
lNONHSAG028019,chr2,66420813,66434242,-,NONHSAG028019,MEIS1-AS3
lNONHSAG028042,chr2,67331882,67345739,+,NONHSAG028042,NONHSAG028042
lNONHSAG028045,chr2,67123356,67398136,-,NONHSAG028045,AC078941.1;LINC01829
lNONHSAG028053,chr2,67562066,67605963,+,NONHSAG028053,AC007422.1
lNONHSAG028060,chr2,68157914,68174937,+,NONHSAG028060,PNO1
lNONHSAG028070,chr2,68907914,68917896,-,NONHSAG028070,NONHSAG028070
lNONHSAG028072,chr2,69149502,69150863,-,NONHSAG028072,NONHSAG028072
lNONHSAG028082,chr2,69643599,69720875,+,NONHSAG028082,ANXA4
lNONHSAG028090,chr2,69895092,69905233,+,NONHSAG028090,SNRNP27
lNONHSAG028093,chr2,69962262,70103221,-,NONHSAG028093,PCBP1-AS1
lNONHSAG028105,chr2,70124035,70125294,+,NONHSAG028105,NONHSAG028105
lNONHSAG028108,chr2,70210204,70210895,+,NONHSAG028108,NONHSAG028108
lNONHSAG028109,chr2,70212328,70228413,-,NONHSAG028109,TIA1
lNONHSAG028112,chr2,70301403,70302073,+,NONHSAG028112,AC022201.5
lNONHSAG028117,chr2,70467384,70481640,-,NONHSAG028117,TGFA-IT1
lNONHSAG028118,chr2,70656783,70658325,-,NONHSAG028118,RP11-436H22.1
