lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONHSAG004734,chr1,235928974,235931668,+,NONHSAG004734,NONHSAG004734
lNONHSAG004735,chr1,235931825,235934081,+,NONHSAG004735,NONHSAG004735
lNONHSAG004736,chr1,235911547,235943806,-,NONHSAG004736,RP5-940F7.2
lNONHSAG004737,chr1,235957626,235990865,+,NONHSAG004737,NONHSAG004737
lNONHSAG004740,chr1,236183777,236208910,+,NONHSAG004740,GPR137B
lNONHSAG004741,chr1,236285975,236286960,-,NONHSAG004741,RP11-478H16.1
lNONHSAG004742,chr1,236500544,236505283,+,NONHSAG004742,NONHSAG004742
lNONHSAG004743,chr1,236523068,236524531,-,NONHSAG004743,LGALS8-AS1
lNONHSAG004745,chr1,236536020,236537016,-,NONHSAG004745,NONHSAG004745
lNONHSAG004746,chr1,236540093,236550280,-,NONHSAG004746,RP11-385F5.4
lNONHSAG004751,chr1,236900919,236903932,+,NONHSAG004751,NONHSAG004751
lNONHSAG004752,chr1,236906770,236928321,+,NONHSAG004752,NONHSAG004752
lNONHSAG004753,chr1,236909290,236909783,+,NONHSAG004753,NONHSAG004753
lNONHSAG004755,chr1,236918243,236919817,+,NONHSAG004755,NONHSAG004755
lNONHSAG004756,chr1,236981336,236981708,+,NONHSAG004756,RP11-513I15.6
lNONHSAG004765,chr1,237949735,237951536,-,NONHSAG004765,MTND5P18
lNONHSAG004767,chr1,238275836,238287016,+,NONHSAG004767,NONHSAG004767
lNONHSAG004768,chr1,238323082,238371995,+,NONHSAG004768,NONHSAG004768
lNONHSAG004769,chr1,238425440,238444961,+,NONHSAG004769,NONHSAG004769
lNONHSAG004771,chr1,238485444,238627437,+,NONHSAG004771,RP11-177F15.1
lNONHSAG004774,chr1,239247806,239255181,-,NONHSAG004774,RP11-544D21.2
lNONHSAG004775,chr1,239269724,239297937,-,NONHSAG004775,RP11-544D21.1
lNONHSAG004776,chr1,239386709,239545732,+,NONHSAG004776,CHRM3
lNONHSAG004778,chr1,239703380,239730465,-,NONHSAG004778,CHRM3-AS2
lNONHSAG004779,chr1,239898015,239899873,-,NONHSAG004779,CHRM3-AS1
lNONHSAG004780,chr1,239911662,239915444,+,NONHSAG004780,NONHSAG004780
lNONHSAG004781,chr1,239915438,239916956,-,NONHSAG004781,RP11-35L17.3
lNONHSAG004782,chr1,240007535,240013345,+,NONHSAG004782,RPS7P5
lNONHSAG004784,chr1,240177838,240179644,-,NONHSAG004784,RP11-567G24.3
lNONHSAG004785,chr1,240206796,240207939,-,NONHSAG004785,NONHSAG004785
lNONHSAG004790,chr1,240588521,240590748,-,NONHSAG004790,RP11-467I20.6
lNONHSAG004794,chr1,240739365,240743649,-,NONHSAG004794,RP11-80B9.4
lNONHSAG004795,chr1,240763876,240776803,+,NONHSAG004795,RP11-80B9.1
lNONHSAG004797,chr1,240775516,241357178,-,NONHSAG004797,NONHSAG004797
lNONHSAG004798,chr1,240823005,240823433,-,NONHSAG004798,RFKP1
lNONHSAG004803,chr1,241305579,241305882,-,NONHSAG004803,RP11-306K13.1
lNONHSAG004804,chr1,241357256,241410590,+,NONHSAG004804,NONHSAG004804
lNONHSAG004805,chr1,241413749,241433910,+,NONHSAG004805,RP11-527D7.1
lNONHSAG004809,chr1,241628852,241631422,-,NONHSAG004809,NONHSAG004809
lNONHSAG004812,chr1,241831934,241832787,+,NONHSAG004812,RP11-553N16.1
lNONHSAG004815,chr1,241896971,241911734,+,NONHSAG004815,NONHSAG004815
lNONHSAG004819,chr1,242203554,242210524,-,NONHSAG004819,RP11-561I11.3
lNONHSAG004820,chr1,242203554,242210828,+,NONHSAG004820,RP11-561I11.2;RP11-561I11.3
lNONHSAG004822,chr1,242489574,242491275,-,NONHSAG004822,NONHSAG004822
lNONHSAG004827,chr1,243029511,243052252,-,NONHSAG004827,RP11-261C10.2
lNONHSAG004828,chr1,243053568,243101744,-,NONHSAG004828,RP11-261C10.7
lNONHSAG004830,chr1,243135897,243140588,+,NONHSAG004830,RP11-261C10.5
lNONHSAG004831,chr1,243164637,243169446,+,NONHSAG004831,RP11-261C10.4
lNONHSAG004834,chr1,243267256,243268119,-,NONHSAG004834,FCF1P7
lNONHSAG004838,chr1,243426491,243500086,+,NONHSAG004838,SDCCAG8
lNONHSAG004840,chr1,243501685,243503593,-,NONHSAG004840,NONHSAG004840
lNONHSAG004841,chr1,243545531,243548329,+,NONHSAG004841,RP11-269F20.1
lNONHSAG004843,chr1,243624665,243625056,-,NONHSAG004843,FABP7P1
lNONHSAG004844,chr1,243702856,243740822,-,NONHSAG004844,AKT3;RP11-370K11.1
lNONHSAG004845,chr1,243793204,243794401,-,NONHSAG004845,AKT3-IT1
lNONHSAG004846,chr1,243917391,244047318,+,NONHSAG004846,RP11-278H7.1
lNONHSAG004847,chr1,243966065,243979491,-,NONHSAG004847,NONHSAG004847
lNONHSAG004848,chr1,244045788,244048241,-,NONHSAG004848,NONHSAG004848
lNONHSAG004849,chr1,244066959,244093027,-,NONHSAG004849,RP11-278H7.4
lNONHSAG004851,chr1,244107364,244109012,+,NONHSAG004851,RP11-278H7.3
lNONHSAG004854,chr1,244303203,244331592,-,NONHSAG004854,NONHSAG004854
lNONHSAG004855,chr1,244375099,244409593,-,NONHSAG004855,RP11-518L10.5
lNONHSAG004857,chr1,244394975,244395660,-,NONHSAG004857,TGIF2P1
lNONHSAG004865,chr1,244772405,244780870,-,NONHSAG004865,NONHSAG004865
lNONHSAG004867,chr1,244835475,244859006,+,NONHSAG004867,NONHSAG004866
lNONHSAG004868,chr1,244840242,244857076,-,NONHSAG004868,NONHSAG004866
lNONHSAG004870,chr1,244943909,244944216,+,NONHSAG004870,RN7SKP55
lNONHSAG004873,chr1,244965148,244971088,-,NONHSAG004873,NONHSAG004873
lNONHSAG004875,chr1,245089022,245090440,-,NONHSAG004875,NONHSAG004875
lNONHSAG004876,chr1,245123470,245124450,-,NONHSAG004876,RP11-290P14.2
lNONHSAG004877,chr1,245129730,245132288,+,NONHSAG004877,NONHSAG004877
lNONHSAG004878,chr1,245206443,245234501,-,NONHSAG004878,RP11-62I21.1
lNONHSAG004880,chr1,245561687,245562510,-,NONHSAG004880,NONHSAG004880
lNONHSAG004882,chr1,245614772,245615145,-,NONHSAG004882,RP11-522M21.2
lNONHSAG004883,chr1,245673731,245676479,-,NONHSAG004883,RP11-522M21.3
lNONHSAG004884,chr1,245707151,245709431,+,NONHSAG004884,NONHSAG004884
lNONHSAG004886,chr1,245894567,245896365,+,NONHSAG004886,NONHSAG004886
lNONHSAG004887,chr1,246025896,246035604,+,NONHSAG004887,RP11-83A16.1
lNONHSAG004888,chr1,246108625,246113867,+,NONHSAG004888,RP11-36N20.1
lNONHSAG004889,chr1,246178777,246179204,+,NONHSAG004889,CHCHD4P5
lNONHSAG004890,chr1,246321662,246322439,-,NONHSAG004890,SMYD3-IT1
lNONHSAG004891,chr1,246516038,246524287,-,NONHSAG004891,RP11-690C23.2;LINC01743
lNONHSAG004895,chr1,246605872,246608103,+,NONHSAG004895,RP11-439E19.1
lNONHSAG004896,chr1,246632250,246632478,-,NONHSAG004896,RP11-452J6.2
lNONHSAG004897,chr1,246666707,246668356,+,NONHSAG004897,NONHSAG004897
lNONHSAG004899,chr1,246682107,246691873,+,NONHSAG004899,RP11-439E19.9
lNONHSAG004902,chr1,246771260,246792713,+,NONHSAG004902,RP11-439E19.10;LINC01341
lNONHSAG004903,chr1,246780476,246783172,-,NONHSAG004903,RP11-439E19.8
lNONHSAG004904,chr1,246785649,246786104,-,NONHSAG004904,NONHSAG004904
lNONHSAG004906,chr1,246945552,246999430,-,NONHSAG004906,ZNF695
lNONHSAG004907,chr1,247015067,247017291,+,NONHSAG004907,RP11-551G24.3
lNONHSAG004910,chr1,247105396,247111315,+,NONHSAG004910,NONHSAG004910
lNONHSAG004911,chr1,247107192,247112499,-,NONHSAG004911,NONHSAG004911
lNONHSAG004913,chr1,247138663,247172003,-,NONHSAG004913,ZNF124
lNONHSAG004916,chr1,247174601,247175568,-,NONHSAG004916,NONHSAG004916
lNONHSAG004920,chr1,247189842,247209133,+,NONHSAG004920,NONHSAG004920
lNONHSAG004921,chr1,247199340,247241823,-,NONHSAG004921,RP11-488L18.8
lNONHSAG004922,chr1,247331014,247393859,+,NONHSAG004922,NONHSAG004922
lNONHSAG004923,chr1,247353938,247359336,+,NONHSAG004923,NONHSAG004923
lNONHSAG004924,chr1,247517862,247520641,+,NONHSAG004924,GCSAML
lNONHSAG004926,chr1,247565638,247640854,-,NONHSAG004926,RP11-978I15.10
lNONHSAG004927,chr1,247639567,247758281,+,NONHSAG004927,RP11-634B7.4
lNONHSAG004928,chr1,247666886,247667841,+,NONHSAG004928,OR3D1P
lNONHSAG004929,chr1,247711812,247723764,-,NONHSAG004929,RP11-634B7.5
lNONHSAG004930,chr1,247733328,247748069,-,NONHSAG004930,NONHSAG004930
lNONHSAG004931,chr1,247875668,247879884,-,NONHSAG004931,NONHSAG004931
lNONHSAG004932,chr1,247936060,247937513,-,NONHSAG004932,RP11-438H8.8
lNONHSAG004933,chr1,247939244,247939659,+,NONHSAG004933,OR2X1P
lNONHSAG004934,chr1,248038638,248038981,+,NONHSAG004934,NONHSAG004934
lNONHSAG004935,chr1,248180187,248180834,-,NONHSAG004935,NONHSAG004935
lNONHSAG004936,chr1,248239302,248239773,+,NONHSAG004936,NONHSAG004936
lNONHSAG004937,chr1,248484245,248499287,-,NONHSAG004937,RP11-407H12.8
lNONHSAG004942,chr1,248691967,248699110,+,NONHSAG004942,XX-CR54.1
lNONHSAG004947,chr1,248826670,248831433,-,NONHSAG004947,NONHSAG004947
lNONHSAG004951,chr1,248849641,248870043,+,NONHSAG004951,AL672294.1
lNONHSAG004956,chr10,80393,86265,-,NONHSAG004956,IL9RP2
lNONHSAG004957,chr10,337138,337987,+,NONHSAG004957,NONHSAG004957
lNONHSAG004958,chr10,348517,365439,+,NONHSAG004958,NONHSAG004958
lNONHSAG004960,chr10,437560,441171,+,NONHSAG004960,RP11-490E15.2
lNONHSAG004961,chr10,628637,631256,+,NONHSAG004961,RP11-809C18.3
lNONHSAG004962,chr10,649947,652655,+,NONHSAG004963;NONHSAG004962,NONHSAG004962;PRR26
lNONHSAG004968,chr10,813137,829457,-,NONHSAG004968,LARP4B
lNONHSAG004969,chr10,907524,931564,-,NONHSAG004969,LARP4B
lNONHSAG004970,chr10,923025,952090,+,NONHSAG004970,RP11-363N22.2
lNONHSAG004971,chr10,932008,933239,-,NONHSAG004971,NONHSAG004971
lNONHSAG004975,chr10,1022600,1045247,+,NONHSAG004975,IDI2-AS1
lNONHSAG004977,chr10,1050015,1056720,-,NONHSAG004977,NONHSAG004977
lNONHSAG004978,chr10,1090154,1092179,+,NONHSAG004978,NONHSAG004978
lNONHSAG004979,chr10,1094784,1095744,+,NONHSAG004979,NONHSAG004979
lNONHSAG004980,chr10,1101631,1103351,+,NONHSAG004980,NONHSAG004980
lNONHSAG004982,chr10,1159768,1173786,+,NONHSAG004982,LINC00200
lNONHSAG004983,chr10,1177312,1180644,-,NONHSAG004983,NONHSAG004983
lNONHSAG004986,chr10,1211917,1216632,+,NONHSAG004986,NONHSAG004986
lNONHSAG004987,chr10,1213806,1214663,-,NONHSAG004987,NONHSAG004987
lNONHSAG004989,chr10,1361000,1361638,-,NONHSAG004989,RP11-398B16.2
lNONHSAG004990,chr10,1526629,1557485,+,NONHSAG004990,ADARB2-AS1
lNONHSAG004991,chr10,1615091,1617619,-,NONHSAG004991,NONHSAG004991
lNONHSAG004992,chr10,1752933,1772238,-,NONHSAG004992,NONHSAG004992
lNONHSAG004995,chr10,2005472,2015025,-,NONHSAG004995,LINC00700
lNONHSAG004997,chr10,2071844,2081098,+,NONHSAG004997,RP11-69C17.2
lNONHSAG005000,chr10,2166331,2169461,+,NONHSAG005000,RP11-69C17.3
lNONHSAG005001,chr10,2169139,2189501,-,NONHSAG005001,RP11-69C17.4
lNONHSAG005002,chr10,2295082,2315076,-,NONHSAG005002,LINC00701
lNONHSAG005004,chr10,2446252,2502164,-,NONHSAG005004,RP11-446F3.2
lNONHSAG005007,chr10,2499720,2500571,+,NONHSAG005007,RP11-526P5.1
lNONHSAG005008,chr10,2501196,2618029,+,NONHSAG005008,RP11-526P5.2
lNONHSAG005009,chr10,2574108,2578035,-,NONHSAG005009,NONHSAG005009
lNONHSAG005014,chr10,3010530,3013111,+,NONHSAG005014,RP11-118K6.2
lNONHSAG005016,chr10,3052515,3068168,-,NONHSAG005016,NONHSAG005016
lNONHSAG005019,chr10,3134565,3185356,+,NONHSAG005019,PITRM1-AS1
lNONHSAG005024,chr10,3223815,3227408,+,NONHSAG005024,RP11-298E9.5
lNONHSAG005026,chr10,3232345,3257210,-,NONHSAG005026,RP11-298E9.6
lNONHSAG005030,chr10,3276591,3295271,+,NONHSAG005030,NONHSAG005030
lNONHSAG005031,chr10,3296811,3302633,+,NONHSAG005031,NONHSAG005031
lNONHSAG005032,chr10,3304593,3314003,-,NONHSAG005032,NONHSAG005032
lNONHSAG005033,chr10,3318694,3753226,+,NONHSAG005033,NONHSAG005033
lNONHSAG005034,chr10,3432565,3435730,+,NONHSAG005034,NONHSAG005034
lNONHSAG005035,chr10,3431687,3435731,-,NONHSAG005035,NONHSAG005035
lNONHSAG005036,chr10,3460239,3502866,-,NONHSAG005036,NONHSAG005035
lNONHSAG005038,chr10,3532093,3626135,-,NONHSAG005038,RP11-482E14.2
lNONHSAG005042,chr10,3688725,3720763,-,NONHSAG005042,NONHSAG005042
lNONHSAG005044,chr10,3751066,3763226,+,NONHSAG005044,RP11-184A2.3
lNONHSAG005046,chr10,3767914,3768752,+,NONHSAG005046,RP11-184A2.2
lNONHSAG005047,chr10,3775492,3775780,+,NONHSAG005047,NONHSAG005047
lNONHSAG005048,chr10,3779031,3781687,-,NONHSAG005048,KLF6
lNONHSAG005051,chr10,3858338,3865030,+,NONHSAG005051,NONHSAG005051
lNONHSAG005052,chr10,3873914,3887954,-,NONHSAG005052,NONHSAG005052
lNONHSAG005053,chr10,3893178,3895464,-,NONHSAG005053,NONHSAG005053
lNONHSAG005054,chr10,3911985,3964264,+,NONHSAG005054,RP11-464C19.3
lNONHSAG005058,chr10,4024916,4092506,+,NONHSAG005058,RP11-433J20.2
lNONHSAG005065,chr10,4353337,4355001,+,NONHSAG005065,NONHSAG005065
lNONHSAG005067,chr10,4384245,4416617,+,NONHSAG005067,LINC00703
lNONHSAG005069,chr10,4415304,4426180,-,NONHSAG005069,RP11-34C15.2
lNONHSAG005073,chr10,4655426,4683084,+,NONHSAG005073,LINC00705
lNONHSAG005075,chr10,4716048,4733208,-,NONHSAG005075,NONHSAG005075
lNONHSAG005076,chr10,4746560,4746785,+,NONHSAG005076,NONHSAG005076
lNONHSAG005077,chr10,4692920,4780973,-,NONHSAG005077,NONHSAG005077
lNONHSAG005082,chr10,4980065,4983280,+,NONHSAG005082,NONHSAG005082
lNONHSAG005083,chr10,4991557,4991982,+,NONHSAG005083,NONHSAG005083
lNONHSAG005084,chr10,4993332,4997381,+,NONHSAG005084,RP11-499O7.7
lNONHSAG005091,chr10,5234357,5263408,+,NONHSAG005091,RP11-445P17.3
lNONHSAG005093,chr10,5263742,5284536,-,NONHSAG005093,RP11-445P17.8
lNONHSAG005096,chr10,5412686,5452450,+,NONHSAG005096,NET1
lNONHSAG005100,chr10,5563324,5564481,-,NONHSAG005100,NONHSAG005100
lNONHSAG005104,chr10,5608474,5610794,-,NONHSAG005104,RP11-336A10.5
lNONHSAG005113,chr10,5711483,5714221,+,NONHSAG005113,FAM208B
lNONHSAG005114,chr10,5712173,5744068,-,NONHSAG005114,RP11-336A10.2
lNONHSAG005117,chr10,5776070,5776858,+,NONHSAG005117,NRBF2P5
lNONHSAG005118,chr10,5861804,5862594,-,NONHSAG005118,RP11-318E3.4
lNONHSAG005119,chr10,5869809,5870383,-,NONHSAG005119,NONHSAG005119
lNONHSAG005120,chr10,5874679,5875429,+,NONHSAG005120,NONHSAG005120
lNONHSAG005124,chr10,5934269,5945905,-,NONHSAG005124,RP11-536K7.3
lNONHSAG005126,chr10,5977297,5979718,+,NONHSAG005126,NONHSAG005126
lNONHSAG005127,chr10,6025977,6036428,+,NONHSAG005127,RP11-536K7.5
lNONHSAG005128,chr10,6043784,6044329,-,NONHSAG005128,RPI002_000412
lNONHSAG005131,chr10,6121638,6137558,-,NONHSAG005131,NONHSAG005131
lNONHSAG005134,chr10,6149622,6149940,+,NONHSAG005134,RN7SKP78
lNONHSAG005137,chr10,6179156,6180190,+,NONHSAG005137,NONHSAG005137
lNONHSAG005138,chr10,6197611,6202694,-,NONHSAG005138,RP11-414H17.5
lNONHSAG005139,chr10,6224166,6233090,+,NONHSAG005139,NONHSAG005139
lNONHSAG005140,chr10,6256442,6274121,-,NONHSAG005140,NONHSAG005140
lNONHSAG005141,chr10,6293099,6294684,-,NONHSAG005141,SDCBPP1
lNONHSAG005142,chr10,6277686,6335982,+,NONHSAG005142,NONHSAG005142
lNONHSAG005144,chr10,6525163,6527210,-,NONHSAG005144,NONHSAG005144
lNONHSAG005145,chr10,6580398,6639781,+,NONHSAG005145,RP11-5N23.3
lNONHSAG005146,chr10,6583678,6585358,-,NONHSAG005146,NONHSAG005146
lNONHSAG005151,chr10,6738434,6842906,-,NONHSAG005151,NONHSAG005151
lNONHSAG005153,chr10,6779509,6882907,+,NONHSAG005153,LINC00707
lNONHSAG005154,chr10,6796177,6802848,-,NONHSAG005154,NONHSAG005154
lNONHSAG005158,chr10,7073648,7076506,+,NONHSAG005158,NONHSAG005158
lNONHSAG005160,chr10,7134360,7144830,+,NONHSAG005160,NONHSAG005160
lNONHSAG005162,chr10,7153711,7157610,+,NONHSAG005162,NONHSAG005162
lNONHSAG005163,chr10,7158609,7161765,-,NONHSAG005163,NONHSAG005163
lNONHSAG005164,chr10,7411094,7413467,+,NONHSAG005164,NONHSAG005164
lNONHSAG005165,chr10,7445557,7471943,-,NONHSAG005165,RP5-1031D4.2
lNONHSAG005166,chr10,7445559,7469593,+,NONHSAG005166,NONHSAG005166
lNONHSAG005167,chr10,7485384,7492696,+,NONHSAG005167,NONHSAG005167
lNONHSAG005169,chr10,7533206,7549289,+,NONHSAG005169,RP11-385N23.1
lNONHSAG005178,chr10,8049853,8054426,+,NONHSAG005178,RP11-379F12.4
lNONHSAG005179,chr10,8054745,8058433,+,NONHSAG005179,GATA3
lNONHSAG005187,chr10,8400859,8461863,+,NONHSAG005187,RP5-1119O21.2;RP11-543F8.2
lNONHSAG005192,chr10,8897987,8914597,+,NONHSAG005192,RP11-428L9.1
lNONHSAG005196,chr10,8992478,9017095,+,NONHSAG005196,NONHSAG005196
lNONHSAG005197,chr10,9028046,9039653,+,NONHSAG005197,NONHSAG005197
lNONHSAG005198,chr10,9052686,9056974,+,NONHSAG005198,NONHSAG005198
lNONHSAG005199,chr10,9275612,9287056,+,NONHSAG005199,LINC00709
lNONHSAG005203,chr10,9785799,9878176,-,NONHSAG005203,NONHSAG005203
lNONHSAG005205,chr10,10058721,10063503,+,NONHSAG005205,RP5-933E2.1
lNONHSAG005208,chr10,10365179,10366488,-,NONHSAG005208,RP11-271F18.1
lNONHSAG005210,chr10,10393956,10395737,+,NONHSAG005210,NONHSAG005210
lNONHSAG005214,chr10,10775297,10795044,-,NONHSAG005214,SFTA1P
lNONHSAG005216,chr10,10917879,10952581,-,NONHSAG005216,LINC00710
lNONHSAG005217,chr10,10958406,10970817,+,NONHSAG005217,RP1-251M9.2
lNONHSAG005220,chr10,11005295,11336671,+,NONHSAG005220,RP1-251M9.2
lNONHSAG005221,chr10,11010163,11011119,-,NONHSAG005221,RP1-251M9.3
lNONHSAG005222,chr10,11030333,11030869,+,NONHSAG005222,RP11-397O4.1
lNONHSAG005223,chr10,11071540,11105504,-,NONHSAG005223,CELF2-AS2
lNONHSAG005224,chr10,11168921,11171376,-,NONHSAG005224,RP3-323N1.2
lNONHSAG005225,chr10,11177739,11179293,+,NONHSAG005225,NONHSAG005225
lNONHSAG005226,chr10,11253790,11256664,+,NONHSAG005226,NONHSAG005226
lNONHSAG005228,chr10,11319447,11320015,+,NONHSAG005228,NONHSAG005228
lNONHSAG005230,chr10,11453945,11455387,+,NONHSAG005230,NONHSAG005230
lNONHSAG005233,chr10,11611304,11612227,+,NONHSAG005233,RP11-138I18.1
lNONHSAG005234,chr10,11673227,11680514,+,NONHSAG005234,RP11-138I18.2
lNONHSAG005237,chr10,11849607,11894710,-,NONHSAG005237,PROSER2-AS1
lNONHSAG005239,chr10,12019056,12019479,-,NONHSAG005239,NONHSAG005239
lNONHSAG005240,chr10,12035097,12042809,-,NONHSAG005240,NONHSAG005240
lNONHSAG005243,chr10,12082194,12083896,-,NONHSAG005243,NONHSAG005243
lNONHSAG005248,chr10,12244750,12247845,-,NONHSAG005248,RP11-186N15.3
lNONHSAG005249,chr10,12261670,12261927,+,NONHSAG005249,RN7SL232P
lNONHSAG005254,chr10,13006110,13099713,-,NONHSAG005254,NONHSAG005254
lNONHSAG005256,chr10,13104573,13104793,-,NONHSAG005256,SNRPGP5
lNONHSAG005258,chr10,13142184,13142977,-,NONHSAG005258,RP11-730A19.5
lNONHSAG005259,chr10,13156683,13158136,-,NONHSAG005259,BTBD7P1
lNONHSAG005262,chr10,13251254,13260813,+,NONHSAG005262,NONHSAG005262
lNONHSAG005263,chr10,13277804,13300042,-,NONHSAG005263,PHYH
lNONHSAG005265,chr10,13383141,13400196,+,NONHSAG005265,NONHSAG005265
lNONHSAG005266,chr10,13415201,13423134,+,NONHSAG005266,RP11-445K13.2
lNONHSAG005267,chr10,13441355,13448303,-,NONHSAG005267,BEND7
lNONHSAG005269,chr10,13512372,13528545,-,NONHSAG005269,BEND7
lNONHSAG005270,chr10,13528515,13530263,+,NONHSAG005270,RP11-214D15.2
lNONHSAG005273,chr10,13587005,13668445,+,NONHSAG005273,RP11-295P9.3
lNONHSAG005275,chr10,13682520,13684874,+,NONHSAG005275,RP11-295P9.8
lNONHSAG005277,chr10,13710374,13712055,+,NONHSAG005277,RP11-295P9.6
lNONHSAG005278,chr10,13718122,13727402,+,NONHSAG005278,NONHSAG005278
lNONHSAG005279,chr10,13729191,13756200,+,NONHSAG005279,RP11-353M9.1
lNONHSAG005280,chr10,13991678,14023893,+,NONHSAG005280,RP11-142M10.2
lNONHSAG005281,chr10,14021976,14024541,-,NONHSAG005281,NONHSAG005281
lNONHSAG005282,chr10,14074267,14092915,+,NONHSAG005282,RP11-397C18.2
lNONHSAG005284,chr10,14524482,14527860,-,NONHSAG005284,NONHSAG005284
lNONHSAG005287,chr10,14652741,14661692,+,NONHSAG005287,RP11-7C6.1
lNONHSAG005289,chr10,14843630,14844749,-,NONHSAG005289,NONHSAG005289
lNONHSAG005291,chr10,14864191,14878722,-,NONHSAG005291,NONHSAG005291
lNONHSAG005292,chr10,14904614,14905830,-,NONHSAG005292,NONHSAG005292
lNONHSAG005295,chr10,15015071,15088776,-,NONHSAG005295,DCLRE1CP1
lNONHSAG005299,chr10,15097621,15102346,+,NONHSAG005299,NONHSAG005299
lNONHSAG005301,chr10,15169104,15179739,+,NONHSAG005301,NONHSAG005301
lNONHSAG005303,chr10,15183919,15190619,-,NONHSAG005303,NONHSAG005303
lNONHSAG005304,chr10,15211663,15214605,+,NONHSAG005304,NONHSAG005304
lNONHSAG005305,chr10,15237491,15241768,+,NONHSAG005305,RP11-25G10.2
lNONHSAG005306,chr10,15603045,15605748,-,NONHSAG005306,ITGA8
lNONHSAG005312,chr10,16278700,16295859,+,NONHSAG005312,RP11-461K13.1
lNONHSAG005315,chr10,16511025,16523030,-,NONHSAG005315,NONHSAG005315
lNONHSAG005316,chr10,16523658,16539903,+,NONHSAG005316,NONHSAG005316
lNONHSAG005317,chr10,16721351,16748377,-,NONHSAG005317,RP11-197M22.2
lNONHSAG005319,chr10,16995901,17000396,-,NONHSAG005319,NONHSAG005319
lNONHSAG005321,chr10,17159153,17229985,-,NONHSAG005321,VIM-AS1
lNONHSAG005322,chr10,17229544,17237584,+,NONHSAG005322,VIM
lNONHSAG005323,chr10,17231002,17237311,-,NONHSAG005323,RP11-124N14.3
lNONHSAG005325,chr10,17386923,17413504,+,NONHSAG005325,ST8SIA6-AS1
lNONHSAG005327,chr10,17523104,17535587,+,NONHSAG005327,NONHSAG005327
lNONHSAG005331,chr10,17641283,17643918,-,NONHSAG005331,RP11-390B4.5;STAM-AS1
lNONHSAG005332,chr10,17641291,17642931,+,NONHSAG005332,NONHSAG005332
lNONHSAG005333,chr10,17644217,17693284,+,NONHSAG005333,STAM
lNONHSAG005334,chr10,17695708,17700233,-,NONHSAG005334,RP11-390B4.3
lNONHSAG005335,chr10,17862886,17865472,-,NONHSAG005335,RP11-457D2.3
lNONHSAG005336,chr10,18001785,18010563,-,NONHSAG005336,SLC39A12-AS1
lNONHSAG005338,chr10,18206126,18261194,-,NONHSAG005338,RP11-109I13.2
lNONHSAG005339,chr10,18513114,18545651,-,NONHSAG005339,RP11-499P20.2
lNONHSAG005342,chr10,18651716,18655023,+,NONHSAG005342,NONHSAG005342
lNONHSAG005343,chr10,18678119,18681638,+,NONHSAG005343,NONHSAG005343
lNONHSAG005353,chr10,19491071,19491299,-,NONHSAG005353,RP11-265G8.3
lNONHSAG005356,chr10,19710327,19728550,-,NONHSAG005356,RP11-354E11.2
lNONHSAG005359,chr10,20070804,20091784,-,NONHSAG005359,RP11-575A19.2
lNONHSAG005362,chr10,20597144,20610141,+,NONHSAG005362,NONHSAG005362
lNONHSAG005363,chr10,20804292,20804577,+,NONHSAG005363,MTND1P21
lNONHSAG005365,chr10,20845658,20884919,+,NONHSAG005365,NONHSAG005365
lNONHSAG005366,chr10,21110681,21113388,+,NONHSAG005366,NPM1P30
lNONHSAG005367,chr10,21146823,21147679,-,NONHSAG005367,NONHSAG005367
lNONHSAG005369,chr10,21174013,21178449,+,NONHSAG005369,NEBL-AS1
lNONHSAG005371,chr10,21336090,21372951,-,NONHSAG005371,RP11-275N1.1
lNONHSAG005377,chr10,21534299,21673691,+,NONHSAG005377,MLLT10
lNONHSAG005378,chr10,21624591,21626286,-,NONHSAG005378,HNRNPRP1
lNONHSAG005382,chr10,21933142,21933438,+,NONHSAG005382,RN7SKP37
lNONHSAG005385,chr10,22209783,22253714,-,NONHSAG005385,NONHSAG005385
lNONHSAG005386,chr10,22218073,22221168,+,NONHSAG005386,RP11-108B14.5
lNONHSAG005387,chr10,22251790,22258603,+,NONHSAG005387,RP11-573G6.6
lNONHSAG005389,chr10,22318650,22320300,+,NONHSAG005389,COMMD3
lNONHSAG005390,chr10,22436707,22454212,+,NONHSAG005390,SPAG6
lNONHSAG005391,chr10,22361171,22413068,+,NONHSAG005391,RP11-301N24.3
lNONHSAG005392,chr10,22435424,22437929,-,NONHSAG005392,NONHSAG005392
lNONHSAG005403,chr10,23343956,23362217,+,NONHSAG005403,RP11-371A19.2
lNONHSAG005404,chr10,23575599,23586244,+,NONHSAG005404,NONHSAG005404
lNONHSAG005406,chr10,24157834,24158781,+,NONHSAG005406,RP11-183E9.2
lNONHSAG005407,chr10,24247121,24256047,+,NONHSAG005407,NONHSAG005407
lNONHSAG005408,chr10,24247278,24251421,-,NONHSAG005408,NONHSAG005408
lNONHSAG005409,chr10,24315288,24332143,+,NONHSAG005409,NONHSAG005409
lNONHSAG005415,chr10,24745865,24756201,-,NONHSAG005415,NONHSAG005415
lNONHSAG005416,chr10,24867644,24868190,+,NONHSAG005416,RP11-129O7.2
lNONHSAG005418,chr10,24951936,24961486,+,NONHSAG005418,NONHSAG005418
lNONHSAG005419,chr10,24981978,25016156,-,NONHSAG005419,NONHSAG005419
