lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONMMUG040886,chr8,71560567,71562123,-,NONMMUG040886,RPI002_012146
lNONMMUG040891,chr8,71624049,71626935,-,NONMMUG040891,NONMMUG040891
lNONMMUG040894,chr8,71669363,71671763,-,NONMMUG040894,NONMMUG040894
lNONMMUG040902,chr8,71916555,71918851,+,NONMMUG040902,linc1580
lNONMMUG040913,chr8,72142484,72160874,-,NONMMUG040913,AC107822.5
lNONMMUG040950,chr8,73353724,73363915,+,NONMMUG040950,NONMMUG040950
lNONMMUG040953,chr8,74590986,74833947,-,NONMMUG040953,Gm11033
lNONMMUG040957,chr8,75022539,75034395,-,NONMMUG040957,NONMMUG040957
lNONMMUG040963,chr8,76403263,76551854,-,NONMMUG040963,NONMMUG040963
lNONMMUG040964,chr8,76605225,76900621,-,NONMMUG040964,Gm10649
lNONMMUG040966,chr8,76916226,76919353,+,NONMMUG040966,NONMMUG040965
lNONMMUG040977,chr8,77368840,77372516,-,NONMMUG040977,NONMMUG040977
lNONMMUG040978,chr8,77508695,77516922,-,NONMMUG040978,NONMMUG040978
lNONMMUG040983,chr8,77610859,77769682,+,NONMMUG040983,4933431K23Rik
lNONMMUG040996,chr8,79028220,79028465,+,NONMMUG040996,NONMMUG040996
lNONMMUG041003,chr8,79295054,79308961,+,NONMMUG041003,AC101790.1
lNONMMUG041008,chr8,79637715,79638720,-,NONMMUG041008,NONMMUG041008
lNONMMUG041009,chr8,79655971,79658816,+,NONMMUG041009,NONMMUG041009
lNONMMUG041014,chr8,79965852,79970873,-,NONMMUG041014,NONMMUG041014
lNONMMUG041027,chr8,80949065,80988540,+,NONMMUG041027,NONMMUG041027
lNONMMUG041030,chr8,81013575,81061195,+,NONMMUG041030,NONMMUG041030
lNONMMUG041078,chr8,83996211,83996435,+,NONMMUG041078,NONMMUG041078
lNONMMUG041088,chr8,84210943,84212031,-,NONMMUG041088,NONMMUG041088
lNONMMUG041092,chr8,84611201,84617185,-,NONMMUG041092,Gm16183
lNONMMUG041125,chr8,85053159,85060461,-,NONMMUG041125,A230103J11Rik
lNONMMUG041135,chr8,85339342,85340272,+,NONMMUG041135,AA672651
lNONMMUG041155,chr8,85841020,85842859,+,NONMMUG041155,Phkb
lNONMMUG041158,chr8,85994243,85996662,+,NONMMUG041158,mrhl
lNONMMUG041159,chr8,86002172,86003684,+,NONMMUG041159,NONMMUG041159
lNONMMUG041167,chr8,86724000,86724829,-,NONMMUG041167,NONMMUG041167
lNONMMUG041169,chr8,86746173,86748416,+,NONMMUG041169,NONMMUG041169
lNONMMUG041174,chr8,86865499,86907923,-,NONMMUG041174,NONMMUG041174
lNONMMUG041181,chr8,87111430,87198404,+,NONMMUG041181,NONMMUG041181
lNONMMUG041187,chr8,87460468,87526904,+,NONMMUG041187,RP23-433F5.1
lNONMMUG041189,chr8,87476054,87495462,-,NONMMUG041189,RP23-433F5.2
lNONMMUG041195,chr8,88044897,88118745,-,NONMMUG041195,AC127285.1
lNONMMUG041225,chr8,89038736,89042081,-,NONMMUG041225,NONMMUG041225
lNONMMUG041226,chr8,89041308,89070952,+,NONMMUG041226,linc1583
lNONMMUG041230,chr8,89095012,89143654,+,NONMMUG041230,NONMMUG041229
lNONMMUG041265,chr8,91621447,91629730,-,NONMMUG041265,Gm3235
lNONMMUG041268,chr8,91800414,91807540,+,NONMMUG041268,D230002A01Rik
lNONMMUG041273,chr8,92326030,92356120,-,NONMMUG041273,4933436C20Rik
lNONMMUG041286,chr8,93363622,93431049,+,NONMMUG041286,NONMMUG041286
lNONMMUG041297,chr8,93700801,93813722,-,NONMMUG041297,NONMMUG041297
lNONMMUG041309,chr8,93990798,94017814,-,NONMMUG041309,NONMMUG041309
lNONMMUG041315,chr8,94166252,94173412,-,NONMMUG041315,NONMMUG041315
lNONMMUG041316,chr8,94181447,94188381,+,NONMMUG041316,RPI002_009938
lNONMMUG041324,chr8,94379183,94386973,-,NONMMUG041324,Gm15890
lNONMMUG041328,chr8,94434408,94459833,+,NONMMUG041328,NONMMUG041328
lNONMMUG041335,chr8,94613394,94614679,+,NONMMUG041335,NONMMUG041335
lNONMMUG041339,chr8,94674134,94674420,+,NONMMUG041339,NONMMUG041339
lNONMMUG041355,chr8,95143526,95202944,-,NONMMUG041355,NONMMUG041355
lNONMMUG041362,chr8,95480452,95483623,-,NONMMUG041362,NONMMUG041362
lNONMMUG041366,chr8,95593223,95621509,+,NONMMUG041366,RPI002_013466
lNONMMUG041375,chr8,95806743,95821728,+,NONMMUG041375,4930513N10Rik
lNONMMUG041376,chr8,95808551,95818274,-,NONMMUG041376,RPI002_010195
lNONMMUG041382,chr8,95888166,95888855,+,NONMMUG041382,RPI002_010888
lNONMMUG041394,chr8,99397212,99506770,-,NONMMUG041394,Gm15680
lNONMMUG041396,chr8,99416641,99733438,+,NONMMUG041396,A330008L17Rik
lNONMMUG041423,chr8,104088915,104105873,-,NONMMUG041423,NONMMUG041423
lNONMMUG041433,chr8,104534473,104535303,-,NONMMUG041433,Nae1
lNONMMUG041437,chr8,104624348,104637631,+,NONMMUG041437,NONMMUG041437
lNONMMUG041438,chr8,104641806,104661487,+,NONMMUG041438,1700082M22Rik
lNONMMUG041450,chr8,105304801,105305369,+,NONMMUG041450,NONMMUG041450
lNONMMUG041457,chr8,105553261,105555636,-,NONMMUG041457,NONMMUG041457
lNONMMUG041460,chr8,105624335,105637485,-,NONMMUG041460,RP24-242N1.1
lNONMMUG041462,chr8,105636956,105639714,+,NONMMUG041462,Ctcf
lNONMMUG041470,chr8,105809913,105812730,-,NONMMUG041470,NONMMUG041470
lNONMMUG041472,chr8,105859302,105860422,-,NONMMUG041472,RPI002_013743
lNONMMUG041473,chr8,105934332,105945843,+,NONMMUG041473,Gm16156
lNONMMUG041483,chr8,106135055,106138722,+,NONMMUG041483,linc1634
lNONMMUG041486,chr8,106210143,106212308,+,NONMMUG041486,NONMMUG041486
lNONMMUG041488,chr8,106237902,106425728,-,NONMMUG041488,AC134615.1
lNONMMUG041490,chr8,106282222,106336742,+,NONMMUG041490,Gm10629
lNONMMUG041491,chr8,106286879,106337960,-,NONMMUG041491,NONMMUG041491
lNONMMUG041492,chr8,106400034,106406253,+,NONMMUG041492,RPI002_013722
lNONMMUG041496,chr8,106825967,106893601,-,NONMMUG041496,NONMMUG041496
lNONMMUG041519,chr8,107373361,107374473,+,NONMMUG041519,NONMMUG041519
lNONMMUG041527,chr8,107676067,107682230,-,NONMMUG041527,RPI002_009789
lNONMMUG041542,chr8,108702682,108703088,-,NONMMUG041542,NONMMUG041542
lNONMMUG041549,chr8,108956833,108957890,+,NONMMUG041549,NONMMUG041549
lNONMMUG041550,chr8,108958332,108961506,+,NONMMUG041550,NONMMUG041550
lNONMMUG041551,chr8,109075210,109273811,+,NONMMUG041551,AC133510.1
lNONMMUG041562,chr8,109671330,109672670,-,NONMMUG041562,NONMMUG041562
lNONMMUG041573,chr8,109859983,109868456,-,NONMMUG041573,Gm17344
lNONMMUG041576,chr8,109925387,109933663,+,NONMMUG041576,Gm16349
lNONMMUG041595,chr8,110754991,110758971,+,NONMMUG041595,Gm15894
lNONMMUG041600,chr8,110863228,110940315,-,NONMMUG041600,AC132945.1
lNONMMUG041603,chr8,110958117,110972061,-,NONMMUG041603,NONMMUG041603
lNONMMUG041610,chr8,111127443,111145574,-,NONMMUG041610,9430091E24Rik
lNONMMUG041626,chr8,111837146,111839295,-,NONMMUG041626,NONMMUG041626
lNONMMUG041627,chr8,111912087,111932849,+,NONMMUG041627,NONMMUG041627
lNONMMUG041645,chr8,113067261,113093334,+,NONMMUG041645,NONMMUG041645
lNONMMUG041647,chr8,113517281,113553274,+,NONMMUG041647,RPI002_013843
lNONMMUG041656,chr8,114341159,114351480,-,NONMMUG041656,4933408N05Rik
lNONMMUG041660,chr8,114590790,114594901,-,NONMMUG041660,Gm16116
lNONMMUG041662,chr8,114698438,114708007,-,NONMMUG041662,Gm16118
lNONMMUG041682,chr8,115401658,115582215,-,NONMMUG041682,NONMMUG041682
lNONMMUG041687,chr8,115701434,115705063,-,NONMMUG041687,NONMMUG041687
lNONMMUG041688,chr8,115705077,115707233,+,NONMMUG041688,Gm15655
lNONMMUG041730,chr8,117746330,117748260,-,NONMMUG041730,NONMMUG041730
lNONMMUG041739,chr8,119541646,119544098,-,NONMMUG041739,NONMMUG041739
lNONMMUG041755,chr8,120036193,120045287,-,NONMMUG041755,Gm15684
lNONMMUG041758,chr8,120101581,120103904,+,NONMMUG041758,n284251
lNONMMUG041761,chr8,120203671,120228346,-,NONMMUG041761,RP23-418G1.1
lNONMMUG041781,chr8,121054792,121083111,-,NONMMUG041781,Fendrr
lNONMMUG041789,chr8,121256746,121356836,-,NONMMUG041789,RP24-67K5.1
lNONMMUG041809,chr8,121850193,121860621,+,NONMMUG041809,RP24-286J21.4
lNONMMUG041813,chr8,121907832,121909824,+,NONMMUG041813,BC048644
lNONMMUG041856,chr8,122962928,122984887,+,NONMMUG041856,NONMMUG041856
lNONMMUG041880,chr8,123339579,123340678,+,NONMMUG041880,RPI002_013023
lNONMMUG041892,chr8,123740608,123757222,-,NONMMUG041892,AC147048.1
lNONMMUG041897,chr8,123838552,123840786,-,NONMMUG041897,2810455O05Rik
lNONMMUG041898,chr8,123853828,123854195,+,NONMMUG041898,Gm4342
lNONMMUG041901,chr8,123948789,123958935,+,NONMMUG041901,NONMMUG041901
lNONMMUG041908,chr8,124305131,124306508,-,NONMMUG041908,1810008B01Rik
lNONMMUG041922,chr8,124831697,124863703,+,NONMMUG041922,Gm16163
lNONMMUG041928,chr8,124908586,124910441,-,NONMMUG041928,NONMMUG041928
lNONMMUG041941,chr8,125398108,125399650,+,NONMMUG041941,RPI002_008585
lNONMMUG041944,chr8,125584394,125637055,+,NONMMUG041944,NONMMUG041944
lNONMMUG041962,chr8,126566969,126590989,+,NONMMUG041962,AC118255.1
lNONMMUG041964,chr8,126588297,126591090,-,NONMMUG041964,NONMMUG041964
lNONMMUG041969,chr8,126812631,126908215,-,NONMMUG041969,NONMMUG041969
lNONMMUG041974,chr8,126949034,126950722,-,NONMMUG041974,NONMMUG041974
lNONMMUG041983,chr8,127638077,127640180,+,NONMMUG041983,RPI002_013284
lNONMMUG041989,chr8,128436235,128488580,-,NONMMUG041989,NONMMUG041989
lNONMMUG041995,chr8,128734236,128761542,-,NONMMUG041995,NONMMUG041995
lNONMMUG041996,chr8,128821001,128935185,-,NONMMUG041996,NONMMUG041996
lNONMMUG042010,chr9,3000281,3168181,-,NONMMUG042010,AC131780.1
lNONMMUG042015,chr9,3335535,3350440,-,NONMMUG042015,NONMMUG042015
lNONMMUG042016,chr9,3385568,3386925,+,NONMMUG042016,NONMMUG042016
lNONMMUG042018,chr9,3425071,3427479,+,NONMMUG042018,RPI002_013108
lNONMMUG042019,chr9,3478961,3481344,+,NONMMUG042019,NONMMUG042019
lNONMMUG042028,chr9,4376576,4383692,+,NONMMUG042028,NONMMUG042028
lNONMMUG042046,chr9,5708663,5838007,+,NONMMUG042046,NONMMUG042046
lNONMMUG042047,chr9,5960660,6992562,-,NONMMUG042047,NONMMUG042047
lNONMMUG042053,chr9,6928501,6931357,-,NONMMUG042053,NONMMUG042049
lNONMMUG042057,chr9,7177158,7184512,-,NONMMUG042057,NONMMUG042057
lNONMMUG042065,chr9,7764322,7767749,+,NONMMUG042065,NONMMUG042065
lNONMMUG042069,chr9,7965837,8009619,+,NONMMUG042069,Gm20416
lNONMMUG042084,chr9,8899519,8901819,-,NONMMUG042084,NONMMUG042084
lNONMMUG042089,chr9,9050194,9051673,-,NONMMUG042089,NONMMUG042089
lNONMMUG042093,chr9,9224947,9226139,-,NONMMUG042093,NONMMUG042093
lNONMMUG042094,chr9,9236287,9260885,+,NONMMUG042094,NONMMUG042094
lNONMMUG042122,chr9,13602404,13613792,+,NONMMUG042122,RPI002_008347
lNONMMUG042132,chr9,13844334,13846529,+,NONMMUG042132,NONMMUG042132
lNONMMUG042144,chr9,14543450,14544620,-,NONMMUG042144,NONMMUG042144
lNONMMUG042153,chr9,14771070,14778742,+,NONMMUG042153,NONMMUG042153
lNONMMUG042164,chr9,15330572,15335346,+,NONMMUG042164,Gm16568
lNONMMUG042203,chr9,20432759,20563282,+,NONMMUG042203,AC171206.1
lNONMMUG042205,chr9,20444666,20459989,-,NONMMUG042205,Zfp26
lNONMMUG042206,chr9,20452822,20456744,-,NONMMUG042206,NONMMUG042206
lNONMMUG042216,chr9,20543369,20545429,-,NONMMUG042216,NONMMUG042216
lNONMMUG042219,chr9,20596294,20617271,+,NONMMUG042219,5730577I03Rik
lNONMMUG042232,chr9,20965951,20967118,-,NONMMUG042232,NONMMUG042232
lNONMMUG042234,chr9,21028306,21032357,-,NONMMUG042234,mmu-mir-1900
lNONMMUG042236,chr9,21091754,21128787,+,NONMMUG042236,1700084C06Rik
lNONMMUG042238,chr9,21149754,21155126,+,NONMMUG042238,NONMMUG042237
lNONMMUG042239,chr9,21152537,21166882,-,NONMMUG042239,NONMMUG042239
lNONMMUG042246,chr9,21345565,21350695,+,NONMMUG042246,NONMMUG042246
lNONMMUG042268,chr9,22071001,22086131,+,NONMMUG042268,AC163623.1
lNONMMUG042270,chr9,22117281,22137756,+,NONMMUG042270,NONMMUG042270
lNONMMUG042275,chr9,22298371,22307629,-,NONMMUG042275,NONMMUG042275
lNONMMUG042278,chr9,22330138,22330690,-,NONMMUG042278,RPI002_012032
lNONMMUG042297,chr9,24341656,24418710,+,NONMMUG042297,Gm10701
lNONMMUG042305,chr9,24720817,24721895,-,NONMMUG042305,RPI002_010055
lNONMMUG042311,chr9,25147416,25207518,+,NONMMUG042311,NONMMUG042311
lNONMMUG042345,chr9,28197886,28199522,+,NONMMUG042345,Gm15606
lNONMMUG042347,chr9,28402326,28404325,-,NONMMUG042347,NONMMUG042347
lNONMMUG042358,chr9,29035821,29070200,+,NONMMUG042358,Gm15520
lNONMMUG042365,chr9,29962975,29963258,-,NONMMUG042365,Ntm
lNONMMUG042379,chr9,31030695,31036989,+,NONMMUG042379,NONMMUG042379
lNONMMUG042414,chr9,32697445,32698329,+,NONMMUG042414,NONMMUG042414
lNONMMUG042424,chr9,33942309,34007173,+,NONMMUG042424,RPI002_008344
lNONMMUG042425,chr9,34042277,34059019,+,NONMMUG042425,RPI002_012221
lNONMMUG042427,chr9,34408906,34422899,-,NONMMUG042427,RPI002_008594
lNONMMUG042436,chr9,34700830,34703930,+,NONMMUG042436,NONMMUG042436
lNONMMUG042447,chr9,35116708,35133369,+,NONMMUG042447,4930581F22Rik
lNONMMUG042448,chr9,35184396,35186910,-,NONMMUG042448,RPI002_012886
lNONMMUG042461,chr9,35559485,35560856,+,NONMMUG042461,NONMMUG042461
lNONMMUG042476,chr9,36722759,36727065,-,NONMMUG042476,Chek1
lNONMMUG042495,chr9,37312135,37324436,+,NONMMUG042495,NONMMUG042495
lNONMMUG042519,chr9,40323425,40343564,+,NONMMUG042519,1700110K17Rik
lNONMMUG042531,chr9,40804602,40805200,+,NONMMUG042531,NONMMUG042531
lNONMMUG042542,chr9,41405373,41532087,+,NONMMUG042542,NONMMUG042542
lNONMMUG042550,chr9,41327080,41658013,+,NONMMUG042550,RP23-442M18.2
lNONMMUG042551,chr9,41659163,41737398,-,NONMMUG042551,NONMMUG042551
lNONMMUG042559,chr9,42176591,42209231,-,NONMMUG042559,RPI002_010939
lNONMMUG042566,chr9,42474519,42511643,+,NONMMUG042566,Gm16322
lNONMMUG042571,chr9,43243598,43280066,+,NONMMUG042571,NONMMUG042571
lNONMMUG042580,chr9,43712276,43746100,-,NONMMUG042580,NONMMUG042580
lNONMMUG042594,chr9,44107300,44108960,-,NONMMUG042594,Gm20444
lNONMMUG042595,chr9,44110472,44121948,+,NONMMUG042595,AC148328.1
lNONMMUG042597,chr9,44142976,44143319,-,NONMMUG042597,NONMMUG042597
lNONMMUG042599,chr9,44148964,44151229,+,NONMMUG042599,NONMMUG042599
lNONMMUG042600,chr9,44149261,44150249,-,NONMMUG042600,NONMMUG042600
lNONMMUG042602,chr9,44234077,44237565,+,NONMMUG042602,RPI002_011578
lNONMMUG042605,chr9,44336283,44338280,+,NONMMUG042605,NONMMUG042605
lNONMMUG042611,chr9,44457931,44482181,+,NONMMUG042611,C030014I23Rik
lNONMMUG042624,chr9,44747909,44749740,-,NONMMUG042624,NONMMUG042624
lNONMMUG042625,chr9,44753103,44753851,-,NONMMUG042625,NONMMUG042625
lNONMMUG042632,chr9,44877869,44884703,+,NONMMUG042632,NONMMUG042632
lNONMMUG042633,chr9,44882410,44883333,-,NONMMUG042633,NONMMUG042633
lNONMMUG042636,chr9,44920198,44921775,+,NONMMUG042636,NONMMUG042636
lNONMMUG042655,chr9,45318264,45322236,-,NONMMUG042655,1700003G13Rik
lNONMMUG042664,chr9,45856768,45860682,-,NONMMUG042664,Gm16536
lNONMMUG042699,chr9,47085946,47449973,-,NONMMUG042699,NONMMUG042699
lNONMMUG042714,chr9,48162011,48355103,+,NONMMUG042714,NONMMUG042714
lNONMMUG042723,chr9,48634907,48649656,-,NONMMUG042723,NONMMUG042723
lNONMMUG042737,chr9,49531311,49532563,-,NONMMUG042737,NONMMUG042737
lNONMMUG042740,chr9,49795892,49798855,-,NONMMUG042740,NONMMUG042740
lNONMMUG042748,chr9,50359923,50363840,-,NONMMUG042748,RPI002_013312
lNONMMUG042763,chr9,50808204,50809203,-,NONMMUG042763,NONMMUG042763
lNONMMUG042769,chr9,50896057,50897513,-,NONMMUG042769,NONMMUG042769
lNONMMUG042777,chr9,51339448,51366498,+,NONMMUG042777,RPI002_007869
lNONMMUG042781,chr9,51832813,51875886,-,NONMMUG042781,9230115E21Rik
lNONMMUG042782,chr9,51851557,51853855,+,NONMMUG042782,NONMMUG042782
lNONMMUG042785,chr9,51943026,51945867,-,NONMMUG042785,NONMMUG042785
lNONMMUG042786,chr9,52020855,52049130,-,NONMMUG042786,NONMMUG042786
lNONMMUG042798,chr9,52679862,52798774,+,NONMMUG042798,NONMMUG042798
lNONMMUG042814,chr9,53614655,53617380,-,NONMMUG042814,NONMMUG042814
lNONMMUG042817,chr9,53667106,53681407,+,NONMMUG042817,Gm16124
lNONMMUG042840,chr9,54947748,54949913,+,NONMMUG042840,NONMMUG042840
lNONMMUG042844,chr9,55064926,55067463,-,NONMMUG042844,RPI002_008202
lNONMMUG042857,chr9,55472941,55474934,-,NONMMUG042857,NONMMUG042856
lNONMMUG042871,chr9,56377705,56379618,+,NONMMUG042871,NONMMUG042871
lNONMMUG042872,chr9,56414030,56416066,-,NONMMUG042872,NONMMUG042872
lNONMMUG042874,chr9,56418814,56422986,+,NONMMUG042874,NONMMUG042874
lNONMMUG042882,chr9,56775390,56797256,-,NONMMUG042882,NONMMUG042882
lNONMMUG042892,chr9,57044199,57071967,-,NONMMUG042892,Gm10658
lNONMMUG042896,chr9,57099949,57131291,-,NONMMUG042896,2410133F24Rik
lNONMMUG042900,chr9,57175231,57195195,+,NONMMUG042900,NONMMUG042900
lNONMMUG042916,chr9,57835084,57836747,-,NONMMUG042916,NONMMUG042916
lNONMMUG042918,chr9,57903953,57907036,+,NONMMUG042918,RPI002_013666
lNONMMUG042928,chr9,58217197,58218907,-,NONMMUG042928,RPI002_008100
lNONMMUG042936,chr9,58455109,58473790,+,NONMMUG042936,AC139320.1
lNONMMUG042951,chr9,59036561,59038811,+,NONMMUG042951,NONMMUG042951
lNONMMUG042953,chr9,59157167,59235071,-,NONMMUG042953,NONMMUG042953
lNONMMUG042956,chr9,59388552,59394910,-,NONMMUG042956,NONMMUG042956
lNONMMUG042957,chr9,59400481,59402935,-,NONMMUG042957,NONMMUG042957
lNONMMUG042981,chr9,59826256,59941077,-,NONMMUG042981,NONMMUG042981
lNONMMUG042988,chr9,59957510,59961802,-,NONMMUG042988,Nr2e3
lNONMMUG043003,chr9,61032202,61059260,+,NONMMUG043003,NONMMUG043003
lNONMMUG043008,chr9,61225145,61241857,+,NONMMUG043008,NONMMUG043008
lNONMMUG043010,chr9,61259226,61298179,-,NONMMUG043010,RPI002_012186
lNONMMUG043019,chr9,61662722,61826918,-,NONMMUG043019,NONMMUG043019
lNONMMUG043046,chr9,62911224,62913120,-,NONMMUG043046,NONMMUG043046
lNONMMUG043058,chr9,63398600,63568692,+,NONMMUG043058,Gm16759
lNONMMUG043117,chr9,65590694,65594262,+,NONMMUG043117,RPI002_012192
lNONMMUG043118,chr9,65676566,65690300,+,NONMMUG043118,Oaz2
lNONMMUG043128,chr9,65891091,65908719,-,NONMMUG043128,Trip4
lNONMMUG043130,chr9,65901666,65903542,+,NONMMUG043130,NONMMUG043130
lNONMMUG043152,chr9,66572000,66582060,+,NONMMUG043152,Gm15563
lNONMMUG043160,chr9,66845485,66851427,-,NONMMUG043160,NONMMUG043160
lNONMMUG043162,chr9,66872608,66883925,+,NONMMUG043162,NONMMUG043162
lNONMMUG043169,chr9,67133559,67213918,+,NONMMUG043169,NONMMUG043169
lNONMMUG043175,chr9,67633882,67638924,+,NONMMUG043175,NONMMUG043175
lNONMMUG043188,chr9,68537913,68562186,-,NONMMUG043188,NONMMUG043188
lNONMMUG043191,chr9,68654172,68664884,+,NONMMUG043191,Rora
lNONMMUG043222,chr9,69423980,69426412,+,NONMMUG043222,Narg2
lNONMMUG043226,chr9,69758739,69830846,+,NONMMUG043226,AC158992.1
lNONMMUG043232,chr9,70033090,70034200,-,NONMMUG043232,RPI002_012892
lNONMMUG043249,chr9,70541280,70543390,-,NONMMUG043249,NONMMUG043249
lNONMMUG043250,chr9,70545085,70546685,+,NONMMUG043250,NONMMUG043250
lNONMMUG043252,chr9,70572373,70573454,+,NONMMUG043252,NONMMUG043252
lNONMMUG043255,chr9,70680492,70681406,+,NONMMUG043255,NONMMUG043255
lNONMMUG043276,chr9,71942444,71943846,-,NONMMUG043276,NONMMUG043276
lNONMMUG043277,chr9,71958842,71963076,-,NONMMUG043277,NONMMUG043277
lNONMMUG043281,chr9,72011375,72013019,-,NONMMUG043281,NONMMUG043281
lNONMMUG043284,chr9,72056751,72060173,-,NONMMUG043284,NONMMUG043284
lNONMMUG043285,chr9,72096155,72099396,-,NONMMUG043285,NONMMUG043285
lNONMMUG043289,chr9,72170126,72175066,+,NONMMUG043289,NONMMUG043289
lNONMMUG043290,chr9,72186903,72235246,-,NONMMUG043290,NONMMUG043290
lNONMMUG043291,chr9,72267357,72274856,-,NONMMUG043291,NONMMUG043291
lNONMMUG043292,chr9,72274914,72288733,+,NONMMUG043292,NONMMUG043292
lNONMMUG043293,chr9,72275322,72291812,+,NONMMUG043293,NONMMUG043293
lNONMMUG043298,chr9,72361734,72409945,-,NONMMUG043298,CT954326.1
lNONMMUG043303,chr9,72518249,72532021,-,NONMMUG043303,AC111135.1
lNONMMUG043318,chr9,72922046,72927084,-,NONMMUG043318,NONMMUG043318
lNONMMUG043332,chr9,73190636,73342305,+,NONMMUG043332,NONMMUG043332
lNONMMUG043347,chr9,74840396,74891476,+,NONMMUG043347,Gm16551
lNONMMUG043367,chr9,75408326,75409990,-,NONMMUG043367,Mapk6
lNONMMUG043375,chr9,75897842,76015192,-,NONMMUG043375,AC079245.1
lNONMMUG043387,chr9,77046681,77051992,+,NONMMUG043387,RPI002_012319
lNONMMUG043391,chr9,77366411,77399418,-,NONMMUG043391,NONMMUG043391
lNONMMUG043397,chr9,77657327,77660120,+,NONMMUG043397,NONMMUG043397
lNONMMUG043421,chr9,78427488,78433606,+,NONMMUG043421,Gm8093
lNONMMUG043439,chr9,79793009,79803236,+,NONMMUG043439,4930429F24Rik
lNONMMUG043444,chr9,79976247,79977824,-,NONMMUG043444,NONMMUG043444
lNONMMUG043451,chr9,80118894,80121937,-,NONMMUG043451,Gm17477
lNONMMUG043463,chr9,81629851,81645157,+,NONMMUG043463,AC158998.1
lNONMMUG043466,chr9,81776694,81863897,-,NONMMUG043466,AC163294.1
lNONMMUG043468,chr9,82257384,82263485,+,NONMMUG043468,NONMMUG043468
lNONMMUG043476,chr9,82955804,82959511,-,NONMMUG043476,NONMMUG043476
lNONMMUG043495,chr9,83431530,83454576,+,NONMMUG043495,NONMMUG043495
lNONMMUG043510,chr9,85820240,85844323,-,NONMMUG043510,NONMMUG043510
lNONMMUG043530,chr9,88447909,88448943,-,NONMMUG043530,NONMMUG043530
lNONMMUG043532,chr9,88521034,88522929,-,NONMMUG043532,Snhg5
lNONMMUG043536,chr9,88599655,89128551,+,NONMMUG043536,CT030259.2
lNONMMUG043542,chr9,88644967,88858870,-,NONMMUG043542,9330159M07Rik
lNONMMUG043546,chr9,89067471,89075687,+,NONMMUG043546,NONMMUG043546
lNONMMUG043556,chr9,89826518,89864560,+,NONMMUG043556,RPI002_012653
lNONMMUG043559,chr9,90094177,90095903,+,NONMMUG043559,AC140392.1
lNONMMUG043567,chr9,90303730,90490249,+,NONMMUG043567,RPI002_012322
lNONMMUG043569,chr9,90885589,91087242,-,NONMMUG043569,NONMMUG043569
lNONMMUG043602,chr9,92717455,92795711,+,NONMMUG043602,NONMMUG043602
lNONMMUG043628,chr9,95517825,95558985,-,NONMMUG043628,NONMMUG043628
lNONMMUG043634,chr9,95618910,95648471,-,NONMMUG043634,Gm16126
lNONMMUG043662,chr9,96364006,96396832,+,NONMMUG043662,NONMMUG043662
lNONMMUG043686,chr9,97073945,97077684,-,NONMMUG043686,NONMMUG043686
lNONMMUG043688,chr9,97085325,97088610,+,NONMMUG043688,Gm16185
lNONMMUG043694,chr9,97349615,97369946,+,NONMMUG043694,Gm15891
lNONMMUG043704,chr9,98003419,98012176,+,NONMMUG043704,4921534H16Rik
lNONMMUG043706,chr9,98452473,98683549,+,NONMMUG043706,NONMMUG043706
lNONMMUG043712,chr9,98748598,98841477,-,NONMMUG043712,NONMMUG043712
lNONMMUG043713,chr9,98946747,98958148,-,NONMMUG043713,AC120148.1
lNONMMUG043729,chr9,99708398,99756043,+,NONMMUG043729,Gm16004
lNONMMUG043741,chr9,100483082,100491480,-,NONMMUG043741,NONMMUG043741
lNONMMUG043759,chr9,100956797,100958541,+,NONMMUG043759,NONMMUG043759
lNONMMUG043765,chr9,101113804,101219853,+,NONMMUG043765,NONMMUG043765
lNONMMUG043774,chr9,101327392,101348017,+,NONMMUG043774,RPI002_012216
lNONMMUG043815,chr9,103470770,103493249,+,NONMMUG043815,Gm16252
lNONMMUG043823,chr9,103888422,103960376,-,NONMMUG043823,NONMMUG043823
lNONMMUG043841,chr9,105333512,105348916,+,NONMMUG043841,Gm15619
lNONMMUG043859,chr9,106189174,106191446,+,NONMMUG043859,NONMMUG043859
lNONMMUG043861,chr9,106207259,106208079,+,NONMMUG043861,NONMMUG043861
lNONMMUG043870,chr9,106375819,106376710,+,NONMMUG043870,NONMMUG043870
lNONMMUG043876,chr9,106504754,106506717,-,NONMMUG043876,RPI002_008228
lNONMMUG043877,chr9,106561380,106565952,+,NONMMUG043877,RPI002_013405
lNONMMUG043878,chr9,106570623,106570996,-,NONMMUG043878,RPI002_007882
lNONMMUG043880,chr9,106640927,106643564,+,NONMMUG043880,RPI002_009168
lNONMMUG043885,chr9,106851725,106853625,+,NONMMUG043885,NONMMUG043885
lNONMMUG043888,chr9,106891546,106896269,+,NONMMUG043888,4930524O07Rik
lNONMMUG043897,chr9,107268632,107271933,-,NONMMUG043897,NONMMUG043897
lNONMMUG043899,chr9,107293009,107297192,-,NONMMUG043899,Gm17040
lNONMMUG043905,chr9,107423856,107430567,-,NONMMUG043905,Gm17141
lNONMMUG043911,chr9,107558808,107568494,-,NONMMUG043911,AL672219.1
lNONMMUG043925,chr9,107870584,107872710,-,NONMMUG043925,Rbm6
lNONMMUG043932,chr9,108010975,108338234,+,NONMMUG043932,NONMMUG043932
