lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONMMUG015373,chr15,96738362,96747835,-,NONMMUG015373,RPI002_012707
lNONMMUG015377,chr15,97070076,97086456,-,NONMMUG015377,RPI002_009740
lNONMMUG015385,chr15,97760407,97768713,+,NONMMUG015385,Gm16256
lNONMMUG015396,chr15,98000825,98004674,-,NONMMUG015396,Col2a1
lNONMMUG015401,chr15,98093282,98095771,+,NONMMUG015401,RP23-268C9.3
lNONMMUG015409,chr15,98534003,98534747,+,NONMMUG015409,NONMMUG015409
lNONMMUG015411,chr15,98534920,98537495,+,NONMMUG015411,NONMMUG015411
lNONMMUG015412,chr15,98567323,98570864,+,NONMMUG015412,9330020H09Rik
lNONMMUG015413,chr15,98626728,98629943,+,NONMMUG015413,NONMMUG015413
lNONMMUG015418,chr15,98762726,98766579,+,NONMMUG015418,NONMMUG015418
lNONMMUG015419,chr15,98803682,98816275,+,NONMMUG015419,AC161165.1
lNONMMUG015422,chr15,98871632,98872820,-,NONMMUG015422,NONMMUG015422
lNONMMUG015423,chr15,98872643,98874081,+,NONMMUG015423,NONMMUG015423
lNONMMUG015430,chr15,98954060,98959087,+,NONMMUG015430,NONMMUG015430
lNONMMUG015431,chr15,98983347,98989282,+,NONMMUG015431,NONMMUG015431
lNONMMUG015433,chr15,98991791,98993428,+,NONMMUG015433,NONMMUG015433
lNONMMUG015434,chr15,98993682,98996446,+,NONMMUG015434,NONMMUG015434
lNONMMUG015441,chr15,99249148,99262044,+,NONMMUG015441,NONMMUG015441
lNONMMUG015449,chr15,99457932,99465778,+,NONMMUG015449,NONMMUG015449
lNONMMUG015451,chr15,99596097,99602981,-,NONMMUG015451,NONMMUG015451
lNONMMUG015457,chr15,99715542,99726315,-,NONMMUG015457,Gm16537
lNONMMUG015459,chr15,99765990,99782333,+,NONMMUG015459,Gm17058
lNONMMUG015463,chr15,99819019,99834570,+,NONMMUG015463,Gm17057
lNONMMUG015473,chr15,99973355,99976042,+,NONMMUG015473,NONMMUG015473
lNONMMUG015477,chr15,100089890,100091757,-,NONMMUG015477,NONMMUG015477
lNONMMUG015481,chr15,100126526,100129206,+,NONMMUG015481,NONMMUG015481
lNONMMUG015484,chr15,100228258,100230186,+,NONMMUG015484,NONMMUG015484
lNONMMUG015490,chr15,100433586,100469221,-,NONMMUG015490,AC139571.1
lNONMMUG015491,chr15,100469117,100471989,+,NONMMUG015491,NONMMUG015491
lNONMMUG015499,chr15,100599947,100602766,+,NONMMUG015499,NONMMUG015499
lNONMMUG015500,chr15,100613174,100615111,-,NONMMUG015500,NONMMUG015500
lNONMMUG015515,chr15,101053899,101079346,-,NONMMUG015515,NONMMUG015515
lNONMMUG015516,chr15,101053829,101093379,+,NONMMUG015516,NONMMUG015516
lNONMMUG015519,chr15,101221190,101225186,-,NONMMUG015519,AC161812.1
lNONMMUG015521,chr15,101252917,101263455,+,NONMMUG015521,NONMMUG015521
lNONMMUG015524,chr15,101322887,101405834,+,NONMMUG015524,NONMMUG015524
lNONMMUG015535,chr15,102074451,102075969,+,NONMMUG015535,NONMMUG015535
lNONMMUG015541,chr15,102270563,102278313,+,NONMMUG015541,AC163291.1
lNONMMUG015549,chr15,102455525,102483723,-,NONMMUG015549,AC137156.1
lNONMMUG015552,chr15,102511364,102518135,+,NONMMUG015552,NONMMUG015552
lNONMMUG015559,chr15,102634978,102635336,+,NONMMUG015559,Rpl39-ps
lNONMMUG015562,chr15,102744163,102831769,+,NONMMUG015562,NONMMUG015562
lNONMMUG015565,chr15,102944061,102948420,-,NONMMUG015565,HOTAIR
lNONMMUG015569,chr15,103095123,103104602,-,NONMMUG015569,NONMMUG015569
lNONMMUG015571,chr15,103123069,103146829,-,NONMMUG015571,AC162693.1
lNONMMUG015573,chr15,103153292,103168046,-,NONMMUG015573,NONMMUG015573
lNONMMUG015578,chr15,103235469,103239879,-,NONMMUG015578,NONMMUG015578
lNONMMUG015603,chr16,3862383,3884506,+,NONMMUG015603,AC129021.2
lNONMMUG015605,chr16,3872469,3877616,+,NONMMUG015605,NONMMUG015605
lNONMMUG015611,chr16,4003874,4030095,+,NONMMUG015611,NONMMUG015611
lNONMMUG015615,chr16,4077162,4077799,-,NONMMUG015615,NONMMUG015615
lNONMMUG015627,chr16,4466100,4475224,-,NONMMUG015627,NONMMUG015627
lNONMMUG015630,chr16,4541895,4544557,+,NONMMUG015630,NONMMUG015630
lNONMMUG015634,chr16,4621424,4624841,+,NONMMUG015634,Glis2
lNONMMUG015636,chr16,4623272,4624906,-,NONMMUG015636,NONMMUG015636
lNONMMUG015653,chr16,4880365,4885724,+,NONMMUG015653,NONMMUG015653
lNONMMUG015654,chr16,4881647,4886758,-,NONMMUG015654,NONMMUG015654
lNONMMUG015659,chr16,4964348,4966914,+,NONMMUG015659,NONMMUG015659
lNONMMUG015667,chr16,5199125,5203990,-,NONMMUG015667,NONMMUG015667
lNONMMUG015670,chr16,5254785,5289622,+,NONMMUG015670,Gm15983
lNONMMUG015673,chr16,5394493,5452189,+,NONMMUG015673,NONMMUG015673
lNONMMUG015675,chr16,5884921,6814135,+,NONMMUG015675,NONMMUG015675
lNONMMUG015705,chr16,7202627,7206035,-,NONMMUG015705,NONMMUG015705
lNONMMUG015719,chr16,8470794,8474104,+,NONMMUG015719,NONMMUG015719
lNONMMUG015725,chr16,8636547,8637538,-,NONMMUG015725,NONMMUG015725
lNONMMUG015726,chr16,8637016,8637583,+,NONMMUG015726,NONMMUG015726
lNONMMUG015741,chr16,8997543,9228015,+,NONMMUG015741,NONMMUG015741
lNONMMUG015764,chr16,10742380,10744871,+,NONMMUG015764,NONMMUG015764
lNONMMUG015766,chr16,10784613,10798609,+,NONMMUG015766,NONMMUG015766
lNONMMUG015786,chr16,11176162,11192293,+,NONMMUG015786,AC087541.1
lNONMMUG015799,chr16,12629083,12945935,-,NONMMUG015799,NONMMUG015799
lNONMMUG015815,chr16,13354373,13468787,-,NONMMUG015815,Gm15738
lNONMMUG015816,chr16,13437585,13439363,+,NONMMUG015816,NONMMUG015816
lNONMMUG015829,chr16,13754393,13760598,-,NONMMUG015829,NONMMUG015829
lNONMMUG015832,chr16,13780707,13782829,+,NONMMUG015832,NONMMUG015832
lNONMMUG015841,chr16,13882622,13884249,-,NONMMUG015841,NONMMUG015841
lNONMMUG015842,chr16,13901419,13902998,-,NONMMUG015842,Pdxdc1
lNONMMUG015856,chr16,14299326,14317338,-,NONMMUG015856,Fopnl
lNONMMUG015858,chr16,14361566,14364369,+,NONMMUG015858,NONMMUG015858
lNONMMUG015863,chr16,14704665,14757386,-,NONMMUG015863,NONMMUG015863
lNONMMUG015868,chr16,15592023,15593850,-,NONMMUG015868,NONMMUG015868
lNONMMUG015875,chr16,16341945,16344709,-,NONMMUG015875,NONMMUG015875
lNONMMUG015886,chr16,16870514,16870851,-,NONMMUG015886,Vpreb1
lNONMMUG015934,chr16,17832631,17835019,+,NONMMUG015934,NONMMUG015934
lNONMMUG015944,chr16,18207821,18216617,-,NONMMUG015944,NONMMUG015944
lNONMMUG015945,chr16,18213314,18216515,+,NONMMUG015945,NONMMUG015945
lNONMMUG015947,chr16,18248972,18253495,-,NONMMUG015947,NONMMUG015947
lNONMMUG015962,chr16,18591902,18609752,+,NONMMUG015962,4930588K23Rik
lNONMMUG015988,chr16,20301296,20302333,-,NONMMUG015988,Parl
lNONMMUG015999,chr16,20451745,20459198,+,NONMMUG015999,NONMMUG015999
lNONMMUG016001,chr16,20511132,20517767,-,NONMMUG016001,Gm16618
lNONMMUG016006,chr16,20545913,20548449,-,NONMMUG016006,Gm15760
lNONMMUG016008,chr16,20587849,20589978,-,NONMMUG016008,NONMMUG016008
lNONMMUG016012,chr16,20621533,20623275,+,NONMMUG016012,NONMMUG016012
lNONMMUG016014,chr16,20650693,20651642,-,NONMMUG016014,NONMMUG016014
lNONMMUG016035,chr16,21794317,21809047,+,NONMMUG016035,1300002E11Rik
lNONMMUG016039,chr16,21843450,21846201,-,NONMMUG016039,AC114990.2
lNONMMUG016060,chr16,22548012,22563551,+,NONMMUG016060,Gm15651
lNONMMUG016062,chr16,22653273,22657189,-,NONMMUG016062,NONMMUG016062
lNONMMUG016074,chr16,23175279,23224447,+,NONMMUG016074,B630019A10Rik
lNONMMUG016086,chr16,23520209,23560081,+,NONMMUG016086,NONMMUG016086
lNONMMUG016087,chr16,23595617,23606137,+,NONMMUG016087,NONMMUG016087
lNONMMUG016091,chr16,23981312,23983390,-,NONMMUG016091,NONMMUG016091
lNONMMUG016092,chr16,23983493,23985511,-,NONMMUG016092,NONMMUG016092
lNONMMUG016094,chr16,23989074,23992453,+,NONMMUG016094,NONMMUG016094
lNONMMUG016103,chr16,24391611,24393655,-,NONMMUG016103,AC116484.1
lNONMMUG016135,chr16,26503655,26526830,-,NONMMUG016135,RPI002_013496
lNONMMUG016148,chr16,28249807,28252140,-,NONMMUG016148,NONMMUG016148
lNONMMUG016150,chr16,28398136,28753339,-,NONMMUG016150,NONMMUG016150
lNONMMUG016153,chr16,28564118,28571340,+,NONMMUG016153,NONMMUG016153
lNONMMUG016154,chr16,28608732,28612314,+,NONMMUG016154,NONMMUG016154
lNONMMUG016169,chr16,29809388,29814108,-,NONMMUG016169,NONMMUG016169
lNONMMUG016170,chr16,29811057,29837815,+,NONMMUG016170,CT025592.1
lNONMMUG016174,chr16,29907518,29946754,-,NONMMUG016174,CT025592.2
lNONMMUG016178,chr16,29986315,30021430,+,NONMMUG016178,CT030736.1
lNONMMUG016179,chr16,30021841,30039479,-,NONMMUG016179,NONMMUG016179
lNONMMUG016184,chr16,30200264,30206223,-,NONMMUG016184,AC163355.1
lNONMMUG016208,chr16,31140292,31142449,-,NONMMUG016208,NONMMUG016208
lNONMMUG016211,chr16,31197608,31201167,-,NONMMUG016211,NONMMUG016211
lNONMMUG016215,chr16,31271572,31274303,-,NONMMUG016215,NONMMUG016215
lNONMMUG016221,chr16,31425725,31429776,-,NONMMUG016221,Gm15743
lNONMMUG016236,chr16,31760965,31766184,+,NONMMUG016236,NONMMUG016236
lNONMMUG016241,chr16,31894405,31899033,-,NONMMUG016241,NONMMUG016241
lNONMMUG016259,chr16,32247269,32251381,+,NONMMUG016259,RPI002_013289
lNONMMUG016261,chr16,32300174,32301409,+,NONMMUG016261,NONMMUG016261
lNONMMUG016272,chr16,32454597,32456149,-,NONMMUG016272,NONMMUG016272
lNONMMUG016294,chr16,32985853,33108601,-,NONMMUG016294,Gm17106
lNONMMUG016306,chr16,33373095,33380755,-,NONMMUG016306,AC122247.1
lNONMMUG016328,chr16,33966238,33967313,+,NONMMUG016328,Gm15829
lNONMMUG016334,chr16,34093265,34093908,-,NONMMUG016334,NONMMUG016334
lNONMMUG016344,chr16,34559539,34562703,-,NONMMUG016344,NONMMUG016344
lNONMMUG016345,chr16,34682461,34690686,-,NONMMUG016345,NONMMUG016345
lNONMMUG016356,chr16,35362620,35363847,-,NONMMUG016356,Sec22a
lNONMMUG016370,chr16,35955649,35983333,-,NONMMUG016370,Gm15564
lNONMMUG016373,chr16,36067687,36071558,-,NONMMUG016373,NONMMUG016373
lNONMMUG016385,chr16,36555556,36561335,+,NONMMUG016385,NONMMUG016385
lNONMMUG016401,chr16,36875420,36878081,-,NONMMUG016401,NONMMUG016401
lNONMMUG016420,chr16,37677600,37685290,+,NONMMUG016420,NONMMUG016420
lNONMMUG016429,chr16,38017200,38054526,+,NONMMUG016429,NONMMUG016429
lNONMMUG016431,chr16,38081662,38089468,-,NONMMUG016431,NONMMUG016431
lNONMMUG016440,chr16,38302615,38308189,+,NONMMUG016440,Gm15649
lNONMMUG016443,chr16,38451086,38452696,-,NONMMUG016443,NONMMUG016443
lNONMMUG016444,chr16,38451981,38453493,+,NONMMUG016444,AC209577.1
lNONMMUG016448,chr16,38521948,38522654,-,NONMMUG016448,Timmdc1
lNONMMUG016450,chr16,38522728,38526951,+,NONMMUG016450,NONMMUG016450
lNONMMUG016457,chr16,38569322,38573301,-,NONMMUG016457,Gm17103
lNONMMUG016477,chr16,40002463,40003855,+,NONMMUG016477,NONMMUG016477
lNONMMUG016485,chr16,40288095,40289987,+,NONMMUG016485,NONMMUG016485
lNONMMUG016489,chr16,40354333,40357082,+,NONMMUG016489,NONMMUG016489
lNONMMUG016490,chr16,40403715,40406039,+,NONMMUG016490,NONMMUG016490
lNONMMUG016491,chr16,40453896,40456339,+,NONMMUG016491,NONMMUG016491
lNONMMUG016492,chr16,40458642,40461053,+,NONMMUG016492,NONMMUG016492
lNONMMUG016494,chr16,40495681,40497498,+,NONMMUG016494,NONMMUG016494
lNONMMUG016502,chr16,41014034,41022005,+,NONMMUG016502,NONMMUG016502
lNONMMUG016515,chr16,41697932,41700041,+,NONMMUG016515,NONMMUG016515
lNONMMUG016519,chr16,42038127,42038870,+,NONMMUG016519,NONMMUG016519
lNONMMUG016527,chr16,42687852,42875942,-,NONMMUG016527,4932412D23Rik
lNONMMUG016528,chr16,42875892,43727234,+,NONMMUG016528,Zbtb20
lNONMMUG016539,chr16,43345886,43363667,-,NONMMUG016539,Gm9968
lNONMMUG016562,chr16,43889903,43891110,+,NONMMUG016562,RPI002_010741
lNONMMUG016567,chr16,43979342,43983354,+,NONMMUG016567,NONMMUG016567
lNONMMUG016580,chr16,44529689,44531155,-,NONMMUG016580,NONMMUG016580
lNONMMUG016581,chr16,44530253,44565655,+,NONMMUG016581,NONMMUG016581
lNONMMUG016584,chr16,44745866,44747423,+,NONMMUG016584,NONMMUG016584
lNONMMUG016589,chr16,45119462,45120561,+,NONMMUG016589,RPI002_012298
lNONMMUG016591,chr16,45157372,45158664,-,NONMMUG016591,Slc35a5
lNONMMUG016592,chr16,45173230,45175927,+,NONMMUG016592,NONMMUG016592
lNONMMUG016593,chr16,45192381,45193680,+,NONMMUG016593,NONMMUG016593
lNONMMUG016609,chr16,45736502,45737318,+,NONMMUG016609,Gm15591
lNONMMUG016610,chr16,45739729,45742778,-,NONMMUG016610,Abhd10
lNONMMUG016618,chr16,45901103,45901610,-,NONMMUG016618,Phldb2
lNONMMUG016620,chr16,45945605,45971371,+,NONMMUG016620,Gm15638
lNONMMUG016630,chr16,46442724,46446483,-,NONMMUG016630,NONMMUG016630
lNONMMUG016659,chr16,49810094,49865096,-,NONMMUG016659,NONMMUG016659
lNONMMUG016661,chr16,49906279,49907844,+,NONMMUG016661,NONMMUG016661
lNONMMUG016671,chr16,50019657,50072852,-,NONMMUG016671,NONMMUG016671
lNONMMUG016679,chr16,50526229,50559459,+,NONMMUG016679,AC154781.1
lNONMMUG016683,chr16,50719292,50732773,-,NONMMUG016683,NONMMUG016683
lNONMMUG016697,chr16,52388738,52390538,-,NONMMUG016697,NONMMUG016697
lNONMMUG016702,chr16,52449581,52452995,-,NONMMUG016702,NONMMUG016702
lNONMMUG016706,chr16,55420818,55523723,-,NONMMUG016706,NONMMUG016706
lNONMMUG016713,chr16,55933710,55941411,+,NONMMUG016713,NONMMUG016713
lNONMMUG016715,chr16,55966342,55980721,+,NONMMUG016715,Rpl24
lNONMMUG016720,chr16,56020845,56023956,-,NONMMUG016720,NONMMUG016720
lNONMMUG016721,chr16,56050027,56073069,+,NONMMUG016721,NONMMUG016721
lNONMMUG016737,chr16,57120108,57121289,-,NONMMUG016737,NONMMUG016737
lNONMMUG016751,chr16,57561059,57606836,-,NONMMUG016751,NONMMUG016751
lNONMMUG016759,chr16,58404877,58408277,-,NONMMUG016759,4930461C15Rik
lNONMMUG016773,chr16,59201597,59216186,+,NONMMUG016773,RPI002_013945
lNONMMUG016782,chr16,59642052,59646045,-,NONMMUG016782,NONMMUG016782
lNONMMUG016792,chr16,60604765,60611237,+,NONMMUG016792,Gm9017
lNONMMUG016797,chr16,61792967,62412375,-,NONMMUG016797,NONMMUG016797
lNONMMUG016799,chr16,62785236,62786766,-,NONMMUG016799,Nsun3
lNONMMUG016802,chr16,62887853,62889817,+,NONMMUG016802,NONMMUG016802
lNONMMUG016810,chr16,63802703,63807361,-,NONMMUG016810,NONMMUG016810
lNONMMUG016812,chr16,63841917,63864175,-,NONMMUG016812,NONMMUG016812
lNONMMUG016813,chr16,63861411,63863700,-,NONMMUG016813,NONMMUG016813
lNONMMUG016818,chr16,64821079,64822243,-,NONMMUG016818,n294688
lNONMMUG016820,chr16,64871493,64874111,-,NONMMUG016820,NONMMUG016820
lNONMMUG016823,chr16,65562698,65567012,+,NONMMUG016823,NONMMUG016823
lNONMMUG016837,chr16,66780720,66783959,+,NONMMUG016837,NONMMUG016837
lNONMMUG016842,chr16,67180006,67182858,-,NONMMUG016842,NONMMUG016842
lNONMMUG016844,chr16,67259352,67260587,-,NONMMUG016844,NONMMUG016844
lNONMMUG016845,chr16,67269961,67270783,-,NONMMUG016845,NONMMUG016845
lNONMMUG016846,chr16,67285857,67288082,-,NONMMUG016846,NONMMUG016846
lNONMMUG016848,chr16,67353243,67354461,-,NONMMUG016848,NONMMUG016848
lNONMMUG016851,chr16,67401654,67403894,-,NONMMUG016851,NONMMUG016851
lNONMMUG016852,chr16,67443078,67446979,-,NONMMUG016852,NONMMUG016852
lNONMMUG016853,chr16,67452348,67454714,-,NONMMUG016853,NONMMUG016853
lNONMMUG016857,chr16,67493028,67497408,-,NONMMUG016857,NONMMUG016857
lNONMMUG016858,chr16,67554965,67556914,-,NONMMUG016858,NONMMUG016858
lNONMMUG016867,chr16,70312875,70314347,-,NONMMUG016867,NONMMUG016867
lNONMMUG016876,chr16,72027620,72029683,+,NONMMUG016876,NONMMUG016876
lNONMMUG016883,chr16,72226382,72234327,-,NONMMUG016883,NONMMUG016883
lNONMMUG016884,chr16,72268597,72271410,+,NONMMUG016884,NONMMUG016884
lNONMMUG016902,chr16,73072364,73204012,+,NONMMUG016902,NONMMUG016902
lNONMMUG016906,chr16,73903542,73904382,-,NONMMUG016906,NONMMUG016906
lNONMMUG016912,chr16,74253951,74257616,-,NONMMUG016912,NONMMUG016912
lNONMMUG016916,chr16,74328048,74333065,-,NONMMUG016916,NONMMUG016916
lNONMMUG016917,chr16,74526013,74528589,-,NONMMUG016917,NONMMUG016917
lNONMMUG016927,chr16,74991098,75012802,-,NONMMUG016927,NONMMUG016927
lNONMMUG016930,chr16,75030851,75038075,-,NONMMUG016930,NONMMUG016930
lNONMMUG016931,chr16,75080446,75087010,-,NONMMUG016931,NONMMUG016931
lNONMMUG016932,chr16,75166006,75170168,-,NONMMUG016932,NONMMUG016932
lNONMMUG016935,chr16,75388134,75447364,-,NONMMUG016935,NONMMUG016935
lNONMMUG016963,chr16,77236316,77691403,+,NONMMUG016963,2810055G20Rik
lNONMMUG016964,chr16,77298065,77329455,-,NONMMUG016964,NONMMUG016964
lNONMMUG016966,chr16,77400846,77401208,+,NONMMUG016966,Gm21816
lNONMMUG016967,chr16,77413534,77421820,-,NONMMUG016967,NONMMUG016967
lNONMMUG016969,chr16,77416623,77419999,+,NONMMUG016969,NONMMUG016969
lNONMMUG016974,chr16,77561649,77564765,+,NONMMUG016974,NONMMUG016974
lNONMMUG016988,chr16,78221797,78238534,+,NONMMUG016988,NONMMUG016988
lNONMMUG016989,chr16,78229221,78237886,-,NONMMUG016989,NONMMUG016989
lNONMMUG016990,chr16,78250860,78302487,-,NONMMUG016990,NONMMUG016990
lNONMMUG016995,chr16,78340755,78343468,-,NONMMUG016995,NONMMUG016995
lNONMMUG017009,chr16,79943344,81079049,+,NONMMUG017009,NONMMUG017009
lNONMMUG017015,chr16,81242690,81244907,-,NONMMUG017015,NONMMUG017015
lNONMMUG017020,chr16,81332791,81335259,+,NONMMUG017020,NONMMUG017020
lNONMMUG017021,chr16,81412219,81412934,+,NONMMUG017021,NONMMUG017021
lNONMMUG017047,chr16,85167450,85173707,-,NONMMUG017047,NONMMUG017047
lNONMMUG017057,chr16,85899947,85903992,+,NONMMUG017057,NONMMUG017057
lNONMMUG017058,chr16,86132460,86150933,-,NONMMUG017058,RPI002_008639
lNONMMUG017071,chr16,87454997,87458783,+,NONMMUG017071,Usp16
lNONMMUG017074,chr16,87495995,87505474,+,NONMMUG017074,B130034C11Rik
lNONMMUG017079,chr16,87784074,87872257,+,NONMMUG017079,NONMMUG017079
lNONMMUG017087,chr16,88202745,88207090,-,NONMMUG017087,NONMMUG017087
lNONMMUG017090,chr16,88367901,88388000,-,NONMMUG017090,NONMMUG017090
lNONMMUG017103,chr16,89908242,90143814,-,NONMMUG017103,Tiam1
lNONMMUG017110,chr16,90142236,90146827,+,NONMMUG017110,NONMMUG017110
lNONMMUG017111,chr16,90220753,90224140,+,NONMMUG017111,NONMMUG017110
lNONMMUG017129,chr16,90925531,90932555,+,NONMMUG017129,NONMMUG017129
lNONMMUG017132,chr16,91011248,91016744,+,NONMMUG017132,4930404I05Rik
lNONMMUG017134,chr16,91044655,91056678,+,NONMMUG017134,4931406G06Rik
lNONMMUG017139,chr16,91222099,91222926,-,NONMMUG017139,NONMMUG017139
lNONMMUG017140,chr16,91273034,91311226,-,NONMMUG017140,NONMMUG017140
lNONMMUG017141,chr16,91296396,91303846,-,NONMMUG017141,NONMMUG017141
lNONMMUG017153,chr16,91547090,91550259,+,NONMMUG017153,NONMMUG017153
lNONMMUG017155,chr16,91611467,91623862,+,NONMMUG017155,Gm15964
lNONMMUG017159,chr16,91688891,91715755,+,NONMMUG017159,Gm10785
lNONMMUG017172,chr16,91931236,91969164,+,NONMMUG017172,D430001F17Rik
lNONMMUG017176,chr16,92015411,92022340,+,NONMMUG017176,NONMMUG017176
lNONMMUG017182,chr16,92117675,92245468,+,NONMMUG017182,NONMMUG017182
lNONMMUG017183,chr16,92125774,92187336,+,NONMMUG017183,NONMMUG017183
lNONMMUG017193,chr16,92609057,92612578,-,NONMMUG017193,NONMMUG017193
lNONMMUG017195,chr16,92684222,92687240,-,NONMMUG017195,RPI001_819420
lNONMMUG017196,chr16,92691405,92694946,-,NONMMUG017196,NONMMUG017196
lNONMMUG017198,chr16,92726177,92729511,-,NONMMUG017198,RPI001_819436
lNONMMUG017202,chr16,93045555,93090923,+,NONMMUG017202,RPI002_011784
lNONMMUG017207,chr16,93379266,93461072,-,NONMMUG017207,NONMMUG017207
lNONMMUG017214,chr16,93603831,93604968,+,NONMMUG017214,NONMMUG017214
lNONMMUG017217,chr16,93696714,93712042,-,NONMMUG017217,NONMMUG017217
lNONMMUG017243,chr16,94521597,94547838,+,NONMMUG017243,NONMMUG017243
lNONMMUG017252,chr16,95183638,95261840,-,NONMMUG017252,NONMMUG017252
lNONMMUG017262,chr16,95831122,95929078,-,NONMMUG017262,1600002D24Rik
lNONMMUG017274,chr16,96082675,96089071,+,NONMMUG017274,1700093J21Rik
lNONMMUG017276,chr16,96125318,96127022,-,NONMMUG017276,Hmgn1
lNONMMUG017301,chr16,97947842,97948766,-,NONMMUG017301,NONMMUG017301
lNONMMUG017302,chr16,97958339,97962615,-,NONMMUG017302,NONMMUG017302
lNONMMUG017303,chr16,97994600,97997420,-,NONMMUG017303,AC163298.1
lNONMMUG017311,chr16,98063876,98082501,-,NONMMUG017311,NONMMUG017311
lNONMMUG017316,chr17,3083927,3084986,+,NONMMUG017316,NONMMUG017316
lNONMMUG017317,chr17,3099778,3114951,-,NONMMUG017317,NONMMUG017317
lNONMMUG017318,chr17,3115244,3117729,+,NONMMUG017318,NONMMUG017318
lNONMMUG017323,chr17,3198109,3311120,+,NONMMUG017323,NONMMUG017323
lNONMMUG017324,chr17,3250238,3283310,-,NONMMUG017324,NONMMUG017324
lNONMMUG017334,chr17,3550259,3557734,-,NONMMUG017334,NONMMUG017334
lNONMMUG017335,chr17,3557492,3559863,+,NONMMUG017335,NONMMUG017335
lNONMMUG017346,chr17,4907715,4915307,+,NONMMUG017346,NONMMUG017346
lNONMMUG017361,chr17,5492599,5725317,+,NONMMUG017361,NONMMUG017361
lNONMMUG017379,chr17,6106436,6124829,+,NONMMUG017379,Tulp4
lNONMMUG017383,chr17,6314198,6493181,+,NONMMUG017383,AC183097.1
lNONMMUG017387,chr17,6430172,6432639,+,NONMMUG017387,NONMMUG017387
lNONMMUG017398,chr17,6798389,6828138,-,NONMMUG017398,AC168090.1
lNONMMUG017409,chr17,7824530,7827302,-,NONMMUG017409,NONMMUG017409
lNONMMUG017412,chr17,7881103,7946426,-,NONMMUG017412,E430024P14Rik
lNONMMUG017419,chr17,8283761,8311118,-,NONMMUG017419,4930506C21Rik
lNONMMUG017421,chr17,8284459,8288738,+,NONMMUG017421,NONMMUG017421
lNONMMUG017429,chr17,8525414,8757059,+,NONMMUG017429,NONMMUG017429
lNONMMUG017437,chr17,9147718,9168022,-,NONMMUG017437,CT025573.1
lNONMMUG017442,chr17,9549690,9594242,+,NONMMUG017442,NONMMUG017442
lNONMMUG017444,chr17,9699676,9728022,-,NONMMUG017444,NONMMUG017444
lNONMMUG017445,chr17,9750751,9775870,-,NONMMUG017445,NONMMUG017445
lNONMMUG017455,chr17,10313186,10315366,-,NONMMUG017455,NONMMUG017455
lNONMMUG017456,chr17,10319926,10322606,+,NONMMUG017456,NONMMUG017456
lNONMMUG017463,chr17,10456215,10493057,+,NONMMUG017463,A230009B12Rik
lNONMMUG017464,chr17,10496445,10569397,+,NONMMUG017464,Gm16168
lNONMMUG017466,chr17,10807838,10817064,+,NONMMUG017466,Gm16169
lNONMMUG017476,chr17,11960187,12031315,-,NONMMUG017476,NONMMUG017476
lNONMMUG017483,chr17,12318852,12336225,+,NONMMUG017483,AC087901.1
lNONMMUG017485,chr17,12741310,12860182,+,NONMMUG017485,Airn
lNONMMUG017517,chr17,13675661,13683517,-,NONMMUG017517,Gm16046
lNONMMUG017519,chr17,13756380,13760375,-,NONMMUG017519,Gm16049
lNONMMUG017530,chr17,14203093,14237063,+,NONMMUG017530,NONMMUG017530
lNONMMUG017533,chr17,14279558,14326128,+,NONMMUG017533,NONMMUG017533
lNONMMUG017538,chr17,14934893,14942707,+,NONMMUG017538,Gm7393
lNONMMUG017539,chr17,14937842,14943132,-,NONMMUG017539,NONMMUG017539
lNONMMUG017545,chr17,15012765,15023489,-,NONMMUG017545,NONMMUG017545
lNONMMUG017547,chr17,15061068,15075025,+,NONMMUG017547,NONMMUG017547
lNONMMUG017554,chr17,15367355,15375966,-,NONMMUG017554,Dll1
lNONMMUG017557,chr17,15374999,15379475,+,NONMMUG017557,AC154378.1
lNONMMUG017560,chr17,15499917,15501482,+,NONMMUG017560,NONMMUG017560
lNONMMUG017562,chr17,15520382,15522661,+,NONMMUG017562,NONMMUG017562
lNONMMUG017566,chr17,15704013,15704799,-,NONMMUG017566,NONMMUG017566
lNONMMUG017570,chr17,15826702,15828929,+,NONMMUG017570,NONMMUG017570
lNONMMUG017587,chr17,17389942,17411993,-,NONMMUG017587,AC154200.1
lNONMMUG017588,chr17,17394335,17394896,+,NONMMUG017588,NONMMUG017588
lNONMMUG017595,chr17,17593682,17594776,-,NONMMUG017595,NONMMUG017595
lNONMMUG017620,chr17,20729660,20732814,+,NONMMUG017620,NONMMUG017620
lNONMMUG017636,chr17,21464510,21692541,-,NONMMUG017636,NONMMUG017636
lNONMMUG017637,chr17,21485176,21489376,-,NONMMUG017637,CT010433.1
lNONMMUG017640,chr17,21527962,21533184,+,NONMMUG017640,NONMMUG017640
lNONMMUG017641,chr17,21528193,21535879,-,NONMMUG017641,CT010433.2
lNONMMUG017642,chr17,21531710,21532730,-,NONMMUG017642,NONMMUG017642
lNONMMUG017644,chr17,21650612,21657545,+,NONMMUG017644,NONMMUG017644
lNONMMUG017652,chr17,21824234,21866216,+,NONMMUG017652,NONMMUG017652
lNONMMUG017653,chr17,21838004,21845729,-,NONMMUG017653,RPI002_013051
lNONMMUG017668,chr17,22342417,22361414,-,NONMMUG017668,NONMMUG017668
