lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONMMUG036234,chr6,108577035,108660935,-,NONMMUG036234,0610040F04Rik
lNONMMUG036237,chr6,108656916,108659537,+,NONMMUG036237,Gm17055
lNONMMUG036248,chr6,110627815,110645916,-,NONMMUG036248,Gm20387
lNONMMUG036250,chr6,110741955,110744288,+,NONMMUG036250,NONMMUG036250
lNONMMUG036275,chr6,112942168,112945448,-,NONMMUG036275,NONMMUG036275
lNONMMUG036279,chr6,113067428,113077244,-,NONMMUG036279,Gt(ROSA)26Sor
lNONMMUG036288,chr6,113275836,113276930,-,NONMMUG036288,Gm16161
lNONMMUG036290,chr6,113305624,113306674,-,NONMMUG036290,NONMMUG036290
lNONMMUG036291,chr6,113275233,113326748,-,NONMMUG036291,Gm15492
lNONMMUG036295,chr6,113378165,113382480,+,NONMMUG036295,NONMMUG036295
lNONMMUG036303,chr6,113479454,113483161,-,NONMMUG036303,NONMMUG036303
lNONMMUG036317,chr6,113693612,113697053,-,NONMMUG036317,NONMMUG036317
lNONMMUG036324,chr6,114004788,114052265,+,NONMMUG036324,Gm15083
lNONMMUG036337,chr6,114881423,114884843,-,NONMMUG036337,NONMMUG036337
lNONMMUG036344,chr6,115102738,115134835,-,NONMMUG036344,AC147047.1
lNONMMUG036364,chr6,116104908,116110394,-,NONMMUG036364,Tmcc1
lNONMMUG036367,chr6,116107649,116127493,+,NONMMUG036367,Gm20404
lNONMMUG036375,chr6,116260433,116264095,-,NONMMUG036375,NONMMUG036375
lNONMMUG036395,chr6,117646692,117752022,-,NONMMUG036395,NONMMUG036395
lNONMMUG036400,chr6,117878815,117884781,+,NONMMUG036400,RPI002_011088
lNONMMUG036401,chr6,117880067,117891582,-,NONMMUG036401,NONMMUG036401
lNONMMUG036403,chr6,117916530,117917722,-,NONMMUG036403,NONMMUG036403
lNONMMUG036411,chr6,118444799,118455462,-,NONMMUG036411,Zfp248
lNONMMUG036421,chr6,118923186,118925694,-,NONMMUG036421,NONMMUG036421
lNONMMUG036441,chr6,119896158,119902654,-,NONMMUG036441,AC117667.1
lNONMMUG036452,chr6,120033521,120036490,-,NONMMUG036452,mmu-mir-706
lNONMMUG036456,chr6,120362337,120364356,-,NONMMUG036456,NONMMUG036456
lNONMMUG036536,chr6,124415097,124420778,+,NONMMUG036536,NONMMUG036536
lNONMMUG036545,chr6,124715231,124715502,+,NONMMUG036545,Gm23547
lNONMMUG036546,chr6,124715572,124718832,-,NONMMUG036546,Gm15884
lNONMMUG036548,chr6,124732167,124738040,+,NONMMUG036548,Gm20531
lNONMMUG036566,chr6,124857774,124861532,+,NONMMUG036566,NONMMUG036566
lNONMMUG036576,chr6,124981095,124997306,-,NONMMUG036576,NONMMUG036576
lNONMMUG036580,chr6,125010172,125049851,-,NONMMUG036580,NONMMUG036580
lNONMMUG036594,chr6,125231275,125245964,+,NONMMUG036594,Vamp1
lNONMMUG036600,chr6,125265475,125305637,+,NONMMUG036600,NONMMUG036600
lNONMMUG036611,chr6,125481362,125513791,+,NONMMUG036611,AC153580.1
lNONMMUG036618,chr6,125805723,125812331,-,NONMMUG036618,NONMMUG036618
lNONMMUG036619,chr6,125941923,126020521,-,NONMMUG036619,NONMMUG036619
lNONMMUG036630,chr6,126718683,126741601,+,NONMMUG036630,AC124756.1
lNONMMUG036637,chr6,127100296,127110468,+,NONMMUG036637,AC163683.1
lNONMMUG036639,chr6,127149388,127212499,+,NONMMUG036639,AC163747.1
lNONMMUG036674,chr6,128356003,128358840,+,NONMMUG036674,AC116573.1
lNONMMUG036675,chr6,128356943,128362859,-,NONMMUG036675,Rhno1
lNONMMUG036677,chr6,128367320,128399741,-,NONMMUG036677,Gm15862
lNONMMUG036681,chr6,128438778,128489096,+,NONMMUG036681,NONMMUG036681
lNONMMUG036695,chr6,128839749,128843449,+,NONMMUG036695,NONMMUG036695
lNONMMUG036696,chr6,128843785,128846960,+,NONMMUG036696,AC102693.1
lNONMMUG036700,chr6,128944175,128975030,-,NONMMUG036700,Gm15987
lNONMMUG036706,chr6,129047276,129049835,-,NONMMUG036706,NONMMUG036706
lNONMMUG036752,chr6,134150325,134186472,-,NONMMUG036752,Gm17088
lNONMMUG036770,chr6,134792273,134820753,+,NONMMUG036770,NONMMUG036770
lNONMMUG036775,chr6,134877250,134897887,-,NONMMUG036775,Gpr19
lNONMMUG036777,chr6,134897960,134901108,+,NONMMUG036777,NONMMUG036777
lNONMMUG036779,chr6,134929535,134932390,+,NONMMUG036779,NONMMUG036779
lNONMMUG036782,chr6,134984724,134986818,+,NONMMUG036782,NONMMUG036782
lNONMMUG036794,chr6,136172641,136175665,+,NONMMUG036794,AC124500.1
lNONMMUG036809,chr6,136801804,136803991,-,NONMMUG036809,NONMMUG036809
lNONMMUG036831,chr6,138423104,138429592,+,NONMMUG036831,A830011K09Rik
lNONMMUG036858,chr6,140955608,141044134,+,NONMMUG036858,NONMMUG036858
lNONMMUG036884,chr6,142414011,142419730,+,NONMMUG036884,B230216G23Rik
lNONMMUG036895,chr6,142814230,142833495,+,NONMMUG036895,Gm7457
lNONMMUG036946,chr6,145212526,145214917,-,NONMMUG036946,NONMMUG036946
lNONMMUG036952,chr6,145303151,145308952,+,NONMMUG036952,2010013B24Rik
lNONMMUG036955,chr6,145387595,145402179,+,NONMMUG036955,1700073E17Rik
lNONMMUG037006,chr6,147438361,147476284,-,NONMMUG037006,Gm6288
lNONMMUG037012,chr6,147702062,147720367,-,NONMMUG037012,Gm15762
lNONMMUG037014,chr6,148006579,148047339,-,NONMMUG037014,B230104C08Rik
lNONMMUG037030,chr6,148601410,148614310,-,NONMMUG037030,Gm6313
lNONMMUG037031,chr6,148652611,148678001,-,NONMMUG037031,4930528G23Rik
lNONMMUG037036,chr6,148831451,148833112,+,NONMMUG037036,NONMMUG037036
lNONMMUG037057,chr6,149149371,149152567,-,NONMMUG037057,NONMMUG037057
lNONMMUG037079,chr7,3370784,3404874,-,NONMMUG037079,NONMMUG037079
lNONMMUG037080,chr7,3390220,3394169,+,NONMMUG037080,NONMMUG037080
lNONMMUG037090,chr7,3632113,3652659,-,NONMMUG037090,Gm15927
lNONMMUG037091,chr7,3629785,3649385,+,NONMMUG037091,NONMMUG037091
lNONMMUG037094,chr7,3666251,3670279,+,NONMMUG037094,Gm15929
lNONMMUG037104,chr7,4074124,4120729,-,NONMMUG037104,9430041J12Rik
lNONMMUG037106,chr7,4126339,4136926,-,NONMMUG037106,D030047H15Rik
lNONMMUG037119,chr7,4445696,4471285,-,NONMMUG037119,Gm15494
lNONMMUG037121,chr7,4467244,4470884,-,NONMMUG037121,NONMMUG037121
lNONMMUG037131,chr7,4658659,4659954,+,NONMMUG037131,NONMMUG037131
lNONMMUG037136,chr7,4812456,4815719,+,NONMMUG037136,RPI002_013326
lNONMMUG037139,chr7,4833126,4845509,+,NONMMUG037139,NONMMUG037139
lNONMMUG037140,chr7,4836466,4844696,-,NONMMUG037140,Gm15525
lNONMMUG037147,chr7,5045425,5057736,-,NONMMUG037147,Gm15510
lNONMMUG037148,chr7,5059274,5062049,-,NONMMUG037148,NONMMUG037148
lNONMMUG037149,chr7,5080216,5082487,+,NONMMUG037149,NONMMUG037149
lNONMMUG037157,chr7,6155788,6164918,+,NONMMUG037157,NONMMUG037157
lNONMMUG037158,chr7,6158101,6173340,-,NONMMUG037158,NONMMUG037158
lNONMMUG037260,chr7,13023717,13024595,-,NONMMUG037260,NONMMUG037260
lNONMMUG037263,chr7,13038031,13039851,+,NONMMUG037263,NONMMUG037263
lNONMMUG037294,chr7,15946861,15949948,+,NONMMUG037294,NONMMUG037294
lNONMMUG037303,chr7,16272015,16272937,-,NONMMUG037303,NONMMUG037303
lNONMMUG037316,chr7,16613823,16634243,+,NONMMUG037316,NONMMUG037316
lNONMMUG037325,chr7,16871346,16876503,-,NONMMUG037325,AC148981.1
lNONMMUG037334,chr7,17058536,17059441,+,NONMMUG037334,NONMMUG037334
lNONMMUG037347,chr7,18926400,18928689,+,NONMMUG037347,NONMMUG037347
lNONMMUG037349,chr7,18958931,18962057,+,NONMMUG037349,NONMMUG037349
lNONMMUG037350,chr7,18962414,18965174,-,NONMMUG037350,AC170864.1
lNONMMUG037366,chr7,19256929,19271854,-,NONMMUG037366,Vasp
lNONMMUG037369,chr7,19298259,19300771,-,NONMMUG037369,AC148988.1
lNONMMUG037370,chr7,19332517,19340681,+,NONMMUG037370,NONMMUG037370
lNONMMUG037371,chr7,19320116,19342564,-,NONMMUG037371,NONMMUG037371
lNONMMUG037375,chr7,19382219,19392719,-,NONMMUG037375,AC118017.1
lNONMMUG037378,chr7,19417465,19421417,-,NONMMUG037378,NONMMUG037378
lNONMMUG037380,chr7,19508669,19516145,+,NONMMUG037380,NONMMUG037380
lNONMMUG037390,chr7,19770610,19775404,+,NONMMUG037390,AC149282.1
lNONMMUG037394,chr7,19816491,19819150,+,NONMMUG037394,Gm16174
lNONMMUG037398,chr7,19920728,19927608,+,NONMMUG037398,Gm16251
lNONMMUG037439,chr7,24529144,24530566,-,NONMMUG037439,NONMMUG037439
lNONMMUG037451,chr7,24953527,24954778,-,NONMMUG037451,RPI002_012330
lNONMMUG037452,chr7,25072934,25076913,-,NONMMUG037452,NONMMUG037452
lNONMMUG037453,chr7,25075681,25076935,+,NONMMUG037453,NONMMUG037453
lNONMMUG037456,chr7,25159864,25180668,-,NONMMUG037456,Pou2f2
lNONMMUG037464,chr7,25376818,25566417,+,NONMMUG037464,4732471J01Rik
lNONMMUG037471,chr7,25627779,25629164,-,NONMMUG037471,NONMMUG037471
lNONMMUG037506,chr7,27249262,27257932,-,NONMMUG037506,Gm15567
lNONMMUG037514,chr7,27354349,27356233,+,NONMMUG037514,NONMMUG037514
lNONMMUG037521,chr7,27526900,27528366,-,NONMMUG037521,NONMMUG037521
lNONMMUG037531,chr7,27674658,27677844,+,NONMMUG037531,NONMMUG037531
lNONMMUG037533,chr7,27685726,27689173,-,NONMMUG037533,NONMMUG037533
lNONMMUG037540,chr7,27804784,27806270,+,NONMMUG037540,NONMMUG037540
lNONMMUG037549,chr7,27927272,27960590,+,NONMMUG037549,AC139063.1
lNONMMUG037553,chr7,27976636,27979165,-,NONMMUG037553,NONMMUG037553
lNONMMUG037558,chr7,28005465,28014437,-,NONMMUG037558,NONMMUG037558
lNONMMUG037562,chr7,28167274,28169627,-,NONMMUG037562,RPI002_009177
lNONMMUG037574,chr7,28376568,28392514,+,NONMMUG037574,NONMMUG037574
lNONMMUG037602,chr7,29155679,29156920,+,NONMMUG037602,1110035H17Rik
lNONMMUG037611,chr7,29515727,29518948,-,NONMMUG037611,Sipa1l3
lNONMMUG037615,chr7,29761433,29768531,-,NONMMUG037615,NONMMUG037615
lNONMMUG037617,chr7,29784009,29784772,+,NONMMUG037617,Zfp30
lNONMMUG037635,chr7,30050966,30052227,+,NONMMUG037635,NONMMUG037635
lNONMMUG037653,chr7,30321410,30322359,-,NONMMUG037653,NONMMUG037653
lNONMMUG037672,chr7,30616973,30624615,-,NONMMUG037672,NONMMUG037672
lNONMMUG037678,chr7,30831187,30869295,+,NONMMUG037678,NONMMUG037678
lNONMMUG037681,chr7,30955824,30958005,+,NONMMUG037681,Gm17077
lNONMMUG037683,chr7,30957408,30961619,-,NONMMUG037683,Lsr
lNONMMUG037685,chr7,31036432,31042084,+,NONMMUG037685,NONMMUG037685
lNONMMUG037686,chr7,31039894,31040966,+,NONMMUG037686,NONMMUG037686
lNONMMUG037692,chr7,31149527,31172684,+,NONMMUG037692,AC158993.1
lNONMMUG037694,chr7,31208356,31214152,+,NONMMUG037694,NONMMUG037694
lNONMMUG037715,chr7,34224754,34230237,+,NONMMUG037715,BX537302.1
lNONMMUG037716,chr7,34230419,34234102,-,NONMMUG037716,Gm12762
lNONMMUG037724,chr7,34388664,34394924,+,NONMMUG037724,Gm12764
lNONMMUG037726,chr7,34438136,34520886,+,NONMMUG037726,Gm12766
lNONMMUG037730,chr7,34544471,34581691,+,NONMMUG037730,Gm12784
lNONMMUG037733,chr7,34653183,34663101,+,NONMMUG037733,Gm12781
lNONMMUG037735,chr7,34665412,34673999,-,NONMMUG037735,Gm12756
lNONMMUG037737,chr7,34813097,34844510,+,NONMMUG037737,NONMMUG037737
lNONMMUG037741,chr7,35057263,35068065,-,NONMMUG037741,RPI002_008343
lNONMMUG037742,chr7,35064963,35096387,+,NONMMUG037742,NONMMUG037742
lNONMMUG037750,chr7,35234953,35239332,+,NONMMUG037750,NONMMUG037750
lNONMMUG037778,chr7,36171329,36210342,+,NONMMUG037778,NONMMUG037778
lNONMMUG037780,chr7,36658454,36695886,-,NONMMUG037780,NONMMUG037780
lNONMMUG037781,chr7,36695437,36697618,+,NONMMUG037781,NONMMUG037781
lNONMMUG037804,chr7,37772694,37775748,+,NONMMUG037804,NONMMUG037804
lNONMMUG037806,chr7,37969414,38019492,-,NONMMUG037806,NONMMUG037806
lNONMMUG037808,chr7,38059315,38092973,+,NONMMUG037808,RPI002_011543
lNONMMUG037840,chr7,40818293,40900937,-,NONMMUG037840,NONMMUG037840
lNONMMUG037852,chr7,41393697,41399192,+,NONMMUG037852,Gm17102
lNONMMUG037865,chr7,42481306,42482336,-,NONMMUG037865,linc1382
lNONMMUG037893,chr7,43579756,43580462,+,NONMMUG037893,Zfp719
lNONMMUG037895,chr7,43695208,43797958,-,NONMMUG037895,AC151989.1
lNONMMUG037901,chr7,44246725,44262785,+,NONMMUG037901,2410002F23Rik
lNONMMUG037905,chr7,44360231,44360571,+,NONMMUG037905,NONMMUG037905
lNONMMUG037909,chr7,44421919,44429220,-,NONMMUG037909,NONMMUG037909
lNONMMUG037910,chr7,44445099,44451960,-,NONMMUG037910,NONMMUG037910
lNONMMUG037911,chr7,44460851,44467857,-,NONMMUG037911,NONMMUG037911
lNONMMUG037912,chr7,44463109,44464461,-,NONMMUG037912,NONMMUG037912
lNONMMUG037915,chr7,44482027,44486033,+,NONMMUG037915,NONMMUG037915
lNONMMUG037916,chr7,44482027,44484782,-,NONMMUG037916,NONMMUG037916
lNONMMUG037923,chr7,44579967,44590625,-,NONMMUG037923,Gm15396
lNONMMUG037941,chr7,44970383,44974303,+,NONMMUG037941,NONMMUG037941
lNONMMUG037943,chr7,44986899,44994601,+,NONMMUG037943,Gm15545
lNONMMUG037955,chr7,45091408,45098320,+,NONMMUG037955,NONMMUG037955
lNONMMUG037976,chr7,45366160,45367948,+,NONMMUG037976,Mtag2
lNONMMUG037990,chr7,45508406,45511178,+,NONMMUG037990,NONMMUG037990
lNONMMUG037997,chr7,45567791,45576004,-,NONMMUG037997,0610005C13Rik
lNONMMUG037999,chr7,45588459,45589703,+,NONMMUG037999,NONMMUG037999
lNONMMUG038001,chr7,45630663,45639111,-,NONMMUG038001,Gm16047
lNONMMUG038008,chr7,45782607,45785237,+,NONMMUG038008,NONMMUG038008
lNONMMUG038009,chr7,45813999,45814924,+,NONMMUG038009,NONMMUG038009
lNONMMUG038010,chr7,45830835,45836616,+,NONMMUG038010,NONMMUG038010
lNONMMUG038037,chr7,46918164,46919857,-,NONMMUG038037,NONMMUG038037
lNONMMUG038040,chr7,46957603,46958449,-,NONMMUG038040,NONMMUG038040
lNONMMUG038044,chr7,47008103,47009649,+,NONMMUG038044,NONMMUG038044
lNONMMUG038062,chr7,49255651,49258656,+,NONMMUG038062,NONMMUG038062
lNONMMUG038064,chr7,49337458,49350745,-,NONMMUG038064,NONMMUG038064
lNONMMUG038097,chr7,54932488,55758982,+,NONMMUG038097,NONMMUG038097
lNONMMUG038108,chr7,55941950,55962468,-,NONMMUG038108,Nipa2
lNONMMUG038110,chr7,55962530,55980868,+,NONMMUG038110,A230056P14Rik
lNONMMUG038131,chr7,59197779,59290156,-,NONMMUG038131,NONMMUG038130
lNONMMUG038165,chr7,60257679,60450163,-,NONMMUG038165,NONMMUG038165
lNONMMUG038167,chr7,60454293,60590671,-,NONMMUG038167,NONMMUG038167
lNONMMUG038168,chr7,60503073,60743011,-,NONMMUG038168,NONMMUG038168
lNONMMUG038178,chr7,61010254,61311721,-,NONMMUG038178,A230006K03Rik
lNONMMUG038184,chr7,61704518,62091267,-,NONMMUG038184,A230057D06Rik
lNONMMUG038206,chr7,63344689,63444530,-,NONMMUG038206,AC127280.1
lNONMMUG038235,chr7,65582030,65619347,+,NONMMUG038235,BC046251
lNONMMUG038239,chr7,65859265,65862871,-,NONMMUG038239,Gm20684
lNONMMUG038244,chr7,66109514,66173122,-,NONMMUG038244,AC127595.1
lNONMMUG038292,chr7,68273838,68363089,+,NONMMUG038292,Fam169b
lNONMMUG038294,chr7,68317219,68353202,-,NONMMUG038294,Gm16158
lNONMMUG038309,chr7,70178867,70338069,-,NONMMUG038309,NONMMUG038309
lNONMMUG038310,chr7,70276560,70282963,-,NONMMUG038310,NONMMUG038310
lNONMMUG038312,chr7,70355688,70357488,-,NONMMUG038312,NONMMUG038312
lNONMMUG038314,chr7,70365158,70489972,+,NONMMUG038314,AK045070
lNONMMUG038326,chr7,70870912,71137638,+,NONMMUG038326,NONMMUG038326
lNONMMUG038347,chr7,73313805,73375774,-,NONMMUG038347,AC169129.1
lNONMMUG038350,chr7,73426697,73428872,-,NONMMUG038350,NONMMUG038350
lNONMMUG038354,chr7,73537916,73556928,+,NONMMUG038354,NONMMUG038354
lNONMMUG038355,chr7,73539202,73561696,-,NONMMUG038355,1810026B05Rik
lNONMMUG038356,chr7,73574815,73607235,-,NONMMUG038356,NONMMUG038356
lNONMMUG038360,chr7,73737928,73741024,-,NONMMUG038360,NONMMUG038360
lNONMMUG038371,chr7,74392697,74411234,+,NONMMUG038371,Gm7580
lNONMMUG038387,chr7,75308695,75331419,+,NONMMUG038387,AC127355.1
lNONMMUG038423,chr7,78584304,78623478,-,NONMMUG038423,NONMMUG038423
lNONMMUG038432,chr7,78922253,78954057,-,NONMMUG038432,NONMMUG038432
lNONMMUG038433,chr7,79018052,79053324,-,NONMMUG038433,AC110520.1
lNONMMUG038444,chr7,79466476,79468536,+,NONMMUG038444,NONMMUG038444
lNONMMUG038446,chr7,79500025,79534403,+,NONMMUG038446,AI854517
lNONMMUG038447,chr7,79505332,79512307,-,NONMMUG038447,NONMMUG038447
lNONMMUG038449,chr7,79512923,79513260,+,NONMMUG038449,NONMMUG038449
lNONMMUG038450,chr7,79516881,79518761,+,NONMMUG038450,NONMMUG038450
lNONMMUG038452,chr7,79535200,79563424,+,NONMMUG038452,NONMMUG038452
lNONMMUG038454,chr7,79586681,79592666,-,NONMMUG038454,NONMMUG038454
lNONMMUG038459,chr7,79920744,79924946,+,NONMMUG038459,AC109221.2
lNONMMUG038470,chr7,80110803,80112634,-,NONMMUG038470,NONMMUG038470
lNONMMUG038471,chr7,80115440,80141503,+,NONMMUG038471,NONMMUG038471
lNONMMUG038480,chr7,80294440,80303169,-,NONMMUG038480,RPI002_011173
lNONMMUG038496,chr7,80636016,80644385,+,NONMMUG038496,Gm15880
lNONMMUG038510,chr7,80978308,80993556,-,NONMMUG038510,NONMMUG038510
lNONMMUG038511,chr7,80994682,80995313,+,NONMMUG038511,NONMMUG038511
lNONMMUG038525,chr7,81492429,81493859,-,NONMMUG038525,NONMMUG038525
lNONMMUG038526,chr7,81523538,81531606,+,NONMMUG038526,2900076A07Rik
lNONMMUG038559,chr7,82852247,82867117,-,NONMMUG038559,NONMMUG038559
lNONMMUG038563,chr7,82937935,82971399,-,NONMMUG038563,RPI002_013463
lNONMMUG038568,chr7,83597047,83631880,-,NONMMUG038568,Gm16638
lNONMMUG038569,chr7,83633370,83635817,+,NONMMUG038569,Stard5
lNONMMUG038580,chr7,84082860,84085767,-,NONMMUG038580,NONMMUG038580
lNONMMUG038583,chr7,84151702,84267006,+,NONMMUG038583,AC101659.1
lNONMMUG038590,chr7,84529133,84577576,-,NONMMUG038590,NONMMUG038590
lNONMMUG038594,chr7,84689639,84779053,+,NONMMUG038594,2610206C17Rik
lNONMMUG038658,chr7,89980722,90049077,+,NONMMUG038658,NONMMUG038658
lNONMMUG038659,chr7,90124061,90131235,-,NONMMUG038659,AC130210.1
lNONMMUG038671,chr7,90457117,90458884,+,NONMMUG038671,NONMMUG038671
lNONMMUG038673,chr7,90476671,90522791,+,NONMMUG038673,NONMMUG038673
lNONMMUG038675,chr7,90885443,90887706,-,NONMMUG038675,NONMMUG038675
lNONMMUG038679,chr7,91158599,91161003,+,NONMMUG038679,NONMMUG038679
lNONMMUG038689,chr7,91635238,91638148,+,NONMMUG038689,NONMMUG038689
lNONMMUG038691,chr7,91666959,91670492,+,NONMMUG038691,NONMMUG038691
lNONMMUG038708,chr7,92637207,92637526,+,NONMMUG038708,NONMMUG038708
lNONMMUG038723,chr7,92982068,93104790,+,NONMMUG038723,AC102906.1
lNONMMUG038725,chr7,94042572,94709171,+,NONMMUG038725,NONMMUG038725
lNONMMUG038747,chr7,96908626,96911088,+,NONMMUG038747,NONMMUG038747
lNONMMUG038748,chr7,96906825,96951887,-,NONMMUG038748,C230038L03Rik
lNONMMUG038759,chr7,97529847,97660912,+,NONMMUG038759,NONMMUG038759
lNONMMUG038778,chr7,98177193,98185598,+,NONMMUG038778,AC119880.1
lNONMMUG038785,chr7,98481273,98484037,+,NONMMUG038785,NONMMUG038785
lNONMMUG038793,chr7,98656123,98657943,+,NONMMUG038793,NONMMUG038793
lNONMMUG038795,chr7,98682328,98702929,-,NONMMUG038795,Gm15506
lNONMMUG038810,chr7,99260480,99267219,-,NONMMUG038810,AC111120.1
lNONMMUG038814,chr7,99477034,99524807,+,NONMMUG038814,NONMMUG038814
lNONMMUG038816,chr7,99568120,99570840,-,NONMMUG038816,NONMMUG038816
lNONMMUG038820,chr7,99621795,99631711,+,NONMMUG038820,RP23-152P5.2
lNONMMUG038871,chr7,101317723,101326231,-,NONMMUG038871,Gm20476
lNONMMUG038872,chr7,101339490,101347996,-,NONMMUG038872,NONMMUG038872
lNONMMUG038883,chr7,101836502,101847427,+,NONMMUG038883,Gm10602
lNONMMUG038891,chr7,102061370,102065137,-,NONMMUG038891,NONMMUG038891
lNONMMUG038923,chr7,104218812,104219865,+,NONMMUG038923,RPI002_008759
lNONMMUG038943,chr7,105553881,105554837,-,NONMMUG038943,NONMMUG038943
lNONMMUG038955,chr7,105762320,105863650,+,NONMMUG038955,Gm15645
lNONMMUG038974,chr7,107243021,107309039,+,NONMMUG038974,Gm15514
lNONMMUG038986,chr7,108950753,108961535,-,NONMMUG038986,AC167362.1
lNONMMUG038993,chr7,109438617,109461497,+,NONMMUG038993,1700095J03Rik
lNONMMUG038999,chr7,109639889,109672240,-,NONMMUG038999,NONMMUG038999
lNONMMUG039001,chr7,109752325,109753847,+,NONMMUG039001,NONMMUG039001
lNONMMUG039008,chr7,109998326,110151202,-,NONMMUG039008,NONMMUG039008
lNONMMUG039012,chr7,110058171,110060814,+,NONMMUG039012,NONMMUG039012
lNONMMUG039017,chr7,110221751,110223614,+,NONMMUG039017,NONMMUG039017
lNONMMUG039028,chr7,110626280,110648970,-,NONMMUG039028,NONMMUG039028
lNONMMUG039045,chr7,111083242,111123177,-,NONMMUG039045,NONMMUG039045
lNONMMUG039053,chr7,111691412,111696003,+,NONMMUG039053,NONMMUG039053
lNONMMUG039070,chr7,112598292,112680081,-,NONMMUG039070,2310014F06Rik
lNONMMUG039105,chr7,114310172,114415197,-,NONMMUG039105,4933406I18Rik
lNONMMUG039122,chr7,116081758,116093159,-,NONMMUG039122,1700003G18Rik
lNONMMUG039149,chr7,118486426,118489802,-,NONMMUG039149,NONMMUG039149
lNONMMUG039151,chr7,118553278,118555134,-,NONMMUG039151,NONMMUG039151
lNONMMUG039176,chr7,119794150,119820856,+,NONMMUG039176,NONMMUG039176
lNONMMUG039192,chr7,120629761,120635511,-,NONMMUG039192,NONMMUG039192
lNONMMUG039195,chr7,120673349,120678138,-,NONMMUG039195,AC099930.1
lNONMMUG039199,chr7,120842563,120843415,-,NONMMUG039199,NONMMUG039199
lNONMMUG039212,chr7,121468843,121609334,-,NONMMUG039212,4933432K03Rik
lNONMMUG039222,chr7,122017196,122019296,-,NONMMUG039222,NONMMUG039222
lNONMMUG039229,chr7,122139007,122159402,-,NONMMUG039229,Gm15489
lNONMMUG039246,chr7,122969057,122970459,-,NONMMUG039246,NONMMUG039246
lNONMMUG039250,chr7,123031222,123169678,+,NONMMUG039250,NONMMUG039250
lNONMMUG039259,chr7,123934635,123983454,-,NONMMUG039259,RP23-142J2.1
lNONMMUG039262,chr7,124186717,124290271,+,NONMMUG039262,Gm15338
lNONMMUG039264,chr7,124476540,124494301,-,NONMMUG039264,Gm15339
lNONMMUG039265,chr7,124625669,124708950,-,NONMMUG039265,3100003L05Rik
lNONMMUG039284,chr7,125707916,125709369,+,NONMMUG039284,NONMMUG039284
lNONMMUG039290,chr7,126164032,126168403,+,NONMMUG039290,Gm17137
lNONMMUG039295,chr7,126224181,126248238,-,NONMMUG039295,NONMMUG039295
lNONMMUG039307,chr7,126472074,126487175,+,NONMMUG039307,NONMMUG039307
lNONMMUG039308,chr7,126503739,126505466,+,NONMMUG039308,NONMMUG039308
lNONMMUG039309,chr7,126535594,126542333,+,NONMMUG039309,NONMMUG039309
lNONMMUG039320,chr7,126807693,126809129,-,NONMMUG039320,Gm15676
lNONMMUG039339,chr7,126976365,126977032,+,NONMMUG039339,NONMMUG039339
lNONMMUG039341,chr7,127021332,127026010,+,NONMMUG039341,NONMMUG039341
lNONMMUG039342,chr7,127027945,127035467,+,NONMMUG039342,NONMMUG039342
lNONMMUG039349,chr7,127213777,127214414,-,NONMMUG039349,RPI002_013458
lNONMMUG039354,chr7,127363427,127363809,+,NONMMUG039354,Gm10586
lNONMMUG039356,chr7,127448382,127463124,+,NONMMUG039356,B130055M24Rik
lNONMMUG039358,chr7,127473020,127477177,-,NONMMUG039358,NONMMUG039358
lNONMMUG039362,chr7,127510437,127512869,-,NONMMUG039362,NONMMUG039362
lNONMMUG039366,chr7,127565478,128107051,-,NONMMUG039366,NONMMUG039366
lNONMMUG039370,chr7,127615318,127616818,+,NONMMUG039370,NONMMUG039370
lNONMMUG039377,chr7,127742800,127747459,-,NONMMUG039377,NONMMUG039377
lNONMMUG039381,chr7,127840811,127842535,-,NONMMUG039381,NONMMUG039381
lNONMMUG039384,chr7,127874523,127876598,-,NONMMUG039384,Zfp668
lNONMMUG039393,chr7,127993268,127996598,+,NONMMUG039393,NONMMUG039393
lNONMMUG039394,chr7,128001898,128005190,-,NONMMUG039394,Gm15533
lNONMMUG039403,chr7,128413262,128417320,-,NONMMUG039403,NONMMUG039403
lNONMMUG039404,chr7,128429986,128475571,+,NONMMUG039404,NONMMUG039404
lNONMMUG039424,chr7,129656261,129731647,+,NONMMUG039424,NONMMUG039424
lNONMMUG039427,chr7,129917322,130060181,-,NONMMUG039427,NONMMUG039427
lNONMMUG039428,chr7,129962164,129978669,+,NONMMUG039428,Gm4265
lNONMMUG039444,chr7,130861284,130866331,-,NONMMUG039444,Gm5602
lNONMMUG039470,chr7,132315663,132318291,+,NONMMUG039470,NONMMUG039470
lNONMMUG039475,chr7,132574778,132575751,-,NONMMUG039475,NONMMUG039475
lNONMMUG039485,chr7,132874738,132931375,-,NONMMUG039485,AC119806.1
lNONMMUG039487,chr7,132979581,132983553,-,NONMMUG039487,Gm15718
lNONMMUG039495,chr7,133116533,133120271,-,NONMMUG039495,NONMMUG039495
lNONMMUG039540,chr7,136048081,136175034,+,NONMMUG039540,NONMMUG039540
lNONMMUG039549,chr7,136667954,136710604,-,NONMMUG039549,NONMMUG039549
lNONMMUG039560,chr7,137410809,137414750,+,NONMMUG039560,RPI002_013840
lNONMMUG039561,chr7,137415018,137895692,-,NONMMUG039561,NONMMUG039561
